items,quality_control
"[['http://object-naming-amore.upf.edu//713874_1589807_supercat_unique.png', ['stadium', 'man', 'guy']], ['http://object-naming-amore.upf.edu//2338701_953359_singleton_obj.png', ['bjilding', 'pole', 'building', 'house']], ['http://object-naming-amore.upf.edu//1160104_1601634_supercat_unique.png', ['shirt', 'jackket', 'vest', 'jacket', 'man']], ['http://object-naming-amore.upf.edu//2337522_2569456_supercat_unique.png', ['t-shirt', 'tile', 'man', 'person', 'guy']], ['http://object-naming-amore.upf.edu//2379578_551924_supercat_ambiguous.png', ['train cab', 'locomotive', 'building', 'train', 'car', 'train engine']], ['http://object-naming-amore.upf.edu//2337938_2066702_singleton_obj.png', ['batter', 'person', 'shoe', 'man', 'bat', 'shirt', 'player', 'boy']]]","['7b227374616469756d223a20227365726966227d', '7b22626a696c64696e67223a202273616e732d6275696c64696e67227d', '7b226a61636b6b6574223a202273616e732d6a61636b6574227d', '7b2274696c65223a20227365726966227d', '7b226275696c64696e67223a20227365726966227d', '7b22626174223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2369363_611954_singleton_obj.png', ['airplane', 'gear', 'plane']], ['http://object-naming-amore.upf.edu//2366612_627204_singleton_obj.png', ['hotdog', 'gateway', 'bowl', 'food']], ['http://object-naming-amore.upf.edu//2316586_3076723_supercat_unique.png', ['couch', 't-shirt', 't-hsirt', 'pant', 'sofa']], ['http://object-naming-amore.upf.edu//2366821_753616_supercat_unique.png', ['termac', 'lady', 'shirt', 'woman', 'person']], ['http://object-naming-amore.upf.edu//2315678_3206500_singleton_obj.png', ['person', 'girl', 'woman', 't-shirt', 'frisbee', 'athlete']], ['http://object-naming-amore.upf.edu//2371122_2599808_singleton_obj.png', ['counter', 'can', 'countertop', 'bathroom sink', 'vanity', 'washbasin', 'tap', 'sink']]]","['7b2267656172223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2267617465776179223a2022636f7572696572227d', '7b22742d6873697274223a202273616e732d742d7368697274222c2022636f756368223a2022626f6c642d736f6661227d', '7b227465726d6163223a2022636f7572696572227d', '7b2266726973626565223a20227365726966227d', '7b2263616e223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2414295_297344_supercat_unique.png', ['rim', 'pony', 'horse']], ['http://object-naming-amore.upf.edu//2402235_1138749_singleton_obj.png', ['airpalne', 'jet', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2371188_2063503_singleton_obj.png', ['woman', 'wmoan', 'surfer', 'girl', 'tress']], ['http://object-naming-amore.upf.edu//2372565_1694428_supercat_unique.png', ['t-shirt', 'jacket', 'jacet', 'shirt', 'coat']], ['http://object-naming-amore.upf.edu//1590_3637049_seed_ambiguous.png', ['carpet', 'carpt', 'furniture', 'desk', 'floor', 'table']], ['http://object-naming-amore.upf.edu//2342358_3648484_supercat_unique.png', ['dress', 'cover', 'smock', 'apron', 'circles', 'cape', 't-shirt', 'drape']]]","['7b2272696d223a20227365726966227d', '7b2261697270616c6e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22776d6f616e223a202273616e732d776f6d616e227d', '7b226a61636574223a202273616e732d6a61636b6574227d', '7b226361727074223a202273616e732d636172706574227d', '7b22636972636c6573223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2319565_1000805_singleton_obj.png', ['plane', 'airplane', 'engine']], ['http://object-naming-amore.upf.edu//2353164_2485723_supercat_unique.png', ['sandwich', 'grass', 'food', 'bread']], ['http://object-naming-amore.upf.edu//2389283_505784_supercat_unique.png', ['boritto', 'vegetables', 'food', 'broccoli', 'salad']], ['http://object-naming-amore.upf.edu//2404057_346746_singleton_obj.png', ['lapgop', 'table', 'desk', 'laptop', 'keyboard']], ['http://object-naming-amore.upf.edu//2362114_777116_singleton_obj.png', ['kid', 'skater', 'wheel', 'child', 'skateboarder', 'boy']], ['http://object-naming-amore.upf.edu//2406862_1100146_singleton_obj.png', ['person', 'man', 'hat', 'worms', 'guy', 'shoe', 'tennis player', 'boy']]]","['7b22656e67696e65223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226772617373223a20227365726966227d', '7b22626f726974746f223a2022636f7572696572227d', '7b226c6170676f70223a202273616e732d6c6170746f70227d', '7b22776865656c223a20227365726966222c20226b6964223a2022626f6c642d6368696c64227d', '7b22776f726d73223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2402502_389118_supercat_unique.png', ['baket', 'mug', 'cup']], ['http://object-naming-amore.upf.edu//2405722_329774_singleton_obj.png', ['parrot', 'prarot', 'bird', 'cockatoo']], ['http://object-naming-amore.upf.edu//2360072_789847_singleton_obj.png', ['woman', 'person', 'girl', 'hand', 'bra']], ['http://object-naming-amore.upf.edu//2404350_656285_singleton_obj.png', ['house', 'net', 'buipding', 'window', 'building']], ['http://object-naming-amore.upf.edu//2334975_2952206_singleton_obj.png', ['beef', 'meat', 'roast', 'food', 'cyprus', 'burger']], ['http://object-naming-amore.upf.edu//2360048_2599205_supercat_unique.png', ['talons', 'shelf', 'bird', 'bookshelf', 'bookcase', 'dresser', 'cabinet', 'parrot']]]","['7b2262616b6574223a2022636f7572696572227d', '7b22707261726f74223a202273616e732d706172726f74227d', '7b2268616e64223a20227365726966227d', '7b226275697064696e67223a202273616e732d6275696c64696e67222c2022686f757365223a2022617269616c227d', '7b22637970727573223a2022636f7572696572227d', '7b2274616c6f6e73223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2410174_647997_singleton_obj.png', ['plane', 'airplane', 'cush']], ['http://object-naming-amore.upf.edu//2330497_2843165_seed_ambiguous.png', ['wihdow', 'sofa', 'window', 'curtain']], ['http://object-naming-amore.upf.edu//2342517_933339_supercat_unique.png', ['cushion', 'sofa', 'chair', 'couch', 'toys']], ['http://object-naming-amore.upf.edu//2396392_444878_singleton_obj.png', ['car', 'bike', 'grain', 'wheel', 'motorcycle']], ['http://object-naming-amore.upf.edu//2357583_1682696_supercat_unique.png', ['food', 'dish', 'plains', 'bowl', 'plate', 'vegetable']], ['http://object-naming-amore.upf.edu//2329403_2992797_singleton_obj.png', ['girl', 'tennis player', 'woman', 'person', 'lady', 'bat', 'player', 'womna']]]","['7b2263757368223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22776968646f77223a202273616e732d77696e646f77227d', '7b22746f7973223a2022636f7572696572222c2022736f6661223a2022626f6c642d636f756368227d', '7b22677261696e223a2022636f7572696572222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b22706c61696e73223a2022636f7572696572227d', '7b22776f6d6e61223a202273616e732d776f6d616e227d']"
"[['http://object-naming-amore.upf.edu//884_1637760_supercat_unique.png', ['cereal', 'box', 'ceereal']], ['http://object-naming-amore.upf.edu//2395625_1906327_singleton_obj.png', ['bowl', 'toilet', 'toilet bowl', 'water']], ['http://object-naming-amore.upf.edu//2397780_1186484_singleton_obj.png', ['desk', 'keyboard', 'cord', 'laptop', 'table']], ['http://object-naming-amore.upf.edu//2326319_2855012_supercat_unique.png', ['stew', 'sauce', 'sojp', 'food', 'soup']], ['http://object-naming-amore.upf.edu//2356595_1758866_supercat_ambiguous.png', ['pizza', 'toppings', 'sauce', 'base', 'cheese', 'food']], ['http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png', ['pizza', 'sandwich', 'toast', 'cheese', 'bared', 'bread', 'food', 'crumb']]]","['7b226365657265616c223a202273616e732d63657265616c227d', '7b227761746572223a20227365726966227d', '7b22636f7264223a20227365726966227d', '7b22736f6a70223a202273616e732d736f7570227d', '7b2262617365223a20227365726966227d', '7b226372756d62223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2372166_1692411_seed_ambiguous.png', ['girl', 'garlic', 'woman']], ['http://object-naming-amore.upf.edu//2358575_3544149_supercat_unique.png', ['coat', 'jacket', 'jackrt', 'shirt']], ['http://object-naming-amore.upf.edu//2409330_244112_seed_ambiguous.png', ['table', 'desk', 'cabbinet', 'cupboards', 'cabinet']], ['http://object-naming-amore.upf.edu//2347367_1698046_supercat_unique.png', ['person', 'man', 'guy', 'bottle', 'jacket']], ['http://object-naming-amore.upf.edu//2403019_384170_supercat_unique.png', ['sweater', 'coat', 'jacket', 'shirt', 'jacekt', 't-shirt']], ['http://object-naming-amore.upf.edu//2345094_910718_singleton_obj.png', ['light post', 'streetlight', 'traffic light', 'light', 'lamp', 'traffic libht', 'pole', 'stoplight']]]","['7b226761726c6963223a20227365726966227d', '7b226a61636b7274223a202273616e732d6a61636b6574227d', '7b2263616262696e6574223a202273616e732d636162696e6574227d', '7b22626f74746c65223a20227365726966227d', '7b226a6163656b74223a202273616e732d6a61636b6574227d', '7b2274726166666963206c69626874223a202273616e732d74726166666963206c69676874227d']"
"[['http://object-naming-amore.upf.edu//2362036_2087435_seed_ambiguous.png', ['seagull', 'boat', 'bird']], ['http://object-naming-amore.upf.edu//2365662_3065363_singleton_obj.png', ['airplane', 'aircraft', 'gau', 'plane']], ['http://object-naming-amore.upf.edu//2384204_692434_singleton_obj.png', ['plane', 'picking', 'aircraft', 'airplane', 'jet']], ['http://object-naming-amore.upf.edu//2342252_2254276_supercat_unique.png', ['hotdog', 'sandwich', 'htdog', 'paper', 'food']], ['http://object-naming-amore.upf.edu//2362010_2680838_singleton_obj.png', ['man', 'boy', 'skateboarder', 'perxon', 'skater', 'person']], ['http://object-naming-amore.upf.edu//2392753_1226195_singleton_obj.png', ['glass', 'glasses', 'print', 'shelf', 'counter', 'countertop', 'bar', 'table']]]","['7b22626f6174223a20227365726966227d', '7b22676175223a2022636f7572696572222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b227069636b696e67223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226874646f67223a202273616e732d686f74646f67227d', '7b22706572786f6e223a202273616e732d706572736f6e227d', '7b227072696e74223a20227365726966222c2022676c617373223a2022626f6c642d676c6173736573227d']"
"[['http://object-naming-amore.upf.edu//2327774_3519261_supercat_ambiguous.png', ['train', 'car', 'trani']], ['http://object-naming-amore.upf.edu//2409420_242131_supercat_ambiguous.png', ['food', 'salad', 'vegetable', 'earless']], ['http://object-naming-amore.upf.edu//2372541_3733173_singleton_obj.png', ['arm', 'tennis player', 'woman', 'player', 'lady']], ['http://object-naming-amore.upf.edu//2327974_3067329_singleton_obj.png', ['girl', 'woman', 'person', 'lady', 'womman']], ['http://object-naming-amore.upf.edu//2370927_3855920_singleton_obj.png', ['elephant', 'rearview mirror', 'car', 'foliage', 'car mirror', 'mirror']], ['http://object-naming-amore.upf.edu//2369141_2695179_singleton_obj.png', ['table', 'donuts', 'shelf', 'counter', 'bookcase', 'desk', 'napkin', 'bookshelf']]]","['7b227472616e69223a202273616e732d747261696e227d', '7b226561726c657373223a2022636f7572696572227d', '7b2261726d223a20227365726966227d', '7b22776f6d6d616e223a202273616e732d776f6d616e227d', '7b22666f6c69616765223a20227365726966227d', '7b226e61706b696e223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2362535_2256272_singleton_obj.png', ['train', 'car', 'traiin']], ['http://object-naming-amore.upf.edu//2324864_3023504_seed_ambiguous.png', ['airplane', 'plane', 'hat', 'wings']], ['http://object-naming-amore.upf.edu//2354915_3571328_supercat_unique.png', ['person', 'mobile phne', 'mobile phone', 'man', 'guy']], ['http://object-naming-amore.upf.edu//2417405_3480576_singleton_obj.png', ['ship', 'boat', 'shoe', 'boy', 'pant']], ['http://object-naming-amore.upf.edu//2377665_564241_supercat_ambiguous.png', ['baseball player', 'batter', 'grass', 'player', 'person', 'man']], ['http://object-naming-amore.upf.edu//2374786_1921001_singleton_obj.png', ['leg', 'skater', 'man', 'skateboard', 'skateboarder', 'shoes', 'person', 'wheels']]]","['7b2274726169696e223a202273616e732d747261696e227d', '7b22686174223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226d6f62696c652070686e65223a202273616e732d6d6f62696c652070686f6e65227d', '7b22626f79223a20227365726966227d', '7b226772617373223a20227365726966227d', '7b22776865656c73223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2317352_1021696_singleton_obj.png', ['couch', 'sofa', 'cuoch']], ['http://object-naming-amore.upf.edu//713673_1587424_singleton_obj.png', ['motorbiike', 'motorbike', 'motorcycle', 'bike']], ['http://object-naming-amore.upf.edu//2348511_2219548_singleton_obj.png', ['burger', 'food', 'hotdog', 'bun', 'hordog']], ['http://object-naming-amore.upf.edu//2369696_2944618_seed_ambiguous.png', ['boy', 'guy', 'man', 'junk', 'person']], ['http://object-naming-amore.upf.edu//2381272_542154_singleton_obj.png', ['board', 'wall', 'bowl', 'pool', 'irish', 'ramp']], ['http://object-naming-amore.upf.edu//2349637_2022188_singleton_obj.png', ['boy', 'girl', 'man', 'person', 'tie', 'eye class', 'womman', 'woman']]]","['7b2263756f6368223a202273616e732d636f756368222c2022636f756368223a2022626f6c642d736f6661227d', '7b226d6f746f726269696b65223a202273616e732d6d6f746f7262696b65222c20226d6f746f726379636c65223a2022626f6c642d62696b65227d', '7b22686f72646f67223a202273616e732d686f74646f67227d', '7b226a756e6b223a20227365726966227d', '7b226972697368223a2022636f7572696572227d', '7b22776f6d6d616e223a202273616e732d776f6d616e227d']"
"[['http://object-naming-amore.upf.edu//2341914_938854_singleton_obj.png', ['plane', 'airplane', 'wing']], ['http://object-naming-amore.upf.edu//2336041_2609534_singleton_obj.png', ['plane', 'leaf', 'wheel', 'airplane']], ['http://object-naming-amore.upf.edu//2381756_1334263_singleton_obj.png', ['food', 'toppings', 'crust', 'pizza', 'sauce']], ['http://object-naming-amore.upf.edu//2363302_766194_supercat_unique.png', ['baer statue', 'bear', 'statue', 'chair', 'bear statue']], ['http://object-naming-amore.upf.edu//2410338_220174_singleton_obj.png', ['counter', 'battub', 'cat', 'bath', 'tub', 'bathtub']], ['http://object-naming-amore.upf.edu//2364308_3739695_singleton_obj.png', ['shoe', 'man', 'persno', 'person', 'boy', 'skateboarder', 'pant', 'skater']]]","['7b2277696e67223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226c656166223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226372757374223a20227365726966227d', '7b226261657220737461747565223a202273616e732d6265617220737461747565227d', '7b22626174747562223a202273616e732d62617468747562222c2022747562223a2022626f6c642d626174687475622c62617468227d', '7b22706572736e6f223a202273616e732d706572736f6e227d']"
"[['http://object-naming-amore.upf.edu//2348362_882784_singleton_obj.png', ['pilot', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2406939_367886_singleton_obj.png', ['jets', 'plane', 'airplane', 'jet']], ['http://object-naming-amore.upf.edu//2349805_1674647_singleton_obj.png', ['chair', 'sofa', 'brooms', 'futon', 'couch']], ['http://object-naming-amore.upf.edu//2336289_3924221_singleton_obj.png', ['player', 'painting', 'boy', 'person', 'man']], ['http://object-naming-amore.upf.edu//2383391_1321188_singleton_obj.png', ['skateboarder', 'skater', 'soaps', 'shoe', 'man', 'person']], ['http://object-naming-amore.upf.edu//2384158_528227_singleton_obj.png', ['skater', 'skateboarder', 'sky board', 'boy', 'sky oard', 'guy', 'man', 'person']]]","['7b2270696c6f74223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226a657473223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2262726f6f6d73223a2022636f7572696572222c2022636f756368223a2022626f6c642d736f6661227d', '7b227061696e74696e67223a20227365726966227d', '7b22736f617073223a2022636f7572696572227d', '7b22736b79206f617264223a202273616e732d736b7920626f617264227d']"
"[['http://object-naming-amore.upf.edu//2356751_817616_singleton_obj.png', ['sofa', 'couch', 'flower']], ['http://object-naming-amore.upf.edu//2410984_361210_singleton_obj.png', ['plane', 'jet', 'airplane', 'airlane']], ['http://object-naming-amore.upf.edu//2414130_159366_singleton_obj.png', ['arm', 'man', 'pant', 'surfer', 'sea']], ['http://object-naming-amore.upf.edu//2340622_2844655_singleton_obj.png', ['car', 'rearview mirror', 'cilo', 'window', 'mirror']], ['http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png', ['rug', 'bike', 'curtain', 'floor', 'carpet', 'wheel']], ['http://object-naming-amore.upf.edu//2404515_341704_seed_ambiguous.png', ['person', 'baseball player', 'boy', 'child', 'pant', 'player', 'kid', 'black']]]","['7b22666c6f776572223a20227365726966222c2022636f756368223a2022626f6c642d736f6661227d', '7b226169726c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2261726d223a20227365726966227d', '7b2263696c6f223a2022636f7572696572227d', '7b226375727461696e223a20227365726966222c2022636172706574223a2022626f6c642d727567227d', '7b22626c61636b223a20227365726966222c20226b6964223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//2383877_693437_singleton_obj.png', ['airplane', 'plane', 'runway']], ['http://object-naming-amore.upf.edu//2372326_1715897_singleton_obj.png', ['person', 'letters', 'woman', 'skier']], ['http://object-naming-amore.upf.edu//2340076_2746646_singleton_obj.png', ['basin', 'sink', 'counter', 'sufuria', 'countertop']], ['http://object-naming-amore.upf.edu//2408435_261856_singleton_obj.png', ['girl', 'lady', 'woman', 'wall', 'tennis player']], ['http://object-naming-amore.upf.edu//2362938_1832479_singleton_obj.png', ['boy', 'person', 'pole', 'man', 'skateboarder', 'skater']], ['http://object-naming-amore.upf.edu//2413725_167540_seed_ambiguous.png', ['guy', 'person', 'player', 'man', 'boy', 'frisbee player', 'child', 'nut']]]","['7b2272756e776179223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226c657474657273223a20227365726966227d', '7b2273756675726961223a2022636f7572696572227d', '7b2277616c6c223a20227365726966227d', '7b22706f6c65223a20227365726966227d', '7b226e7574223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2407250_282977_singleton_obj.png', ['airplane', 'airplaen', 'plane']], ['http://object-naming-amore.upf.edu//2321605_2922320_singleton_obj.png', ['airplane', 'jet', 'plane', 'airplabe']], ['http://object-naming-amore.upf.edu//2365695_2615352_supercat_unique.png', ['food', 'snacks', 'shadow', 'cake', 'donut']], ['http://object-naming-amore.upf.edu//2368349_618381_supercat_ambiguous.png', ['cap', 'beanie', 'hair', 'beane', 'hat']], ['http://object-naming-amore.upf.edu//2346870_1708712_singleton_obj.png', ['plane', 'toll', 'wing', 'light', 'jets', 'airplane']], ['http://object-naming-amore.upf.edu//2413123_179693_singleton_obj.png', ['man', 'shoe', 'skzter', 'person', 'guy', 'runner', 'skater', 'skateboarder']]]","['7b22616972706c61656e223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22616972706c616265223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22736861646f77223a20227365726966227d', '7b226265616e65223a202273616e732d6265616e6965227d', '7b22746f6c6c223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22736b7a746572223a202273616e732d736b61746572227d']"
"[['http://object-naming-amore.upf.edu//2412839_299391_supercat_unique.png', ['shirt', 'jacket', 'avocado']], ['http://object-naming-amore.upf.edu//2399730_414175_seed_ambiguous.png', ['pizza', 'sauce', 'food', 'passage']], ['http://object-naming-amore.upf.edu//2386183_519556_singleton_obj.png', ['bert', 'boy', 'skater', 'person', 'skateboarder']], ['http://object-naming-amore.upf.edu//2414200_157905_supercat_unique.png', ['bracelet', 'remote', 'sofa', 'chair', 'couch']], ['http://object-naming-amore.upf.edu//2374410_2589114_singleton_obj.png', ['woman', 'skater', 'person', 'skateboarder', 'leg', 'girl']], ['http://object-naming-amore.upf.edu//2378182_2622965_singleton_obj.png', ['person', 'cap', 'player', 'tennis player', 'bowel', 'woman', 'lady', 'athlete']]]","['7b2261766f6361646f223a20227365726966227d', '7b2270617373616765223a2022636f7572696572227d', '7b2262657274223a2022636f7572696572227d', '7b2262726163656c6574223a20227365726966222c2022636f756368223a2022626f6c642d736f6661227d', '7b226c6567223a20227365726966227d', '7b22626f77656c223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2374523_1944269_singleton_obj.png', ['window', 'flower', 'curtain']], ['http://object-naming-amore.upf.edu//2318289_1012251_supercat_unique.png', ['food', 'rice', 'bowl', 'fodo']], ['http://object-naming-amore.upf.edu//2368813_744908_singleton_obj.png', ['cat', 'tam', 'animal', 'dog', 'bear']], ['http://object-naming-amore.upf.edu//2409883_231203_supercat_ambiguous.png', ['jar', 'vase', 'glass', 'bottle', 'dot']], ['http://object-naming-amore.upf.edu//2359438_2945988_singleton_obj.png', ['table', 'desk', 'counter top', 'spouts', 'counter', 'apple']], ['http://object-naming-amore.upf.edu//2368878_3866547_seed_ambiguous.png', ['floor', 'toy', 'desk', 'table', 'carpet', 'rug', 'capret', 'dresser']]]","['7b22666c6f776572223a20227365726966227d', '7b22666f646f223a202273616e732d666f6f64227d', '7b2274616d223a2022636f7572696572227d', '7b22646f74223a2022636f7572696572227d', '7b2273706f757473223a2022636f7572696572227d', '7b22636170726574223a202273616e732d636172706574222c2022636172706574223a2022626f6c642d727567227d']"
"[['http://object-naming-amore.upf.edu//2408149_267179_singleton_obj.png', ['hotdlg', 'bun', 'hotdog']], ['http://object-naming-amore.upf.edu//2349941_3596241_singleton_obj.png', ['plane', 'jet plane', 'airplane', 'vodka']], ['http://object-naming-amore.upf.edu//2380233_1349123_singleton_obj.png', ['hamburger', 'sandwich', 'burger', 'napkin', 'food']], ['http://object-naming-amore.upf.edu//2362637_3527535_singleton_obj.png', ['surfer', 'boy', 'person', 'man', 'pdrson']], ['http://object-naming-amore.upf.edu//2377305_566475_singleton_obj.png', ['leeves', 'toddler', 'child', 'girl', 'baby', 'kid']], ['http://object-naming-amore.upf.edu//2348935_1889437_singleton_obj.png', ['sky board', 't-shirt', 'man', 'shoe', 'skateboarder', 'skater', 'boy', 'wheel']]]","['7b22686f74646c67223a202273616e732d686f74646f67227d', '7b22766f646b61223a2022636f7572696572222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226e61706b696e223a20227365726966222c202268616d627572676572223a2022626f6c642d627572676572227d', '7b22706472736f6e223a202273616e732d706572736f6e227d', '7b226c6565766573223a2022636f7572696572222c20226368696c64223a2022626f6c642d62616279227d', '7b22776865656c223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2377216_567217_supercat_ambiguous.png', ['boat', 'ship', 'light']], ['http://object-naming-amore.upf.edu//2378102_2573483_singleton_obj.png', ['surfer', 'girl', 'nose', 'woman']], ['http://object-naming-amore.upf.edu//2384228_692349_supercat_ambiguous.png', ['train engine', 'car', 'train', 'engine', 'enigne']], ['http://object-naming-amore.upf.edu//2358978_1974167_singleton_obj.png', ['food', 'bread', 'surface', 'bun', 'burger']], ['http://object-naming-amore.upf.edu//2385447_1296755_seed_ambiguous.png', ['frisbee pllayer', 'person', 'man', 't-shirt', 'frisbee player', 'guy']], ['http://object-naming-amore.upf.edu//2327578_2723789_singleton_obj.png', ['batter', 'baseball player', 'shoe', 'bat', 'person', 'athlete', 'jersey', 'man']]]","['7b226c69676874223a20227365726966227d', '7b226e6f7365223a20227365726966227d', '7b22656e69676e65223a202273616e732d656e67696e65227d', '7b2273757266616365223a20227365726966227d', '7b226672697362656520706c6c61796572223a202273616e732d6672697362656520706c61796572227d', '7b226a6572736579223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2369389_1662720_seed_ambiguous.png', ['goat', 'poiint', 'sheep']], ['http://object-naming-amore.upf.edu//2362785_771121_singleton_obj.png', ['jet', 'plane', 'apparel', 'airplane']], ['http://object-naming-amore.upf.edu//2362667_772304_supercat_ambiguous.png', ['lady', 'couple', 'cream', 'person', 'woman']], ['http://object-naming-amore.upf.edu//2404020_1119541_supercat_unique.png', ['sweater', 't-shirt', 'jacket', 'shirt', 'bottle']], ['http://object-naming-amore.upf.edu//2356957_3450080_seed_ambiguous.png', ['keyboard', 'wall', 'carpet', 'blossum', 'floor', 'laptop']], ['http://object-naming-amore.upf.edu//2331429_2933556_singleton_obj.png', ['variety', 'boy', 'woman', 'skater', 'skateboarder', 'girl', 'child', 'person']]]","['7b22706f69696e74223a2022636f7572696572227d', '7b226170706172656c223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22637265616d223a2022636f7572696572227d', '7b22626f74746c65223a20227365726966227d', '7b22626c6f7373756d223a2022636f7572696572222c2022636172706574223a2022617269616c227d', '7b2276617269657479223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2362660_2481248_supercat_unique.png', ['horse', 'head', 'statue']], ['http://object-naming-amore.upf.edu//2390563_1249084_singleton_obj.png', ['plane', 'airplane', 'jet', 'airllane']], ['http://object-naming-amore.upf.edu//2398682_1177292_singleton_obj.png', ['airplane', 'aircraft', 'jet', 'plane', 'aircrat']], ['http://object-naming-amore.upf.edu//2334628_2305301_seed_ambiguous.png', ['man', 'guy', 'person', 'wall', 'shirt']], ['http://object-naming-amore.upf.edu//2356149_823042_supercat_unique.png', ['cheese', 'brows', 'food', 'coleslaw', 'cabbage', 'hotdog']], ['http://object-naming-amore.upf.edu//2413504_3800619_singleton_obj.png', ['player', 'man', 'shorts', 'boy', 'uniform', 't-shirt', 'frisbee player', 'person']]]","['7b2268656164223a20227365726966227d', '7b226169726c6c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2261697263726174223a202273616e732d6169726372616674222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2277616c6c223a20227365726966227d', '7b2262726f7773223a2022636f7572696572227d', '7b22756e69666f726d223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2356313_1981694_singleton_obj.png', ['plane', 'airplane', 'boy']], ['http://object-naming-amore.upf.edu//2337995_3704218_singleton_obj.png', ['airplane', 'jet', 'plane', 'engine']], ['http://object-naming-amore.upf.edu//2342538_933050_singleton_obj.png', ['t-sihrt', 'girl', 'woman', 't-shirt', 'lady']], ['http://object-naming-amore.upf.edu//2417978_3086292_supercat_unique.png', ['food', 'flurs', 'bread', 'burger', 'sandwich']], ['http://object-naming-amore.upf.edu//2368736_616347_supercat_unique.png', ['burger', 'hotdog', 'sandwich', 'moniker', 'food', 'bread']], ['http://object-naming-amore.upf.edu//2344362_916039_seed_ambiguous.png', ['woman', 'lady', 'wall', 'girl', 'dress', 'person', 'foods', 'cup']]]","['7b22626f79223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22656e67696e65223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22742d7369687274223a202273616e732d742d7368697274227d', '7b22666c757273223a2022636f7572696572227d', '7b226d6f6e696b6572223a2022636f7572696572227d', '7b2277616c6c223a20227365726966227d']"
