items,quality_control
"[['http://object-naming-amore.upf.edu//2355446_829463_singleton_obj.png', ['airplane', 'nose', 'plane']], ['http://object-naming-amore.upf.edu//2364522_2524726_singleton_obj.png', ['mattress', 'bed', 'matterss']], ['http://object-naming-amore.upf.edu//2335944_2725599_singleton_obj.png', ['people', 'chair', 'bench']], ['http://object-naming-amore.upf.edu//2377246_566992_supercat_unique.png', ['bowl', 'plate', 'table', 'hand']], ['http://object-naming-amore.upf.edu//2392061_1234365_singleton_obj.png', ['man', 'playre', 'tennis player', 'player', 'person']], ['http://object-naming-amore.upf.edu//2410847_319717_singleton_obj.png', ['boy', 'ball', 'court', 'child', 'player']], ['http://object-naming-amore.upf.edu//2402523_1134909_singleton_obj.png', ['t-shirt', 'neclace', 'girl', 'skirt', 'child', 'kid', 'shirt']]]","['7b226e6f7365223a20227365726966222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226d61747465727373223a202273616e732d6d61747472657373222c2022626564223a2022617269616c227d', '7b2270656f706c65223a20227365726966222c202262656e6368223a2022617269616c227d', '7b2268616e64223a20227365726966222c20227461626c65223a2022617269616c227d', '7b22706c61797265223a202273616e732d706c61796572222c20226d616e223a2022617269616c227d', '7b22636f757274223a20227365726966222c2022626f79223a2022617269616c227d', '7b226e65636c616365223a2022636f7572696572222c20226769726c223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//2342051_2985056_singleton_obj.png', ['food', 'table', 'platter']], ['http://object-naming-amore.upf.edu//2397192_436271_singleton_obj.png', ['jcaket', 'woman', 'jacket']], ['http://object-naming-amore.upf.edu//2412430_3385551_singleton_obj.png', ['plants', 'fur', 'dog']], ['http://object-naming-amore.upf.edu//2372266_2010954_singleton_obj.png', ['airpplane', 'jet', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2376449_572645_singleton_obj.png', ['person', 'man', 'truck', 'skater', 'skateboarder']], ['http://object-naming-amore.upf.edu//2348736_1673250_supercat_unique.png', ['man', 'banana', 'shirt', 'fruit', 'banaan']], ['http://object-naming-amore.upf.edu//2358303_2117513_singleton_obj.png', ['bridge', 'wall', 'overpass', 'bricks', 'brideg', 'weal', 'building']]]","['7b22706c6174746572223a20227365726966222c20227461626c65223a2022617269616c227d', '7b226a63616b6574223a202273616e732d6a61636b6574222c2022776f6d616e223a2022617269616c227d', '7b22706c616e7473223a20227365726966222c2022646f67223a2022617269616c227d', '7b2261697270706c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22747275636b223a20227365726966222c20226d616e223a2022617269616c227d', '7b2262616e61616e223a202273616e732d62616e616e61222c20227368697274223a2022617269616c227d', '7b22627269646567223a202273616e732d627269646765222c2022627269646765223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2329461_3289094_supercat_unique.png', ['button', 'tie', 'shirt']], ['http://object-naming-amore.upf.edu//2397597_432511_singleton_obj.png', ['animal', 'giraffe', 'mixed']], ['http://object-naming-amore.upf.edu//2369603_3862579_seed_ambiguous.png', ['hand', 'furniture', 'bed']], ['http://object-naming-amore.upf.edu//2092_1546860_singleton_obj.png', ['loveseat', 'couch', 'sofa', 'loveseta']], ['http://object-naming-amore.upf.edu//2410156_224677_singleton_obj.png', ['wheel', 'truck', 'trrailer', 'vehicle', 'trailer']], ['http://object-naming-amore.upf.edu//2358824_3542016_singleton_obj.png', ['child', 'woman', 'television', 'girl', 'televiion']], ['http://object-naming-amore.upf.edu//2367973_749124_singleton_obj.png', ['woman', 'girl', 'phone', 'mobile', 'cabinet', 'person', 'spinner']]]","['7b22627574746f6e223a20227365726966222c20227368697274223a2022617269616c227d', '7b226d69786564223a2022636f7572696572222c202267697261666665223a2022617269616c227d', '7b2268616e64223a20227365726966222c2022626564223a2022617269616c227d', '7b226c6f766573657461223a202273616e732d6c6f766573656174222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b2274727261696c6572223a202273616e732d747261696c6572222c2022747275636b223a2022617269616c227d', '7b2274656c657669696f6e223a202273616e732d74656c65766973696f6e222c20226769726c223a2022617269616c227d', '7b227370696e6e6572223a2022636f7572696572222c2022776f6d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2396423_1198052_singleton_obj.png', ['vehiicle', 'vehicle', 'truck']], ['http://object-naming-amore.upf.edu//2358508_3544654_seed_ambiguous.png', ['animal', 'ainmal', 'cow']], ['http://object-naming-amore.upf.edu//2413723_167581_singleton_obj.png', ['chair', 'bnech', 'bench']], ['http://object-naming-amore.upf.edu//2349405_1713790_supercat_unique.png', ['falcon', 'hawk', 'bird', 'falon']], ['http://object-naming-amore.upf.edu//2374108_3722517_seed_ambiguous.png', ['truck', 'tipper', 'snowplow', 'dump truck', 'headlight']], ['http://object-naming-amore.upf.edu//2357011_815778_supercat_ambiguous.png', ['lady', 'oval', 'shirt', 'person', 'woman']], ['http://object-naming-amore.upf.edu//2386372_1286696_singleton_obj.png', ['desk', 'cycle', 'wheel', 'table', 'conter', 'counter', 'floor']]]","['7b227665686969636c65223a202273616e732d76656869636c65222c2022747275636b223a2022617269616c227d', '7b2261696e6d616c223a202273616e732d616e696d616c222c2022636f77223a2022617269616c227d', '7b22626e656368223a202273616e732d62656e6368222c20226368616972223a2022617269616c227d', '7b2266616c6f6e223a202273616e732d66616c636f6e222c202262697264223a2022617269616c227d', '7b22686561646c69676874223a20227365726966227d', '7b226f76616c223a2022636f7572696572222c2022776f6d616e223a2022617269616c227d', '7b22636f6e746572223a202273616e732d636f756e746572222c20226465736b223a2022617269616c222c2022776865656c223a2022626f6c642d6379636c65227d']"
"[['http://object-naming-amore.upf.edu//2359059_796513_singleton_obj.png', ['be dsheet', 'bed sheet', 'bed']], ['http://object-naming-amore.upf.edu//2362376_774861_supercat_unique.png', ['t-shirt', 'shirt', 'field']], ['http://object-naming-amore.upf.edu//2356651_818493_singleton_obj.png', ['train', 'tepan', 'trepan']], ['http://object-naming-amore.upf.edu//2386082_683951_singleton_obj.png', ['person', 'jaccket', 'jacket', 'man']], ['http://object-naming-amore.upf.edu//2398301_426690_singleton_obj.png', ['ckae', 'pie', 'cake', 'dessert', 'food']], ['http://object-naming-amore.upf.edu//2339061_2543278_singleton_obj.png', ['pizza', 'kibble', 'table', 'tablecloth', 'food']], ['http://object-naming-amore.upf.edu//2316479_3495984_singleton_obj.png', ['skateboarder', 'skteboarder', 'person', 'man', 'kid', 'skater', 'boy']]]","['7b22626520647368656574223a202273616e732d626564207368656574222c2022626564223a2022617269616c227d', '7b226669656c64223a20227365726966222c20227368697274223a2022617269616c227d', '7b22746570616e223a202273616e732d74726570616e222c2022747261696e223a2022617269616c227d', '7b226a6163636b6574223a202273616e732d6a61636b6574222c20226d616e223a2022617269616c227d', '7b22636b6165223a202273616e732d63616b65222c202263616b65223a2022617269616c227d', '7b226b6962626c65223a2022636f7572696572222c20227461626c65223a2022617269616c227d', '7b22736b7465626f6172646572223a202273616e732d736b617465626f6172646572222c2022736b617465626f6172646572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2319610_3353116_singleton_obj.png', ['benh', 'bench', 'chair']], ['http://object-naming-amore.upf.edu//2392330_1231364_seed_ambiguous.png', ['window', 'tie', 'man']], ['http://object-naming-amore.upf.edu//2369421_1779431_singleton_obj.png', ['bike', 'motorcycle', 'frame']], ['http://object-naming-amore.upf.edu//2404384_343366_singleton_obj.png', ['sofa', 'doll', 'blanket', 'couch']], ['http://object-naming-amore.upf.edu//2369707_3862163_singleton_obj.png', ['knifre', 'coat', 'shirt', 'jacket', 'phone']], ['http://object-naming-amore.upf.edu//2375718_2502301_singleton_obj.png', ['paper', 'counter', 'solar', 'table', 'cabinets']], ['http://object-naming-amore.upf.edu//2354643_3572368_seed_ambiguous.png', ['person', 'man', 'jacket', 'ground', 'cap', 'windbreaker', 'coat']]]","['7b2262656e68223a202273616e732d62656e6368222c202262656e6368223a2022617269616c227d', '7b2277696e646f77223a20227365726966222c20226d616e223a2022617269616c227d', '7b226672616d65223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b22626c616e6b6574223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b226b6e69667265223a2022636f7572696572222c20226a61636b6574223a2022617269616c227d', '7b22736f6c6172223a2022636f7572696572222c2022636f756e746572223a2022617269616c227d', '7b2267726f756e64223a20227365726966222c2022636170223a2022626f6c642d6a61636b6574227d']"
"[['http://object-naming-amore.upf.edu//2328312_2829201_supercat_unique.png', ['shirt', 'tie', 'shiirt']], ['http://object-naming-amore.upf.edu//2319929_3453423_supercat_unique.png', ['dress', 'skirt', 'stools']], ['http://object-naming-amore.upf.edu//2379375_1358170_singleton_obj.png', ['dunes', 'food', 'pizza']], ['http://object-naming-amore.upf.edu//2404059_378788_singleton_obj.png', ['bed', 'book', 'shoe', 'pole']], ['http://object-naming-amore.upf.edu//2318330_1011759_seed_ambiguous.png', ['blackboard', 'player', 'women', 'dress', 'woman']], ['http://object-naming-amore.upf.edu//2374573_3719636_singleton_obj.png', ['man', 't-hsirt', 'woman', 't-shirt', 'person']], ['http://object-naming-amore.upf.edu//2358044_2508899_supercat_unique.png', ['suit jacket', 'jacket', 'crt', 'shirt', 'suit', 'coat', 'tie']]]","['7b22736869697274223a202273616e732d7368697274222c20227368697274223a2022617269616c227d', '7b2273746f6f6c73223a20227365726966222c20226472657373223a2022617269616c227d', '7b2264756e6573223a2022636f7572696572222c202270697a7a61223a2022617269616c227d', '7b22706f6c65223a20227365726966222c2022626564223a2022617269616c227d', '7b22626c61636b626f617264223a20227365726966222c2022776f6d616e223a2022617269616c222c2022776f6d656e223a2022626f6c642d776f6d616e227d', '7b22742d6873697274223a202273616e732d742d7368697274222c2022776f6d616e223a2022617269616c227d', '7b22637274223a2022636f7572696572222c20226a61636b6574223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2363659_1947008_seed_ambiguous.png', ['desk', 'laptop', 'raft']], ['http://object-naming-amore.upf.edu//2320281_994501_supercat_unique.png', ['bench', 'water', 'chair']], ['http://object-naming-amore.upf.edu//2343668_3637566_seed_ambiguous.png', ['person', 'lockers', 'man']], ['http://object-naming-amore.upf.edu//2396109_447931_singleton_obj.png', ['bird', 'heron', 'crane', 'sealed']], ['http://object-naming-amore.upf.edu//2363860_2234259_supercat_unique.png', ['food', 'pastry', 'donut', 'cupcake', 'pstry']], ['http://object-naming-amore.upf.edu//2394755_1210165_singleton_obj.png', ['boat', 'ship', 'sailboat', 'sail boat', 'salboat']], ['http://object-naming-amore.upf.edu//2366633_753927_supercat_ambiguous.png', ['shoe', 'man', 'boy', 'skateboarder', 'person', 'skatebaorder', 'skater']]]","['7b2272616674223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b227761746572223a20227365726966222c202262656e6368223a2022617269616c227d', '7b226c6f636b657273223a2022636f7572696572222c20226d616e223a2022617269616c227d', '7b227365616c6564223a2022636f7572696572222c202262697264223a2022617269616c227d', '7b227073747279223a202273616e732d706173747279222c2022646f6e7574223a2022617269616c227d', '7b2273616c626f6174223a202273616e732d7361696c626f6174222c2022626f6174223a2022617269616c227d', '7b22736b61746562616f72646572223a202273616e732d736b617465626f6172646572222c2022736b617465626f6172646572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2331238_3266041_singleton_obj.png', ['ram', 'sheep', 'fur']], ['http://object-naming-amore.upf.edu//2348819_2205481_singleton_obj.png', ['train', 'subway', 'coat']], ['http://object-naming-amore.upf.edu//10_1060591_singleton_obj.png', ['table', 'taable', 'desk']], ['http://object-naming-amore.upf.edu//2357512_811464_singleton_obj.png', ['plane', 'airplane', 'aiprlane', 'train']], ['http://object-naming-amore.upf.edu//2348675_2435027_singleton_obj.png', ['player', 'child', 'girl', 'kicking', 'tennis player']], ['http://object-naming-amore.upf.edu//2378986_1362259_supercat_unique.png', ['food', 'corn', 'vegetables', 'salad', 'broccoli']], ['http://object-naming-amore.upf.edu//2412601_2945194_supercat_ambiguous.png', ['people', 'person', 'bottle', 'caregiver', 'family', 'woman', 't-shirt']]]","['7b22667572223a20227365726966222c20227368656570223a2022617269616c227d', '7b22636f6174223a20227365726966222c2022747261696e223a2022617269616c227d', '7b22746161626c65223a202273616e732d7461626c65222c20226465736b223a2022617269616c227d', '7b22616970726c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226b69636b696e67223a2022636f7572696572222c20226769726c223a2022617269616c227d', '7b22636f726e223a20227365726966222c202273616c6164223a2022617269616c227d', '7b22626f74746c65223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2376216_2080917_supercat_unique.png', ['bench', 'sock', 'pant']], ['http://object-naming-amore.upf.edu//1592592_2312236_singleton_obj.png', ['food', 'pizza', 'tlight']], ['http://object-naming-amore.upf.edu//2392536_1228812_seed_ambiguous.png', ['truck', 'men', 'semi']], ['http://object-naming-amore.upf.edu//2365775_632050_supercat_unique.png', ['jam', 'table', 'fridge', 'food']], ['http://object-naming-amore.upf.edu//2366348_628977_supercat_unique.png', ['man', 'person', 'tourist', 'cap', 'us']], ['http://object-naming-amore.upf.edu//2389831_1256710_singleton_obj.png', ['book', 'bookcase', 'what', 'bookshelf', 'shelf']], ['http://object-naming-amore.upf.edu//2358439_802828_seed_ambiguous.png', ['bag', 'desk', 'table', 'carpet', 'rug', 'laptop', 'handle']]]","['7b22736f636b223a20227365726966222c202262656e6368223a2022617269616c227d', '7b22746c69676874223a2022636f7572696572222c202270697a7a61223a2022617269616c227d', '7b226d656e223a20227365726966222c2022747275636b223a2022617269616c227d', '7b22667269646765223a20227365726966222c20227461626c65223a2022617269616c227d', '7b227573223a2022636f7572696572222c20226d616e223a2022617269616c227d', '7b2277686174223a2022636f7572696572222c2022626f6f6b7368656c66223a2022617269616c227d', '7b2268616e646c65223a20227365726966222c2022727567223a2022617269616c222c2022636172706574223a2022626f6c642d727567227d']"
"[['http://object-naming-amore.upf.edu//2355505_1785515_singleton_obj.png', ['ship', 'boat', 'boqt']], ['http://object-naming-amore.upf.edu//2329464_3111474_singleton_obj.png', ['cat', 'bag', 'this']], ['http://object-naming-amore.upf.edu//2388817_1266659_supercat_unique.png', ['pizza', 'cheese', 'food']], ['http://object-naming-amore.upf.edu//2331511_3022160_singleton_obj.png', ['hut', 'house', 'shack', 'wall']], ['http://object-naming-amore.upf.edu//2362337_1725096_seed_ambiguous.png', ['couch', 'chair', 'hand', 'shirt', 'sofa']], ['http://object-naming-amore.upf.edu//2358366_803603_supercat_unique.png', ['t-shirt', 'banana', 'shirt', 'blouse', 'cushion']], ['http://object-naming-amore.upf.edu//2355938_3773682_singleton_obj.png', ['girrl', 'person', 'bed', 'boy', 'woman', 'girl', 'child']]]","['7b22626f7174223a202273616e732d626f6174222c2022626f6174223a2022617269616c227d', '7b2274686973223a20227365726966222c2022636174223a2022617269616c227d', '7b22636865657365223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b2277616c6c223a20227365726966222c2022687574223a2022617269616c222c2022736861636b223a2022626f6c642d687574227d', '7b2268616e64223a20227365726966222c20226368616972223a2022617269616c222c2022636f756368223a2022626f6c642d736f6661227d', '7b2263757368696f6e223a20227365726966222c20227368697274223a2022617269616c227d', '7b22676972726c223a202273616e732d6769726c222c20226769726c223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2382751_1326446_singleton_obj.png', ['bird', 'parrot', 'parort']], ['http://object-naming-amore.upf.edu//2323954_3185539_singleton_obj.png', ['bed', 'book', 'bagpack']], ['http://object-naming-amore.upf.edu//2326666_3938876_singleton_obj.png', ['gidaffe', 'giraffe', 'animal']], ['http://object-naming-amore.upf.edu//2402634_1133519_singleton_obj.png', ['set', 'vehicle', 'car', 'meter']], ['http://object-naming-amore.upf.edu//2401775_396022_singleton_obj.png', ['horse', 'table', 'toy', 'wood', 'handel']], ['http://object-naming-amore.upf.edu//2367964_1952652_singleton_obj.png', ['girl', 'baby', 'banana', 'basket', 'child']], ['http://object-naming-amore.upf.edu//2384006_1314449_seed_ambiguous.png', ['wheel', 'car', 'mirror', 'vehicle', 'suv', 'truck', 'vehcle']]]","['7b227061726f7274223a202273616e732d706172726f74222c202262697264223a2022617269616c227d', '7b226261677061636b223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b2267696461666665223a202273616e732d67697261666665222c202267697261666665223a2022617269616c227d', '7b22736574223a20227365726966222c2022636172223a2022617269616c227d', '7b2268616e64656c223a2022636f7572696572222c2022686f727365223a2022617269616c227d', '7b226261736b6574223a20227365726966222c20226368696c64223a2022617269616c222c202262616279223a2022626f6c642d6368696c64227d', '7b22766568636c65223a202273616e732d76656869636c65222c2022636172223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2404326_344010_supercat_unique.png', ['sock', 'bike', 'motorcycle']], ['http://object-naming-amore.upf.edu//2321959_1047032_singleton_obj.png', ['train', 'trolley', 'trlley']], ['http://object-naming-amore.upf.edu//2400220_410475_supercat_ambiguous.png', ['blender', 'mixer', 'reed']], ['http://object-naming-amore.upf.edu//2349673_2114143_singleton_obj.png', ['aiirplane', 'jet', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2373255_733531_supercat_unique.png', ['pizza', 'plate', 'table', 'food', 'chair']], ['http://object-naming-amore.upf.edu//2389358_1261752_singleton_obj.png', ['chair', 'bench', 'shoe', 'shoes', 'pole']], ['http://object-naming-amore.upf.edu//2397708_431466_supercat_ambiguous.png', ['gentleman', 'person', 'shirt', 'man', 'people', 'couple', 'cheek']]]","['7b22736f636b223a2022636f7572696572222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b2274726c6c6579223a202273616e732d74726f6c6c6579222c2022747261696e223a2022617269616c227d', '7b2272656564223a2022636f7572696572222c2022626c656e646572223a2022617269616c227d', '7b2261696972706c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226368616972223a20227365726966222c20227461626c65223a2022617269616c227d', '7b2273686f6573223a20227365726966222c202262656e6368223a2022617269616c227d', '7b22636865656b223a20227365726966222c20226d616e223a2022626f6c642d67656e746c656d616e227d']"
"[['http://object-naming-amore.upf.edu//2365611_1972325_supercat_unique.png', ['pizza', 'food', 'pkzza']], ['http://object-naming-amore.upf.edu//2361884_2511607_seed_ambiguous.png', ['motorcycle', 'bike', 'neck']], ['http://object-naming-amore.upf.edu//2416390_3204602_seed_ambiguous.png', ['building', 'vehicle', 'car']], ['http://object-naming-amore.upf.edu//2371614_596659_singleton_obj.png', ['chair', 'sofa', 'bookshelf', 'armchair']], ['http://object-naming-amore.upf.edu//2325675_2853600_supercat_unique.png', ['cat', 'carpet', 'floor', 'carpeting', 'carpt']], ['http://object-naming-amore.upf.edu//2367619_750920_seed_ambiguous.png', ['bid', 'cabinet', 'dresser', 'table', 'furniture']], ['http://object-naming-amore.upf.edu//2376019_1996190_singleton_obj.png', ['countertop', 'googles', 'vanity', 'cabinet', 'counter', 'sink', 'table']]]","['7b22706b7a7a61223a202273616e732d70697a7a61222c202270697a7a61223a2022617269616c227d', '7b226e65636b223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b226275696c64696e67223a20227365726966222c2022636172223a2022617269616c227d', '7b22626f6f6b7368656c66223a20227365726966222c20226368616972223a2022617269616c227d', '7b226361727074223a202273616e732d636172706574222c2022636172706574696e67223a2022626f6c642d636172706574227d', '7b22626964223a2022636f7572696572222c202264726573736572223a2022617269616c227d', '7b22676f6f676c6573223a2022636f7572696572222c2022636f756e746572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2407990_270197_singleton_obj.png', ['dog', 'blate', 'helmet']], ['http://object-naming-amore.upf.edu//2354270_839881_singleton_obj.png', ['wave', 'bridge', 'pier']], ['http://object-naming-amore.upf.edu//2400832_405044_singleton_obj.png', ['ear', 't-shirt', 'shirt']], ['http://object-naming-amore.upf.edu//2364190_2341208_seed_ambiguous.png', ['carpet', 'rug', 'floor', 'ehicle']], ['http://object-naming-amore.upf.edu//2326738_3938705_singleton_obj.png', ['desk', 'bag', 'suitcse', 'suitcase', 'table']], ['http://object-naming-amore.upf.edu//2347402_891110_singleton_obj.png', ['person', 'man', 'human', 'boy', 'sand']], ['http://object-naming-amore.upf.edu//2410122_225427_seed_ambiguous.png', ['flower pot', 'carpet', 'vase', 'floor', 'rug', 'table', 'filled']]]","['7b2268656c6d6574223a2022636f7572696572222c2022646f67223a2022617269616c227d', '7b2277617665223a20227365726966222c2022627269646765223a2022617269616c227d', '7b22656172223a20227365726966222c20227368697274223a2022617269616c227d', '7b22656869636c65223a2022636f7572696572222c2022636172706574223a2022617269616c222c2022727567223a2022626f6c642d636172706574227d', '7b2273756974637365223a202273616e732d7375697463617365222c20226465736b223a2022617269616c222c2022626167223a2022626f6c642d7375697463617365227d', '7b2273616e64223a20227365726966222c20226d616e223a2022617269616c222c202268756d616e223a2022626f6c642d6d616e227d', '7b2266696c6c6564223a2022636f7572696572222c2022727567223a2022617269616c222c2022636172706574223a2022626f6c642d727567227d']"
"[['http://object-naming-amore.upf.edu//2403931_1120118_supercat_unique.png', ['t-shirt', 'eyes', 'shirt']], ['http://object-naming-amore.upf.edu//2396066_448297_singleton_obj.png', ['eyes', 'dog', 'cat']], ['http://object-naming-amore.upf.edu//2349443_874749_singleton_obj.png', ['pillow', 'bed', 'mattress']], ['http://object-naming-amore.upf.edu//2325479_3312268_singleton_obj.png', ['plate', 'blot', 'food', 'pizza']], ['http://object-naming-amore.upf.edu//2408646_257621_seed_ambiguous.png', ['pale', 'tie', 'shirt', ""man's"", 'man']], ['http://object-naming-amore.upf.edu//2342431_2529592_seed_ambiguous.png', ['motorcycle', 'vehicle', 'headlight', 'bike', 'wheel']], ['http://object-naming-amore.upf.edu//2373673_731206_supercat_unique.png', ['girl', 'kid', 'toddler', 'krups', 'child', 't-shirt', 'boy']]]","['7b2265796573223a20227365726966222c20227368697274223a2022617269616c227d', '7b2265796573223a20227365726966222c2022636174223a2022617269616c227d', '7b2270696c6c6f77223a20227365726966222c2022626564223a2022617269616c227d', '7b22626c6f74223a2022636f7572696572222c202270697a7a61223a2022617269616c227d', '7b2270616c65223a20227365726966227d', '7b22686561646c69676874223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b226b72757073223a2022636f7572696572222c20226769726c223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//2349086_877637_supercat_unique.png', ['container', 'food', 'sandwich']], ['http://object-naming-amore.upf.edu//578_1064112_singleton_obj.png', ['bottle', 'table', 'pushed']], ['http://object-naming-amore.upf.edu//2345292_3625837_singleton_obj.png', ['desk', 'handle', 'keyboard']], ['http://object-naming-amore.upf.edu//2400430_3818305_supercat_ambiguous.png', ['person', 'propel', 'woman', 'skier']], ['http://object-naming-amore.upf.edu//2415146_145052_singleton_obj.png', ['hand', 't-shirt', 'person', 'juggler', 'man']], ['http://object-naming-amore.upf.edu//2379025_1361777_supercat_unique.png', ['cat', 'table', 'knife', 'slat', 'desk']], ['http://object-naming-amore.upf.edu//2374846_585391_supercat_unique.png', ['couch', 'swimsuit', 'shirt', 'chair', 'seat', 'dots', 'child']]]","['7b22636f6e7461696e6572223a20227365726966222c202273616e6477696368223a2022617269616c227d', '7b22707573686564223a2022636f7572696572222c20227461626c65223a2022617269616c227d', '7b2268616e646c65223a20227365726966222c20226465736b223a2022617269616c227d', '7b2270726f70656c223a2022636f7572696572222c2022736b696572223a2022617269616c227d', '7b2268616e64223a20227365726966222c20226d616e223a2022617269616c227d', '7b22736c6174223a20227365726966222c20227461626c65223a2022617269616c227d', '7b22646f7473223a20227365726966222c20226368616972223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2364449_2263314_singleton_obj.png', ['woman', 'lady', 'wrist']], ['http://object-naming-amore.upf.edu//2358126_805887_singleton_obj.png', ['duck', 'bird', 'reflection']], ['http://object-naming-amore.upf.edu//2397782_1186449_singleton_obj.png', ['giraffe', 'ups', 'animal']], ['http://object-naming-amore.upf.edu//2328011_3335492_singleton_obj.png', ['laptpo', 'table', 'desk', 'laptop']], ['http://object-naming-amore.upf.edu//2366944_1719992_seed_ambiguous.png', ['table', 'pie', 'cake', 'dessert', 'food']], ['http://object-naming-amore.upf.edu//115_1025967_supercat_unique.png', ['doily', 'couch', 'furniture', 'tie', 'sofa']], ['http://object-naming-amore.upf.edu//713238_1076647_singleton_obj.png', ['female', 'woman', 'sneakers', 't-shirt', 'athlete', 'girl', 'person']]]","['7b227772697374223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b227265666c656374696f6e223a20227365726966222c20226475636b223a2022617269616c227d', '7b22757073223a2022636f7572696572222c202267697261666665223a2022617269616c227d', '7b226c617074706f223a202273616e732d6c6170746f70222c20227461626c65223a2022617269616c227d', '7b227461626c65223a20227365726966222c202263616b65223a2022617269616c227d', '7b22646f696c79223a2022636f7572696572222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b22736e65616b657273223a20227365726966222c2022776f6d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2348754_3904884_singleton_obj.png', ['dog', 'ear', 'cat']], ['http://object-naming-amore.upf.edu//2341510_942252_singleton_obj.png', ['bed', 'bed cover', 'shade']], ['http://object-naming-amore.upf.edu//2352997_2332864_singleton_obj.png', ['kittdn', 'cat', 'kitten']], ['http://object-naming-amore.upf.edu//1705_1643173_singleton_obj.png', ['desk', 'key', 'keyboard', 'table']], ['http://object-naming-amore.upf.edu//2350361_868597_singleton_obj.png', ['person', 'bench', 'man', 'coat', 'woman']], ['http://object-naming-amore.upf.edu//2364066_643164_supercat_unique.png', ['hotdog', 'food', 'sandwich', 'shorte', 'bun']], ['http://object-naming-amore.upf.edu//2412713_1618181_singleton_obj.png', ['baseball player', 'man', 'bat', 'dirt', 'boy', 'batter', 'person']]]","['7b22656172223a20227365726966222c2022646f67223a2022617269616c227d', '7b227368616465223a20227365726966222c2022626564223a2022617269616c227d', '7b226b697474646e223a202273616e732d6b697474656e222c2022636174223a2022617269616c227d', '7b226b6579223a20227365726966222c20226465736b223a2022617269616c227d', '7b22636f6174223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b2273686f727465223a2022636f7572696572227d', '7b2264697274223a20227365726966222c20226d616e223a2022617269616c227d']"
