assignmentid,rating_mean,color_mean,n_annotations,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
3OUYGIZWR7Y0OADK2K59X5Y2Q60P0J,0.90625,0.3125,32,8,8.0,3,3.0,6,6.0,"[nan, nan, 1.0, nan, 1.0, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,17,17.0,36AZSFEYZ40BRXFXWA6WZUNF10RBVU,../1_pre-pilot/verification_round0_amt.csv_80,1.0,worker10,[''],17,17,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3D3VGR7TA0FHHFSWYZRH4YWOU3AR3G,0.40625,0.4375,32,8,8.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,36JW4WBR06KWMDWTWNBO3JNR8J8HFS,../1_pre-pilot/verification_round0_amt.csv_76,1.0,worker4,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3NXNZ5RS1AXTEYXX6UULQU8ATFW97E,0.625,1.0625,32,8,5.0,4,3.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.6666666666666666,0.6666666666666666,12,8.0,36JW4WBR06KWMDWTWNBO3JNR8J8HFS,../1_pre-pilot/verification_round0_amt.csv_76,0.6666666666666667,worker46,"['2-2-bold-motorcycle0', '2-2-bold-motorcycle1', '3-5-rand1', '4-1-rand1']",12,8,approve,block,False,False,"failed assignment, but apply lenience, blocked because low average quality","[""http://object-naming-amore.upf.edu//2318579_2795117_singleton_obj.png - baot: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2402861_385670_supercat_unique.png - bike: must be syn; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2404824_337538_singleton_obj.png - tote: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2402861_385670_supercat_unique.png - bike: you erroneously gave this the same color as ['bike']""]",4
3PJUZCGDJ6GXEC2GGZMR4U4540T98U,0.5625,0.5,32,8,8.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,36JW4WBR06KWMDWTWNBO3JNR8J8HFS,../1_pre-pilot/verification_round0_amt.csv_76,1.0,worker14,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
33C7UALJVLYFP7ZLCM7YPOMM6O318B,0.65625,-0.03125,32,9,8.0,8,8.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan]",0.9444444444444444,1.0,18,17.0,36KM3FWE3RC8WKBRGW6R9ZBTOEN075,../1_pre-pilot/verification_round0_amt.csv_27,0.9444444444444444,worker16,['5-7-typo-meat1'],18,17,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2342174_2215833_supercat_ambiguous.png - mfat: must be 'linguistic'; you said other""]",1
3VAR3R6G1P10LZ6MIO591KZUZZ3O8B,0.6875,-0.125,32,9,7.0,8,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8235294117647058,0.875,17,14.0,36KM3FWE3RC8WKBRGW6R9ZBTOEN075,../1_pre-pilot/verification_round0_amt.csv_27,0.8235294117647058,worker10,"['4-0-rand1', '5-7-typo-meat1', '5-7-typo-meat3']",17,14,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2342174_2215833_supercat_ambiguous.png - mfat: must be 'linguistic'; you said other"", ""http://object-naming-amore.upf.edu//2373040_2300572_singleton_obj.png - boarded: must be 'other'; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2342174_2215833_supercat_ambiguous.png - mfat: you erroneously gave this the same color as ['mfat']""]",3
3Z7ISHFUH0VCK3KTKXGQHI6YJ3NZ85,0.625,-0.09375,32,9,8.0,8,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8823529411764706,0.9375,17,15.0,36KM3FWE3RC8WKBRGW6R9ZBTOEN075,../1_pre-pilot/verification_round0_amt.csv_27,0.8823529411764706,worker47,"['5-7-typo-meat1', '5-7-typo-meat3']",17,15,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2342174_2215833_supercat_ambiguous.png - mfat: must be 'linguistic'; you said other"", ""http://object-naming-amore.upf.edu//2342174_2215833_supercat_ambiguous.png - mfat: you erroneously gave this the same color as ['mfat']""]",2
39RP059MEHTVNUJH8KA60I0QCBQBMB,0.34375,0.21875,32,9,8.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9375,0.9375,16,15.0,371QPA24C2OV17TGPIDSS0MLI3VT1O,../1_pre-pilot/verification_round0_amt.csv_148,0.9375,worker17,['4-1-alt0'],16,15,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2315930_2789528_singleton_obj.png - tree: must be 'bounding box error'; you said 'adequate'""]",1
3NPFYT4IZC428NQW2D4TCA7LZTDXGB,0.40625,0.28125,32,9,8.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9375,0.9375,16,15.0,371QPA24C2OV17TGPIDSS0MLI3VT1O,../1_pre-pilot/verification_round0_amt.csv_148,0.9375,worker12,['2-0-rand1'],16,15,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2352631_2009491_singleton_obj.png - louver: must be 'other'; you said 'named object misinterpreted'""]",1
3TS1AR6UQQE2F8OA9GUD0QULWMLF7O,0.625,0.5,32,9,7.0,7,7.0,4,4.0,"[nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan]",0.9,0.9,20,18.0,371QPA24C2OV17TGPIDSS0MLI3VT1O,../1_pre-pilot/verification_round0_amt.csv_148,0.9,worker16,"['2-0-rand1', '3-2-bold-castle0']",20,18,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2346343_2030809_singleton_obj.png - palace: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2352631_2009491_singleton_obj.png - louver: must be 'other'; you said 'bounding box error'""]",2
30LB5CDZNCAU2EFQPT3BO30G04FZ0K,0.5,0.25,32,7,6.0,4,4.0,3,2.0,"[nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8571428571428571,0.8571428571428571,14,12.0,372AGES0I45QBT1HSMT4NUP4ZX1XRV,../1_pre-pilot/verification_round0_amt.csv_43,0.8571428571428572,worker51,"['0-3-typo-airplane0', '4-2-0']",14,12,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2346965_1954967_singleton_obj.png - airlpane: must be 'linguistic'; you said 'adequate'"", 'http://object-naming-amore.upf.edu//2339296_951873_seed_ambiguous.png - book: you said this was a bounding box error, but gave it the same color as book_shelf,book rack,bookshelf, which you said were adequate names; that cannot be.']",2
3300DTYQT2HKFCTTA4JDIZQGP20QEZ,0.4375,0.0625,32,7,4.0,4,3.0,3,3.0,"[nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.7142857142857143,0.7142857142857143,14,10.0,372AGES0I45QBT1HSMT4NUP4ZX1XRV,../1_pre-pilot/verification_round0_amt.csv_43,0.7142857142857143,worker36,"['0-3-typo-airplane0', '2-3-typo-counter1', '2-3-typo-counter3', '4-1-typo-bookshelf0']",14,10,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2357756_2587474_supercat_unique.png - clunter: must be 'linguistic'; you said other"", ""http://object-naming-amore.upf.edu//2346965_1954967_singleton_obj.png - airlpane: must be 'linguistic'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2339296_951873_seed_ambiguous.png - bokshelf: must be 'linguistic'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2357756_2587474_supercat_unique.png - clunter: you erroneously gave this the same color as ['clunter']""]",4
35GMH2SV3EHHU0GDVRR9TUVGA2EEOD,0.46875,0.09375,32,7,7.0,4,4.0,3,3.0,"[nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,14,14.0,372AGES0I45QBT1HSMT4NUP4ZX1XRV,../1_pre-pilot/verification_round0_amt.csv_43,1.0,worker10,[''],14,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3LWJHTCVCCMCLQTP5F3J0HBG1CZFQ8,0.40625,0.34375,32,9,8.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9411764705882353,1.0,17,16.0,378G7J1SJLYMDPRMWBDIM4CEB6HEWI,../1_pre-pilot/verification_round0_amt.csv_162,0.9411764705882353,worker12,['5-3-rand1'],17,16,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2362030_2615851_singleton_obj.png - tawel: must be 'other'; you said linguistic""]",1
3MRNMEIQW564W9ZGM40XVV91FT6DLG,0.625,0.4375,32,9,7.0,8,8.0,5,5.0,"[nan, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0]",0.9090909090909091,0.9523809523809523,22,20.0,378G7J1SJLYMDPRMWBDIM4CEB6HEWI,../1_pre-pilot/verification_round0_amt.csv_162,0.9090909090909091,worker37,"['3-0-rand1', '5-3-rand1']",22,20,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2362030_2615851_singleton_obj.png - tawel: must be 'other'; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2386512_3844451_seed_ambiguous.png - candles: must be 'other'; you said 'bounding box error'""]",2
3X0H8UUIT1OQ9SUXN82OZ5CHE4XSWX,0.46875,0.59375,32,9,7.0,8,8.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0]",0.8888888888888888,0.9411764705882353,18,16.0,378G7J1SJLYMDPRMWBDIM4CEB6HEWI,../1_pre-pilot/verification_round0_amt.csv_162,0.8888888888888888,worker49,"['3-0-rand1', '5-3-rand1']",18,16,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2362030_2615851_singleton_obj.png - tawel: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2386512_3844451_seed_ambiguous.png - candles: must be 'other'; you said 'named object misinterpreted'""]",2
35DR22AR5DK1EBE87YX9TGICVI63XV,0.40625,0.15625,32,7,6.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9166666666666666,0.9166666666666666,12,11.0,37G6BXQPLQLHTSV0K2ECUFUSN50EQE,../1_pre-pilot/verification_round0_amt.csv_130,0.9166666666666666,worker31,['0-0-alt1'],12,11,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2318502_2963260_supercat_unique.png - caninet: must be 'bounding box error'; you said linguistic""]",1
3I7DHKZYGN0NS4ARLNFG26GP59X5FS,0.6875,0.25,32,7,7.0,5,5.0,1,1.0,"[nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,13,13.0,37G6BXQPLQLHTSV0K2ECUFUSN50EQE,../1_pre-pilot/verification_round0_amt.csv_130,1.0,worker55,[''],13,13,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3YHH42UU5BFAXPYMASC2GOPILYH0LI,0.5,0.3125,32,7,7.0,5,5.0,1,1.0,"[nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,13,13.0,37G6BXQPLQLHTSV0K2ECUFUSN50EQE,../1_pre-pilot/verification_round0_amt.csv_130,1.0,worker29,[''],13,13,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
317HQ483I7SBSKINQVHNZKT3CL6NI6,0.625,0.6875,32,6,6.0,4,4.0,1,0.0,"[nan, nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9090909090909091,0.9090909090909091,11,10.0,37G6BXQPLQLHTSV0K2ECUFUSN5PEQ3,../1_pre-pilot/verification_round0_amt.csv_83,0.9090909090909091,worker6,['4-4-0'],11,10,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2331606_2837220_singleton_obj.png - mirror: you said this was a bounding box error, but gave it the same color as mirror_counter, which you said were adequate names; that cannot be.']",1
39RP059MEHTVNUJH8KA60I0QC5JMB3,0.9375,1.6875,32,6,6.0,4,3.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9,0.9,10,9.0,37G6BXQPLQLHTSV0K2ECUFUSN5PEQ3,../1_pre-pilot/verification_round0_amt.csv_83,0.9,worker21,['3-4-typo-pole3'],10,9,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2320067_3246612_singleton_obj.png - ploe: you erroneously gave this the same color as ['ploe']""]",1
3TPZPLC3M0CW52CHL7NSZ3W9TI53PD,0.8125,0.21875,32,6,5.0,4,4.0,5,5.0,"[1.0, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9333333333333333,0.9333333333333333,15,14.0,37G6BXQPLQLHTSV0K2ECUFUSN5PEQ3,../1_pre-pilot/verification_round0_amt.csv_83,0.9333333333333333,worker10,['3-4-typo-pole2'],15,14,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2320067_3246612_singleton_obj.png - ploe: must be 'linguistic'; you said other""]",1
37Z929RLG98YHBQ3S3XDCL5IA6FSTZ,0.4838709677419355,0.3225806451612903,31,8,7.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9333333333333333,0.9333333333333333,15,14.0,37NXA7GVST6N4619NNVQDXJKDUGLV2,../1_pre-pilot/verification_round0_amt.csv_194,0.9333333333333333,worker17,['3-3-alt1'],15,14,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2352449_854059_singleton_obj.png - lettering: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3AAPLD8UCCH9R2CNH9LE87YG1WJTH2,0.5161290322580645,0.3225806451612903,31,8,7.0,7,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8666666666666667,0.8666666666666667,15,13.0,37NXA7GVST6N4619NNVQDXJKDUGLV2,../1_pre-pilot/verification_round0_amt.csv_194,0.8666666666666667,worker23,"['5-5-rand1', '5-5-0-rand2']",15,13,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2399697_1167283_supercat_unique.png - slider: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2399697_1167283_supercat_unique.png - slider: you erroneously gave this the same color as ['hotdog', 'food', 'slider', 'sandwich', 'bun', 'pizza']""]",2
3Q5C1WP23M1W2PGJEO0VD4CV42O153,0.8387096774193549,1.032258064516129,31,7,6.0,7,6.0,5,5.0,"[nan, nan, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan]",0.8947368421052632,0.8947368421052632,19,17.0,37NXA7GVST6N4619NNVQDXJKDUGLV2,../1_pre-pilot/verification_round0_amt.csv_194,0.8947368421052632,worker40,"['5-5-rand0', '5-5-3-rand2']",19,17,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2399697_1167283_supercat_unique.png - slider: must be 'other'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2399697_1167283_supercat_unique.png - slider: you erroneously gave this the same color as ['hotdog', 'food', 'slider', 'sandwich']""]",2
37FMASSAYCR9RBTQN5CE8PT9VXVIBH,0.3125,0.3125,32,7,6.0,5,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8333333333333334,0.9090909090909091,12,10.0,37VUR2VJ6APEFQR53WI23QMHUHVC1O,../1_pre-pilot/verification_round0_amt.csv_165,0.8333333333333334,worker56,"['4-1-rand1', '4-1-5-rand2']",12,10,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2393628_1218276_supercat_ambiguous.png - appron: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2393628_1218276_supercat_ambiguous.png - appron: you erroneously gave this the same color as ['dress', 'appron']""]",2
3EFVCAY5L39MKOFP2BD4TOI80D3J8D,0.71875,0.4375,32,6,4.0,5,5.0,5,5.0,"[nan, nan, nan, 1.0, nan, nan, 1.0, nan, nan, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan]",0.875,0.9333333333333333,16,14.0,37VUR2VJ6APEFQR53WI23QMHUHVC1O,../1_pre-pilot/verification_round0_amt.csv_165,0.875,worker37,"['3-0-typo-toppings0', '4-1-rand1']",16,14,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2393628_1218276_supercat_ambiguous.png - appron: must be 'other'; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2362067_3752076_supercat_ambiguous.png - topings: must be 'linguistic'; you said 'adequate'""]",2
3X66WABAJWIQSPJIIOX55UIHST8G3G,0.65625,0.3125,32,6,5.0,5,5.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan]",0.9166666666666666,1.0,12,11.0,37VUR2VJ6APEFQR53WI23QMHUHVC1O,../1_pre-pilot/verification_round0_amt.csv_165,0.9166666666666666,worker9,['4-1-rand1'],12,11,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2393628_1218276_supercat_ambiguous.png - appron: must be 'other'; you said 'named object misinterpreted'""]",1
34PGFRQONOBXAPB70ETA74LUICBJWH,0.65625,1.25,32,7,6.0,3,3.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9,1.0,10,9.0,37Y5RYYI0P52C81U7BT9D4U0LZKXSJ,../1_pre-pilot/verification_round0_amt.csv_45,0.9,worker30,['4-4-alt1'],10,9,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2352383_1720296_singleton_obj.png - drawer: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3HUTX6F6VUNPZK4X27W8RTMRDZT2O4,0.90625,0.1875,32,7,4.0,3,3.0,5,2.0,"[nan, 0.0, nan, nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan, nan, 0.0, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan]",0.6,0.6428571428571429,15,9.0,37Y5RYYI0P52C81U7BT9D4U0LZKXSJ,../1_pre-pilot/verification_round0_amt.csv_45,0.6,worker10,"['3-2-alt1', '4-4-alt1', '5-1-alt1', '5-2-7', '5-3-7', '5-6-7']",15,9,approve,,False,False,"failed assignment, but good enough average worker score","[""http://object-naming-amore.upf.edu//2352383_1720296_singleton_obj.png - drawer: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2343512_2376242_seed_ambiguous.png - stripes: must be 'bounding box error'; you said linguistic"", ""http://object-naming-amore.upf.edu//2360669_3232083_singleton_obj.png - tomato: must be 'bounding box error'; you said 'named object misinterpreted'"", 'http://object-naming-amore.upf.edu//2360669_3232083_singleton_obj.png - pizza: you said this was a bounding box error, but gave it the same color as pizza_food, which you said were adequate names; that cannot be.', 'http://object-naming-amore.upf.edu//2360669_3232083_singleton_obj.png - quesadilla: you said this was a bounding box error, but gave it the same color as quesadilla_food, which you said were adequate names; that cannot be.', 'http://object-naming-amore.upf.edu//2360669_3232083_singleton_obj.png - tortilla: you said this was a bounding box error, but gave it the same color as tortilla_food, which you said were adequate names; that cannot be.']",6
3SITXWYCNV96H6ILMRCFBZGOJ9GXBB,0.21875,0.6875,32,7,2.0,3,3.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.5,0.5555555555555556,10,5.0,37Y5RYYI0P52C81U7BT9D4U0LZKXSJ,../1_pre-pilot/verification_round0_amt.csv_45,0.5,worker56,"['0-2-rand1', '1-2-alt0', '3-2-alt0', '4-4-alt0', '5-1-alt0']",10,5,approve,block,False,False,"failed assignment, but apply lenience, blocked because very bad assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2352383_1720296_singleton_obj.png - drawer: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2343512_2376242_seed_ambiguous.png - stripes: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2389661_1258509_singleton_obj.png - button: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2351596_859594_supercat_unique.png - webbed: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2360669_3232083_singleton_obj.png - tomato: must be 'bounding box error'; you said 'adequate'""]",5
31LVTDXBL7AYXJIL45VH0KQ5UR9RL6,0.3548387096774194,0.4838709677419355,31,10,9.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9411764705882353,0.9411764705882353,17,16.0,385MDVINFCFUO5DEACO9JKP6GEDJW8,../1_pre-pilot/verification_round0_amt.csv_192,0.9411764705882353,worker17,['5-3-alt0'],17,16,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2335863_2343447_singleton_obj.png - head: must be 'bounding box error'; you said 'adequate'""]",1
3RJSC4XJ10UWV0V1I5WVZZTLZ8205F,0.5161290322580645,0.3870967741935484,31,10,9.0,7,6.0,3,3.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan]",0.9,0.9,20,18.0,385MDVINFCFUO5DEACO9JKP6GEDJW8,../1_pre-pilot/verification_round0_amt.csv_192,0.9,worker29,"['4-2-rand1', '4-2-3-rand2']",20,18,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2349568_873797_supercat_unique.png - emblem: must be 'other'; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2349568_873797_supercat_unique.png - emblem: you erroneously gave this the same color as ['t-shirt', 'emblem']""]",2
3RKNTXVS3MYA0UPJW2AEJDZK80G4A6,0.6451612903225806,1.1935483870967742,31,10,9.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9411764705882353,0.9411764705882353,17,16.0,385MDVINFCFUO5DEACO9JKP6GEDJW8,../1_pre-pilot/verification_round0_amt.csv_192,0.9411764705882353,worker44,['4-2-rand1'],17,16,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2349568_873797_supercat_unique.png - emblem: must be 'other'; you said 'named object misinterpreted'""]",1
3CCZ6YKWR7JERUJEI1FOSAUE2AK59G,0.375,0.3125,32,8,8.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,15,15.0,386659BNTLHULYWPRGPI8PKGLSN018,../1_pre-pilot/verification_round0_amt.csv_5,1.0,worker6,[''],15,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
