,domain,word1,word2,relation,same_object,subrelation,totalfreq,freq-w1-w2,freq-w2-w1,domain_w1,domain_w2,syn_w1,syn_w2
54804,buildings,umbrella,roof,crossclassified,,,8,4,4,buildings,buildings,0,0
21430,buildings,bat,gallery,crossclassified,,,8,8,0,people,buildings,0,0
85782,buildings,grill,buns,crossclassified,,,8,8,0,buildings,buildings,0,0
23195,buildings,store,pole,crossclassified,,,8,7,1,buildings,buildings,0,0
31865,buildings,restaurant,patio,crossclassified,,,8,8,0,buildings,home,0,0
21427,buildings,bat,stand,crossclassified,,,8,7,1,people,home,0,0
12198,buildings,house,cycle,crossclassified,,,8,6,2,buildings,people,0,0
21420,buildings,bat,pit,crossclassified,,,8,6,2,people,buildings,0,0
231,buildings,fence,pit,crossclassified,,,8,5,3,buildings,buildings,0,0
768,buildings,pier,railing,crossclassified,,,8,5,3,buildings,buildings,0,0
5868,buildings,bridge,mirror,crossclassified,,,8,8,0,buildings,vehicles,0,0
6533,buildings,road,car,crossclassified,,,8,6,2,buildings,vehicles,0,0
7051,buildings,building,tie,crossclassified,,,8,7,1,buildings,clothing,0,0
9189,buildings,helmet,team,crossclassified,,,8,6,2,people,buildings,0,0
9365,buildings,bridge,airplane,crossclassified,,,8,8,0,buildings,vehicles,0,0
10171,buildings,tent,shoe,crossclassified,,,8,7,1,buildings,people,0,0
10968,buildings,house,boat,crossclassified,,,8,7,1,buildings,vehicles,0,0
1996,buildings,sign,pole,crossclassified,,,8,6,2,buildings,buildings,0,0
12368,buildings,window,wooden,crossclassified,,,8,8,0,home,home,0,0
18941,buildings,fence,cap,crossclassified,,,8,7,1,buildings,people,0,0
14662,buildings,bus,road,crossclassified,,,8,6,2,vehicles,buildings,0,0
20607,buildings,dugout,baseball bat,crossclassified,,,8,8,0,buildings,people,0,0
19960,buildings,building,walkway,crossclassified,,,8,6,2,buildings,buildings,0,0
19997,buildings,road,wheel,crossclassified,,,8,6,2,buildings,vehicles,0,0
17892,buildings,shelter,elephant,crossclassified,,,8,4,4,buildings,home,0,0
17193,buildings,gallery,pit,crossclassified,,,8,5,3,buildings,buildings,0,0
16583,buildings,car,pole,crossclassified,,,8,5,3,vehicles,buildings,0,0
20823,buildings,house,animal,crossclassified,,,8,8,0,buildings,animals_plants,0,0
36873,buildings,palace,clock tower,crossclassified,,,7,4,3,buildings,buildings,0,0
33431,buildings,pole,umbrella,crossclassified,,,7,5,2,buildings,buildings,0,0
36818,buildings,window,fence,crossclassified,,,7,7,0,home,buildings,0,0
36266,buildings,tree,pole,crossclassified,,,7,5,2,buildings,buildings,0,0
35862,buildings,tent,chair,crossclassified,,,7,7,0,buildings,home,0,0
36874,buildings,palace,church,crossclassified,,,7,6,1,buildings,buildings,0,0
35861,buildings,tent,stand,crossclassified,,,7,7,0,buildings,home,0,0
34908,buildings,giraffe,hut,crossclassified,,,7,5,2,animals_plants,buildings,0,0
33649,buildings,overpass,wheel,crossclassified,,,7,6,1,buildings,vehicles,0,0
29677,buildings,bridge,station,crossclassified,,,7,7,0,buildings,buildings,0,0
33425,buildings,awning,pole,crossclassified,,,7,5,2,buildings,buildings,0,0
33406,buildings,canopy,pole,crossclassified,,,7,4,3,buildings,buildings,0,0
31878,buildings,store,patio,crossclassified,,,7,6,1,buildings,home,0,0
28622,buildings,elephant,roof,crossclassified,,,7,5,2,home,buildings,0,0
27710,buildings,building,siding,crossclassified,,,7,7,0,buildings,buildings,0,0
27708,buildings,house,siding,crossclassified,,,7,7,0,buildings,buildings,0,0
38779,buildings,building,apartments,crossclassified,,,7,7,0,buildings,buildings,0,0
27124,buildings,helmet,bench,crossclassified,,,7,5,2,people,home,0,0
36943,buildings,building,parliament,crossclassified,,,7,7,0,buildings,buildings,0,0
56424,buildings,bricks,wall,crossclassified,,,7,7,0,buildings,home,0,0
41231,buildings,train,wheel,crossclassified,,,7,4,3,vehicles,vehicles,0,0
41381,buildings,tent,cap,crossclassified,,,7,7,0,buildings,people,0,0
25967,buildings,hut,pavilion,crossclassified,,,7,6,1,buildings,buildings,0,0
82976,buildings,bridge,castle,crossclassified,,,7,4,3,buildings,buildings,0,0
82380,buildings,tent,horse,crossclassified,,,7,7,0,buildings,animals_plants,0,0
78340,buildings,clock,window,crossclassified,,,7,7,0,buildings,home,0,0
69364,buildings,rack,cat,crossclassified,,,7,7,0,home,animals_plants,0,0
69177,buildings,roof,bird,crossclassified,,,7,7,0,buildings,animals_plants,0,0
61152,buildings,building,rope,crossclassified,,,7,5,2,buildings,animals_plants,0,0
60987,buildings,building,westminster,crossclassified,,,7,7,0,buildings,buildings,0,0
54396,buildings,overpass,dam,crossclassified,,,7,7,0,buildings,buildings,0,0
50146,buildings,pier,water,crossclassified,,,7,4,3,buildings,home,0,0
48390,buildings,bus,wheel,crossclassified,,,7,7,0,vehicles,vehicles,0,0
47016,buildings,window,shop,crossclassified,,,7,5,2,home,buildings,0,0
46934,buildings,t-shirt,players,crossclassified,,,7,5,2,clothing,buildings,0,0
46128,buildings,building,ball,crossclassified,,,7,6,1,buildings,people,0,0
44219,buildings,shoe,pant,crossclassified,,,7,4,3,people,people,0,0
43914,buildings,living room,window,crossclassified,,,7,7,0,home,home,0,0
42778,buildings,store,wheel,crossclassified,,,7,6,1,buildings,vehicles,0,0
26590,buildings,clock tower,big ben,crossclassified,,,7,7,0,buildings,buildings,0,0
19587,buildings,building,cow,crossclassified,,,7,7,0,buildings,animals_plants,0,0
25930,buildings,tent,jacket,crossclassified,,,7,7,0,buildings,clothing,0,0
4661,buildings,dugout,hat,crossclassified,,,7,7,0,buildings,clothing,0,0
9052,buildings,fence,pant,crossclassified,,,7,6,1,buildings,people,0,0
8824,buildings,building,person,crossclassified,,,7,7,0,buildings,people,0,0
7118,buildings,train,wall,crossclassified,,,7,6,1,vehicles,home,0,0
6983,buildings,house,sign board,crossclassified,,,7,7,0,buildings,buildings,0,0
6447,buildings,fence,shirt,crossclassified,,,7,7,0,buildings,clothing,0,0
6437,buildings,bridge,shirt,crossclassified,,,7,7,0,buildings,clothing,0,0
5884,buildings,overpass,railway,crossclassified,,,7,7,0,buildings,buildings,0,0
5278,buildings,overpass,freeway,crossclassified,,,7,7,0,buildings,buildings,0,0
4410,buildings,bench,arch,crossclassified,,,7,7,0,home,buildings,0,0
9949,buildings,building,sheep,crossclassified,,,7,7,0,buildings,animals_plants,0,0
3988,buildings,dugout,jersey,crossclassified,,,7,7,0,buildings,clothing,0,0
3408,buildings,dock,water,crossclassified,,,7,6,1,buildings,home,0,0
1970,buildings,building,post,crossclassified,,,7,7,0,buildings,home,0,0
1482,buildings,sign,shop,crossclassified,,,7,5,2,buildings,buildings,0,0
774,buildings,pier,walkway,crossclassified,,,7,4,3,buildings,buildings,0,0
772,buildings,pier,rail,crossclassified,,,7,6,1,buildings,buildings,0,0
185,buildings,dugout,field,crossclassified,,,7,7,0,buildings,animals_plants,0,0
25840,buildings,house,table,crossclassified,,,7,7,0,buildings,home,0,0
9184,buildings,gallery,cap,crossclassified,,,7,4,3,buildings,people,0,0
5273,buildings,bridge,freeway,crossclassified,,,7,7,0,buildings,buildings,0,0
12190,buildings,building,entrance,crossclassified,,,7,7,0,buildings,buildings,0,0
18943,buildings,cap,stand,crossclassified,,,7,7,0,people,home,0,0
24145,buildings,bike,street,crossclassified,,,7,5,2,vehicles,buildings,0,0
12474,buildings,overpass,truck,crossclassified,,,7,5,2,buildings,vehicles,0,0
24033,buildings,bus,house,crossclassified,,,7,5,2,vehicles,buildings,0,0
23292,buildings,house,motorcycle,crossclassified,,,7,7,0,buildings,vehicles,0,0
23193,buildings,restaurant,pole,crossclassified,,,7,5,2,buildings,buildings,0,0
21538,buildings,wall,bike,crossclassified,,,7,6,1,home,vehicles,0,0
21526,buildings,door,bike,crossclassified,,,7,7,0,home,vehicles,0,0
19583,buildings,house,cow,crossclassified,,,7,7,0,buildings,animals_plants,0,0
21533,buildings,garage,bike,crossclassified,,,7,4,3,buildings,vehicles,0,0
14112,buildings,store,business,crossclassified,,,7,7,0,buildings,buildings,0,0
17778,buildings,cap,players,crossclassified,,,7,5,2,people,buildings,0,0
17777,buildings,players,pit,crossclassified,,,7,6,1,buildings,buildings,0,0
17770,buildings,players,bench,crossclassified,,,7,4,3,buildings,home,0,0
17194,buildings,gallery,t-shirt,crossclassified,,,7,5,2,buildings,clothing,0,0
14823,buildings,t-shirt,dress,crossclassified,,,7,7,0,clothing,clothing,0,0
12646,buildings,umbrella,carrot,crossclassified,,,7,7,0,buildings,food,0,0
44372,buildings,garage,wheel,crossclassified,,,6,3,3,buildings,vehicles,0,0
38567,buildings,sign,clock,crossclassified,,,6,6,0,buildings,buildings,0,0
38782,buildings,pole,home,crossclassified,,,6,5,1,buildings,buildings,0,0
40498,buildings,building,hydrant,crossclassified,,,6,6,0,buildings,clothing,0,0
41347,buildings,t-shirt,store,crossclassified,,,6,3,3,clothing,buildings,0,0
47015,buildings,building,bar,crossclassified,,,6,4,2,buildings,home,0,0
45106,buildings,window,wood,crossclassified,,,6,5,1,home,home,0,0
47013,buildings,store,bar,crossclassified,,,6,4,2,buildings,home,0,0
45202,buildings,outhouse,hut,crossclassified,,,6,4,2,buildings,buildings,0,0
36950,buildings,castle,parliament,crossclassified,,,6,4,2,buildings,buildings,0,0
37059,buildings,tent,dog,crossclassified,,,6,6,0,buildings,animals_plants,0,0
32968,buildings,tree,wooden,crossclassified,,,6,5,1,buildings,home,0,0
36872,buildings,palace,cathedral,crossclassified,,,6,4,2,buildings,buildings,0,0
36868,buildings,cathedral,clock,crossclassified,,,6,3,3,buildings,buildings,0,0
36363,buildings,t-shirt,belt,crossclassified,,,6,4,2,clothing,animals_plants,0,0
36120,buildings,house,dress,crossclassified,,,6,6,0,buildings,clothing,0,0
35863,buildings,canopy,shirt,crossclassified,,,6,5,1,buildings,clothing,0,0
33517,buildings,house,sheep,crossclassified,,,6,6,0,buildings,animals_plants,0,0
33282,buildings,man,canopy,crossclassified,,,6,4,2,people,buildings,0,0
32024,buildings,road,wall,crossclassified,,,6,3,3,buildings,home,0,0
29678,buildings,bridge,trellis,crossclassified,,,6,6,0,buildings,buildings,0,0
47408,buildings,building,statue,crossclassified,,,6,6,0,buildings,animals_plants,0,0
47022,buildings,window,cafe,crossclassified,,,6,5,1,home,buildings,0,0
83826,buildings,store,t-shirt,crossclassified,,,6,3,3,buildings,clothing,0,0
47803,buildings,wheel,garage,crossclassified,,,6,3,3,vehicles,buildings,0,0
47932,buildings,awning,station,crossclassified,,,6,6,0,buildings,buildings,0,0
28807,buildings,sign,storefront,crossclassified,,,6,3,3,buildings,buildings,0,0
86282,buildings,toilet,bush,crossclassified,,,6,6,0,home,buildings,0,0
86278,buildings,wall,bush,crossclassified,,,6,6,0,home,buildings,0,0
86277,buildings,wall,toilet,crossclassified,,,6,6,0,home,home,0,0
80222,buildings,storefront,sign,crossclassified,,,6,3,3,buildings,buildings,0,0
78134,buildings,building,bat,crossclassified,,,6,3,3,buildings,people,0,0
76673,buildings,shoe,walkway,crossclassified,,,6,6,0,people,buildings,0,0
76318,buildings,building,watch,crossclassified,,,6,6,0,buildings,people,0,0
71617,buildings,cabinet,hutch,crossclassified,,,6,6,0,home,home,0,0
70585,buildings,shoe,skateboard,crossclassified,,,6,3,3,people,people,0,0
68756,buildings,skateboarder,boy,crossclassified,,,6,4,2,people,people,0,0
61018,buildings,castle,westminster,crossclassified,,,6,6,0,buildings,buildings,0,0
60902,buildings,bat,building,crossclassified,,,6,3,3,people,buildings,0,0
57003,buildings,car,t-shirt,crossclassified,,,6,5,1,vehicles,clothing,0,0
56418,buildings,bridge,bricks,crossclassified,,,6,6,0,buildings,buildings,0,0
55263,buildings,train,belt,crossclassified,,,6,6,0,vehicles,animals_plants,0,0
54820,buildings,building,belt,crossclassified,,,6,6,0,buildings,animals_plants,0,0
54338,buildings,train,dam,crossclassified,,,6,4,2,vehicles,buildings,0,0
50367,buildings,wall,road,crossclassified,,,6,3,3,home,buildings,0,0
50196,buildings,boy,t-shirt,crossclassified,,,6,6,0,people,clothing,0,0
48388,buildings,bus,bus station,crossclassified,,,6,4,2,vehicles,buildings,0,0
29541,buildings,bat,baseball player,crossclassified,,,6,4,2,people,people,0,0
4821,buildings,overpass,vehicle,crossclassified,,,6,6,0,buildings,vehicles,0,0
28747,buildings,bridge,man,crossclassified,,,6,6,0,buildings,people,0,0
15188,buildings,building,skater,crossclassified,,,6,6,0,buildings,people,0,0
14940,buildings,grill,burger,crossclassified,,,6,6,0,buildings,food,0,0
12670,buildings,tent,cloth,crossclassified,,,6,4,2,buildings,home,0,0
12656,buildings,carrot,tent,crossclassified,,,6,6,0,food,buildings,0,0
12196,buildings,house,entrance,crossclassified,,,6,5,1,buildings,buildings,0,0
11976,buildings,tent,cape,crossclassified,,,6,6,0,buildings,clothing,0,0
10184,buildings,skateboard,shoe,crossclassified,,,6,3,3,people,people,0,0
10177,buildings,canopy,shoe,crossclassified,,,6,6,0,buildings,people,0,0
9181,buildings,cap,team,crossclassified,,,6,5,1,people,buildings,0,0
9176,buildings,dugout,person,crossclassified,,,6,6,0,buildings,people,0,0
8224,buildings,grill,table,crossclassified,,,6,6,0,buildings,home,0,0
8130,buildings,bat,player,crossclassified,,,6,5,1,people,people,0,0
7831,buildings,fence,t-shirt,crossclassified,,,6,5,1,buildings,clothing,0,0
6206,buildings,bridge,archway,crossclassified,,,6,6,0,buildings,buildings,0,0
5783,buildings,overpass,roadway,crossclassified,,,6,5,1,buildings,buildings,0,0
4411,buildings,bench,archway,crossclassified,,,6,6,0,home,buildings,0,0
3380,buildings,marina,harbor,crossclassified,,,6,6,0,vehicles,vehicles,0,0
1462,buildings,clock,cathedral,crossclassified,,,6,3,3,buildings,buildings,0,0
799,buildings,fence,boardwalk,crossclassified,,,6,6,0,buildings,buildings,0,0
778,buildings,railing,dock,crossclassified,,,6,6,0,buildings,buildings,0,0
229,buildings,fence,stand,crossclassified,,,6,6,0,buildings,home,0,0
28635,buildings,elephant,canopy,crossclassified,,,6,4,2,home,buildings,0,0
15187,buildings,shirt,man,crossclassified,,,6,4,2,clothing,people,0,0
7110,buildings,building,stone,crossclassified,,,6,6,0,buildings,animals_plants,0,0
15820,buildings,building,van,crossclassified,,,6,5,1,buildings,vehicles,0,0
25430,buildings,bridge,signal,crossclassified,,,6,6,0,buildings,buildings,0,0
27977,buildings,bat,batter,crossclassified,,,6,6,0,people,people,0,0
17779,buildings,players,fence,crossclassified,,,6,4,2,buildings,buildings,0,0
26820,buildings,sidewalk,fence,crossclassified,,,6,6,0,buildings,buildings,0,0
26817,buildings,sidewalk,bus,crossclassified,,,6,6,0,buildings,vehicles,0,0
26642,buildings,awning,overhang,crossclassified,,,6,6,0,buildings,buildings,0,0
26582,buildings,tower,big ben,crossclassified,,,6,6,0,buildings,buildings,0,0
26315,buildings,apartment,window,crossclassified,,,6,4,2,buildings,home,0,0
25944,buildings,canopy,jacket,crossclassified,,,6,6,0,buildings,clothing,0,0
25936,buildings,canopy,house,crossclassified,,,6,4,2,buildings,buildings,0,0
25823,buildings,overpass,board,crossclassified,,,6,4,2,buildings,home,0,0
26564,buildings,garage,truck,crossclassified,,,6,6,0,buildings,vehicles,0,0
24611,buildings,house,dog,crossclassified,,,6,6,0,buildings,animals_plants,0,0
18223,buildings,team,players,crossclassified,,,6,5,1,buildings,buildings,0,0
24525,buildings,house,street sign,crossclassified,,,6,4,2,buildings,buildings,0,0
24419,buildings,house,storefront,crossclassified,,,6,4,2,buildings,buildings,0,0
21426,buildings,bat,team,crossclassified,,,6,5,1,people,buildings,0,0
21415,buildings,bat,baseball team,crossclassified,,,6,4,2,people,buildings,0,0
19362,buildings,roof,overhang,crossclassified,,,6,6,0,buildings,buildings,0,0
19324,buildings,hut,canopy,crossclassified,,,6,4,2,buildings,buildings,0,0
19323,buildings,hut,roof,crossclassified,,,6,4,2,buildings,buildings,0,0
18995,buildings,door,home,crossclassified,,,6,4,2,home,buildings,0,0
36776,buildings,building,painting,crossclassified,,,5,5,0,buildings,buildings,0,0
36866,buildings,clock,palace,crossclassified,,,5,3,2,buildings,buildings,0,0
36946,buildings,palace,parliament,crossclassified,,,5,3,2,buildings,buildings,0,0
36954,buildings,parliament,clock tower,crossclassified,,,5,4,1,buildings,buildings,0,0
37116,buildings,train,wooden,crossclassified,,,5,5,0,vehicles,home,0,0
37569,buildings,barn,window,crossclassified,,,5,5,0,buildings,home,0,0
43038,buildings,street sign,board,crossclassified,,,5,5,0,buildings,home,0,0
40499,buildings,building,sidewalk,crossclassified,,,5,5,0,buildings,buildings,0,0
41082,buildings,pole,wooden,crossclassified,,,5,3,2,buildings,home,0,0
42786,buildings,wheel,restaurant,crossclassified,,,5,4,1,vehicles,buildings,0,0
43927,buildings,window,chair,crossclassified,,,5,5,0,home,home,0,0
43054,buildings,tree,board,crossclassified,,,5,3,2,buildings,home,0,0
34911,buildings,hut,animal,crossclassified,,,5,4,1,buildings,animals_plants,0,0
43347,buildings,overpass,sign board,crossclassified,,,5,3,2,buildings,buildings,0,0
36371,buildings,t-shirt,baseball player,crossclassified,,,5,4,1,clothing,people,0,0
28206,buildings,bridge,underpass,crossclassified,,,5,5,0,buildings,buildings,0,0
34910,buildings,hut,wooden,crossclassified,,,5,5,0,buildings,home,0,0
34463,buildings,window,wheel,crossclassified,,,5,4,1,home,vehicles,0,0
33269,buildings,skateboard,skateboarder,crossclassified,,,5,4,1,people,people,0,0
33262,buildings,skateboarder,man,crossclassified,,,5,5,0,people,people,0,0
31799,buildings,dugout,board,crossclassified,,,5,5,0,buildings,home,0,0
31209,buildings,dugout,dress,crossclassified,,,5,5,0,buildings,clothing,0,0
30446,buildings,player,t-shirt,crossclassified,,,5,3,2,people,clothing,0,0
29545,buildings,shirt,bat,crossclassified,,,5,3,2,clothing,people,0,0
28802,buildings,restaurant,sign,crossclassified,,,5,4,1,buildings,buildings,0,0
27975,buildings,bat,wall,crossclassified,,,5,3,2,people,home,0,0
27711,buildings,bush,building,crossclassified,,,5,4,1,buildings,buildings,0,0
27709,buildings,bush,house,crossclassified,,,5,4,1,buildings,buildings,0,0
27400,buildings,grill,counter,crossclassified,,,5,5,0,buildings,home,0,0
45204,buildings,toilet,outhouse,crossclassified,,,5,4,1,home,buildings,0,0
44375,buildings,store front,wheel,crossclassified,,,5,4,1,buildings,vehicles,0,0
69804,buildings,building,hat,crossclassified,,,5,5,0,buildings,clothing,0,0
45207,buildings,toilet,house,crossclassified,,,5,4,1,home,buildings,0,0
57840,buildings,t-shirt,wall,crossclassified,,,5,3,2,clothing,home,0,0
26637,buildings,roof,pavilion,crossclassified,,,5,4,1,buildings,buildings,0,0
78855,buildings,cabinet,bathroom,crossclassified,,,5,5,0,home,home,0,0
76666,buildings,path,shoe,crossclassified,,,5,5,0,buildings,people,0,0
76663,buildings,sidewalk,shoe,crossclassified,,,5,5,0,buildings,people,0,0
75604,buildings,tent,cow,crossclassified,,,5,5,0,buildings,animals_plants,0,0
72177,buildings,building,beach,crossclassified,,,5,5,0,buildings,home,0,0
70125,buildings,bat,baseball players,crossclassified,,,5,3,2,people,buildings,0,0
68754,buildings,house,skateboard,crossclassified,,,5,5,0,buildings,people,0,0
61645,buildings,storefront,patio,crossclassified,,,5,4,1,buildings,home,0,0
61028,buildings,palace,westminster,crossclassified,,,5,5,0,buildings,buildings,0,0
60703,buildings,window,glass,crossclassified,,,5,5,0,home,home,0,0
58525,buildings,road,boardwalk,crossclassified,,,5,4,1,buildings,buildings,0,0
58226,buildings,giraffe,canopy,crossclassified,,,5,5,0,animals_plants,buildings,0,0
56257,buildings,pole,wall,crossclassified,,,5,4,1,buildings,home,0,0
45213,buildings,toilet,building,crossclassified,,,5,4,1,home,buildings,0,0
55139,buildings,pant,t-shirt,crossclassified,,,5,3,2,people,clothing,0,0
54742,buildings,storefront,wheel,crossclassified,,,5,5,0,buildings,vehicles,0,0
52560,buildings,tower,palace,crossclassified,,,5,4,1,buildings,buildings,0,0
50368,buildings,road,light,crossclassified,,,5,5,0,buildings,home,0,0
49779,buildings,grill,banana,crossclassified,,,5,5,0,buildings,home,0,0
49264,buildings,dugout,steps,crossclassified,,,5,5,0,buildings,buildings,0,0
48389,buildings,bus,station,crossclassified,,,5,3,2,vehicles,buildings,0,0
48387,buildings,bus,garage,crossclassified,,,5,5,0,vehicles,buildings,0,0
47993,buildings,roof,shed,crossclassified,,,5,3,2,buildings,buildings,0,0
47959,buildings,street,light,crossclassified,,,5,3,2,buildings,home,0,0
46744,buildings,house,bench,crossclassified,,,5,5,0,buildings,home,0,0
46182,buildings,sign,church,crossclassified,,,5,5,0,buildings,buildings,0,0
46181,buildings,sign,castle,crossclassified,,,5,5,0,buildings,buildings,0,0
26853,buildings,building,bus station,crossclassified,,,5,5,0,buildings,buildings,0,0
6881,buildings,house,steel,crossclassified,,,5,5,0,buildings,home,0,0
26622,buildings,canopy,shed,crossclassified,,,5,5,0,buildings,buildings,0,0
7119,buildings,train,house,crossclassified,,,5,3,2,vehicles,buildings,0,0
12742,buildings,bridge,wood,crossclassified,,,5,4,1,buildings,home,0,0
12665,buildings,tent,carrots,crossclassified,,,5,5,0,buildings,buildings,0,0
12648,buildings,umbrella,carrots,crossclassified,,,5,5,0,buildings,buildings,0,0
12473,buildings,overpass,van,crossclassified,,,5,3,2,buildings,vehicles,0,0
12472,buildings,bridge,van,crossclassified,,,5,5,0,buildings,vehicles,0,0
11975,buildings,tent,tarp,crossclassified,,,5,5,0,buildings,home,0,0
11969,buildings,tent,plate,crossclassified,,,5,5,0,buildings,food,0,0
11712,buildings,bridge,aqueduct,crossclassified,,,5,5,0,buildings,buildings,0,0
9953,buildings,hut,barn,crossclassified,,,5,3,2,buildings,buildings,0,0
9192,buildings,helmet,gallery,crossclassified,,,5,4,1,people,buildings,0,0
8821,buildings,house,person,crossclassified,,,5,5,0,buildings,people,0,0
8820,buildings,house,leaf,crossclassified,,,5,5,0,buildings,animals_plants,0,0
7843,buildings,man,bat,crossclassified,,,5,4,1,people,people,0,0
7099,buildings,bridge,stone,crossclassified,,,5,5,0,buildings,animals_plants,0,0
14380,buildings,grill,oven,crossclassified,,,5,3,2,buildings,home,0,0
6883,buildings,building,steel,crossclassified,,,5,5,0,buildings,home,0,0
184,buildings,dugout,ground,crossclassified,,,5,5,0,buildings,home,0,0
6656,buildings,garage,car,crossclassified,,,5,5,0,buildings,vehicles,0,0
6446,buildings,cycle,fence,crossclassified,,,5,4,1,people,buildings,0,0
5275,buildings,bridge,city,crossclassified,,,5,5,0,buildings,vehicles,0,0
4817,buildings,train,vehicle,crossclassified,,,5,5,0,vehicles,vehicles,0,0
4772,buildings,overpass,highway,crossclassified,,,5,5,0,buildings,buildings,0,0
4423,buildings,tunnel,arch,crossclassified,,,5,4,1,buildings,buildings,0,0
1976,buildings,house,post,crossclassified,,,5,5,0,buildings,home,0,0
786,buildings,dock,rail,crossclassified,,,5,5,0,buildings,buildings,0,0
781,buildings,walkway,railing,crossclassified,,,5,3,2,buildings,buildings,0,0
195,buildings,dugout,rail,crossclassified,,,5,5,0,buildings,buildings,0,0
25984,buildings,building,cabana,crossclassified,,,5,5,0,buildings,buildings,0,0
14124,buildings,shop,business,crossclassified,,,5,4,1,buildings,buildings,0,0
206,buildings,pit,railing,crossclassified,,,5,4,1,buildings,buildings,0,0
15179,buildings,garage,man,crossclassified,,,5,5,0,buildings,people,0,0
21528,buildings,door,wall,crossclassified,,,5,4,1,home,home,0,0
15183,buildings,garage,shirt,crossclassified,,,5,5,0,buildings,clothing,0,0
25842,buildings,house,awning,crossclassified,,,5,5,0,buildings,buildings,0,0
24667,buildings,building,photograph,crossclassified,,,5,5,0,buildings,buildings,0,0
24663,buildings,umbrella,woman,crossclassified,,,5,5,0,buildings,people,0,0
24608,buildings,building,dog,crossclassified,,,5,4,1,buildings,animals_plants,0,0
24420,buildings,storefront,door,crossclassified,,,5,5,0,buildings,home,0,0
24132,buildings,motorcycle,street,crossclassified,,,5,5,0,vehicles,buildings,0,0
23391,buildings,house,balcony,crossclassified,,,5,5,0,buildings,home,0,0
22996,buildings,players,stand,crossclassified,,,5,3,2,buildings,home,0,0
22296,buildings,building,windows,crossclassified,,,5,5,0,buildings,vehicles,0,0
22203,buildings,overpass,window,crossclassified,,,5,4,1,buildings,home,0,0
22201,buildings,train,window,crossclassified,,,5,4,1,vehicles,home,0,0
21913,buildings,bridge,ladder,crossclassified,,,5,5,0,buildings,buildings,0,0
25834,buildings,tent,table,crossclassified,,,5,5,0,buildings,home,0,0
21433,buildings,helmet,bullpen,crossclassified,,,5,5,0,people,buildings,0,0
17773,buildings,bench,pit,crossclassified,,,5,4,1,home,buildings,0,0
16760,buildings,house,bat,crossclassified,,,5,5,0,buildings,people,0,0
20258,buildings,building,airplane,crossclassified,,,5,3,2,buildings,vehicles,0,0
17090,buildings,dugout,audience,crossclassified,,,5,5,0,buildings,buildings,0,0
17187,buildings,dugout,jacket,crossclassified,,,5,5,0,buildings,clothing,0,0
17188,buildings,dugout,banner,crossclassified,,,5,5,0,buildings,buildings,0,0
15185,buildings,man,skater,crossclassified,,,5,5,0,people,people,0,0
17774,buildings,cap,bench,crossclassified,,,5,3,2,people,home,0,0
18942,buildings,fence,helmet,crossclassified,,,5,4,1,buildings,people,0,0
19471,buildings,bridge,ramp,crossclassified,,,5,5,0,buildings,home,0,0
20017,buildings,street,roadway,crossclassified,,,5,4,1,buildings,buildings,0,0
19993,buildings,road,truck,crossclassified,,,5,4,1,buildings,vehicles,0,0
18222,buildings,baseball players,team,crossclassified,,,5,3,2,buildings,buildings,0,0
47407,buildings,building,carriage,crossclassified,,,4,4,0,buildings,vehicles,0,0
47744,buildings,house,frisbee,crossclassified,,,4,4,0,buildings,people,0,0
47625,buildings,rail,wall,crossclassified,,,4,2,2,buildings,home,0,0
47412,buildings,statue,house,crossclassified,,,4,2,2,animals_plants,buildings,0,0
47411,buildings,house,carriage,crossclassified,,,4,4,0,buildings,vehicles,0,0
46902,buildings,shirt,players,crossclassified,,,4,2,2,clothing,buildings,0,0
47020,buildings,bar,window,crossclassified,,,4,3,1,home,home,0,0
46485,buildings,cap,sideline,crossclassified,,,4,4,0,people,buildings,0,0
46334,buildings,t-shirt,storefront,crossclassified,,,4,3,1,clothing,buildings,0,0
46183,buildings,sign,cathedral,crossclassified,,,4,4,0,buildings,buildings,0,0
47930,buildings,awning,platform,crossclassified,,,4,4,0,buildings,buildings,0,0
44301,buildings,pole,shelter,crossclassified,,,4,4,0,buildings,buildings,0,0
45952,buildings,dugout,men,crossclassified,,,4,4,0,buildings,people,0,0
50148,buildings,walkway,water,crossclassified,,,4,2,2,buildings,home,0,0
47977,buildings,station,roof,crossclassified,,,4,4,0,buildings,buildings,0,0
48353,buildings,church,roof,crossclassified,,,4,4,0,buildings,buildings,0,0
48392,buildings,garage,bus station,crossclassified,,,4,4,0,buildings,buildings,0,0
49265,buildings,dugout,stairs,crossclassified,,,4,4,0,buildings,buildings,0,0
50189,buildings,shirt,ball,crossclassified,,,4,4,0,clothing,people,0,0
50332,buildings,dugout,awning,crossclassified,,,4,4,0,buildings,buildings,0,0
51025,buildings,dugout,baseball,crossclassified,,,4,4,0,buildings,people,0,0
51508,buildings,building,crow,crossclassified,,,4,4,0,buildings,animals_plants,0,0
51524,buildings,house,apartments,crossclassified,,,4,4,0,buildings,buildings,0,0
51706,buildings,store,board,crossclassified,,,4,4,0,buildings,home,0,0
52558,buildings,tower,parliament,crossclassified,,,4,4,0,buildings,buildings,0,0
44218,buildings,shoe,roof,crossclassified,,,4,4,0,people,buildings,0,0
52917,buildings,tent,floor,crossclassified,,,4,4,0,buildings,home,0,0
