Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
3CI5H3RTGXH4ABGIDH0QNI3BLH2YX8,2018-11-26 05:35:12 -0800,2018-11-26 14:35:02 -0800,AssignmentPayment,,A3G0QEE59YQBUZ,-0.100,3O4VWC1GEXB6WX6BDMVPR7CKTGFJ3O,32M8BPYGAVREIIWNGLMBNKIETPZIGD
380C0YRK2RYMC2AHSVWUTSS5ATYUJR,2018-11-26 05:35:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,3O4VWC1GEXB6WX6BDMVPR7CKTGFJ3O,32M8BPYGAVREIIWNGLMBNKIETPZIGD
3H4MJ7VD5R2IKTUMHPTKQKBVNUKUPK,2018-11-26 06:14:12 -0800,2018-11-26 12:57:00 -0800,AssignmentPayment,,AGBDM3NKRKXBQ,-0.100,3IYI9285WT5U9X2U6F6QKAGEZTSJCM,3JBT3HLQFA76QLEWJ80KHOZWQTRPZO
3L2WG21XYJ7JJG0WHGZCQSSXHL0QA4,2018-11-26 06:14:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,3IYI9285WT5U9X2U6F6QKAGEZTSJCM,3JBT3HLQFA76QLEWJ80KHOZWQTRPZO
3YHUQ6BGOS98TPHO3BDRF1BW6FMTXG,2018-11-26 06:15:12 -0800,2018-11-26 12:58:03 -0800,AssignmentPayment,,AUDWNTM49YTB7,-0.100,3H4IKZHALCN9JRQ6A37WTSR77HBNNC,3F6KKYWMND63KZXNBBYVM7BY2WHDNI
3X6LPALH5GIDPMIFTRC07LQ6PXJPIG,2018-11-26 06:15:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,3H4IKZHALCN9JRQ6A37WTSR77HBNNC,3F6KKYWMND63KZXNBBYVM7BY2WHDNI
3NAWBOH094X842RNTB7FIEJRGRNWUH,2018-11-26 06:20:12 -0800,2018-11-26 13:36:24 -0800,AssignmentPayment,,AIXQOIGXFDOYR,-0.100,3V7ICJJAZBLLWAR3P8NR3OLDZB2B4G,3LRLIPTPESE4EM98UOFD4EMONYGAK9
3YTU8YOR4Y9QSNWHK0A9ZTIPWPYSF8,2018-11-26 06:20:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,3V7ICJJAZBLLWAR3P8NR3OLDZB2B4G,3LRLIPTPESE4EM98UOFD4EMONYGAK9
3EY2DP4YKOUREACG470CQ8IU5MA33D,2018-11-26 06:28:12 -0800,2018-11-26 13:57:53 -0800,AssignmentPayment,,A1C6WBOVHW5N9X,-0.100,304QEQWKZQPOGGYBAC5BX5VZPY5O0H,3NG53N1RLXOR6PD9AI07442SRKMP8L
38LZCUXNA6XHUMLJI9LO49F45BMYOF,2018-11-26 06:28:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,304QEQWKZQPOGGYBAC5BX5VZPY5O0H,3NG53N1RLXOR6PD9AI07442SRKMP8L
3SWLNXT9LHA4V5TWQE444YJ7DE1F73,2018-11-26 06:38:12 -0800,2018-11-26 12:17:40 -0800,AssignmentPayment,,A3N4VDIY7UNPS3,-0.100,38F60IALAHM4T83J6TRARF1MO6MT08,3X0H8UUIT3TZ9IPJ02K7DPAPWBXSWK
3ZYNMXRLYMSVWWF99KOHLS7YZ9NASF,2018-11-26 06:38:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,38F60IALAHM4T83J6TRARF1MO6MT08,3X0H8UUIT3TZ9IPJ02K7DPAPWBXSWK
3UL146UJCUDQVX3SCP72ZBORAAP7L2,2018-11-26 07:08:12 -0800,2018-11-26 12:56:37 -0800,AssignmentPayment,,A35KJLM7Z9WLQ6,-0.100,3EKTG13IZV8DD92LMPCH3LYIXW1LM8,3R6P78PK7MG4RWCYAXLF1RKN46PTGF
3NYFSOW5DXSQPDIRTS64XFX0BA036S,2018-11-26 07:08:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,3EKTG13IZV8DD92LMPCH3LYIXW1LM8,3R6P78PK7MG4RWCYAXLF1RKN46PTGF
33T0SXD3IF7ZQMGTHC31BCAGZCTJWE,2018-11-26 07:09:12 -0800,2018-11-26 12:56:37 -0800,AssignmentPayment,,A35KJLM7Z9WLQ6,-0.100,3TUOHPJXYI24IFDO4ALSNDVW27PXWX,3UJ1CZ6IZJU5WZAZ41XYNPXCCEYS58
314AR25001I12EI196YAVFBNNELFHE,2018-11-26 07:09:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,3TUOHPJXYI24IFDO4ALSNDVW27PXWX,3UJ1CZ6IZJU5WZAZ41XYNPXCCEYS58
3WY189A6QBU9MX6JXBD79ZHO2NQ5HJ,2018-11-26 07:30:12 -0800,2018-11-26 13:04:53 -0800,AssignmentPayment,,A3ID5G33X4OHFR,-0.100,3QQUBC64ZFJEVL4AC9U5RUI59VLNXW,3570Y55XZRO08IBSK38E98C2J9BGYX
3OXT9ZGHH9M6X9LBJMGIJ91RXLP12M,2018-11-26 07:30:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,3QQUBC64ZFJEVL4AC9U5RUI59VLNXW,3570Y55XZRO08IBSK38E98C2J9BGYX
3NZBHOW9NGF4371M2WHRDL3BTET4QB,2018-11-26 07:49:00 -0800,2018-11-26 12:46:40 -0800,AssignmentPayment,,AA663N4UPTFAY,-0.100,37J05LC5AYO4EP886B114GYWKT4JDM,3DYGAII7PNDXCTD5WCH7QVNSLRQQPH
3W537KE545B0EX0P6W5T6XLLMZY0BM,2018-11-26 07:49:00 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,37J05LC5AYO4EP886B114GYWKT4JDM,3DYGAII7PNDXCTD5WCH7QVNSLRQQPH
31V2NJMXNJ0GGNGZU06W8LICB2E4S0,2018-11-26 07:49:02 -0800,2018-11-26 15:03:28 -0800,AssignmentPayment,,A2OZF756R5JSG4,-0.100,3NZ1E5QA6063STV33D618GRRZ7XB5L,39DD6S19JRG2TUP6AUK9NC0SCN5ZEV
3SF6LZ19IOZTTUY9KSWZ1N9LPKA0DT,2018-11-26 07:49:02 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,3NZ1E5QA6063STV33D618GRRZ7XB5L,39DD6S19JRG2TUP6AUK9NC0SCN5ZEV
3NMCRH598G2QKU4WFU3NMRQHSB3W47,2018-11-26 07:57:07 -0800,2018-11-26 12:31:17 -0800,BonusPayment,,A1ZWGDAT7BQ0O1,-0.400,,39OEL1KU2JIWKBW3R0ISIL8NA2J8F6
3GRE5LTTFYGLGA974WMAY0N03T5HHL,2018-11-26 07:57:07 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.080,,39OEL1KU2JIWKBW3R0ISIL8NA2J8F6
3VIPHX99S48CLI4AR7OT64MNO8R1AP,2018-11-26 07:57:10 -0800,2018-11-26 13:03:25 -0800,BonusPayment,,A2LFM01A16YPKG,-0.400,,38FPW7LDZHUC1W0MFRY17GSPCLIX4E
32K41RBNQVWZIKWTYRX0VPSS6RDMN8,2018-11-26 07:57:10 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.080,,38FPW7LDZHUC1W0MFRY17GSPCLIX4E
37XXFACG4Q54ZH8AYIW2JPAVO29W6S,2018-11-26 07:57:11 -0800,2018-11-26 11:32:35 -0800,BonusPayment,,A2MPW5P3ERJCN0,-0.500,,357ILFPDCOA2YBSY2KOA068ZBHJ8G5
3K5XTE8QDIUH7G4XSWPVAD3FGL9HJQ,2018-11-26 07:57:11 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.100,,357ILFPDCOA2YBSY2KOA068ZBHJ8G5
37EIS1VLYP24DY77V9TJ4XLHJZYMFU,2018-11-26 07:57:12 -0800,2018-11-26 13:49:04 -0800,BonusPayment,,A3AGQ2G8QI59EG,-0.370,,3T3U08LPLC9U7ODWFMWY44UXKBO0JE
3459QGZM135DDUHB2HCXB158Y1Q7SU,2018-11-26 07:57:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.070,,3T3U08LPLC9U7ODWFMWY44UXKBO0JE
39L9NXVIG7SWU8Z87W5S2VX9L0AO68,2018-11-26 07:57:12 -0800,2018-11-26 13:14:28 -0800,BonusPayment,,A1IUD4KB9GOAB6,-0.290,,38T7N2VXTEAM1YINZMBOD0HBX2C5SK
3ZNF495V95FOSAMEUK13XW5RX819JS,2018-11-26 07:57:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.060,,38T7N2VXTEAM1YINZMBOD0HBX2C5SK
3J3UXZOOFAZ9PXUD9Q9WDRQTQX9AGX,2018-11-26 07:57:13 -0800,2018-11-26 13:22:28 -0800,BonusPayment,,AX5YKKRJ8IMN4,-0.500,,3O9N2JTRO15JMAB7C14BOXD8OE2305
38QUVPYW552G3KVM9FK3RKHXM2AVTY,2018-11-26 07:57:13 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.100,,3O9N2JTRO15JMAB7C14BOXD8OE2305
32O0L01SL4B1FVBZ1TJ7TOV91RRZRJ,2018-11-26 07:57:13 -0800,2018-11-26 11:24:09 -0800,BonusPayment,,A2JA97HIWWM086,-0.500,,3QEA9XC7CYAKSJHOMBPDG70SNZ3DPK
3R5UHHFGSUKTQU42GAHPW373F5SL4A,2018-11-26 07:57:13 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.100,,3QEA9XC7CYAKSJHOMBPDG70SNZ3DPK
32EZKBOWWIR0EX18BLKKCZCBOBC1CR,2018-11-26 07:57:14 -0800,2018-11-26 15:03:07 -0800,BonusPayment,,A1WAWEY2810TFN,-0.290,,3078YTSD66FUXF4MTWHBC8Y3CHDX5J
3ZIOFN2TLLKZL586E6ASZEXN66EMP4,2018-11-26 07:57:14 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.060,,3078YTSD66FUXF4MTWHBC8Y3CHDX5J
3YF6GQPSOPNEVAOR5IO2T3WRPCOZTW,2018-11-26 07:57:15 -0800,2018-11-26 14:12:11 -0800,BonusPayment,,A234ILZHWJNB3H,-0.370,,3WSA5SNRIGS5SVI3MO42GCQ2SVPDQB
3BGF5AMNO4N75H8GZYA4T1RHBWYL6V,2018-11-26 07:57:15 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.070,,3WSA5SNRIGS5SVI3MO42GCQ2SVPDQB
3J3UXZOOFAZ9PXUD9Q9WDRQTQX9GA3,2018-11-26 07:57:17 -0800,2018-11-26 14:25:52 -0800,BonusPayment,,A338NY4CFGP576,-0.400,,3A09M59V851OWU02NDNHKLUUHYLB17
3PJICOMHQMJ2MVA455E2BX4P8GI1NF,2018-11-26 07:57:17 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.080,,3A09M59V851OWU02NDNHKLUUHYLB17
3U92U4RSJL7JYMIW0B2QM9T0RV0O8U,2018-11-26 07:57:17 -0800,2018-11-26 11:24:37 -0800,BonusPayment,,A1L732G0N0QULL,-0.400,,34OI78DFEEMNGYV2OMGEN5DXZLQ5T9
3IB8J63FN16UN0AEX5DGDBIJ1X69LU,2018-11-26 07:57:17 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.080,,34OI78DFEEMNGYV2OMGEN5DXZLQ5T9
3NG9QEU6Y8BXHABBX9M4I0ZVHJ0OAY,2018-11-26 07:57:18 -0800,2018-11-26 11:53:12 -0800,BonusPayment,,AAOEHS9LFB8KA,-0.500,,3ZZ2DQV0EQN2GBAROR6OS1ZZIZX5U0
3BQ5HQHBE71KB0DZ9ITVQ3M86S69NW,2018-11-26 07:57:18 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.100,,3ZZ2DQV0EQN2GBAROR6OS1ZZIZX5U0
3CHDZYSAF6KFBVLM7CQF2NCE9NP1EK,2018-11-26 07:57:18 -0800,2018-11-26 14:07:09 -0800,BonusPayment,,AHIJACUG7ZL9B,-0.500,,3SQAK0SKVRXQGJ40YFRG4EC38COX6Z
3JWK6TXJ9LNKXIOLRYEH49X27O2MRW,2018-11-26 07:57:18 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.100,,3SQAK0SKVRXQGJ40YFRG4EC38COX6Z
3678GNH3C8JNLO08ZE9ZY3395A1AIP,2018-11-26 07:57:19 -0800,2018-11-26 13:31:17 -0800,BonusPayment,,A3KM6AF7CGASHJ,-0.500,,3NV7RBLAQNCJTZWP8K8B22WIT68318
3ELKJP1HHIIVGCZBEAKIS25IJNQVVE,2018-11-26 07:57:19 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.100,,3NV7RBLAQNCJTZWP8K8B22WIT68318
34AW4QSD023T82SGADOHULKCMX4ZVC,2018-11-26 07:57:19 -0800,2018-11-26 12:39:31 -0800,BonusPayment,,A3SCM7PCCL3HYR,-0.400,,3AS6037X0YD54WX3Z3T2L207OHRDRC
3W48CHIXRI2U9VR4SD72DFN8HROL8H,2018-11-26 07:57:19 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.080,,3AS6037X0YD54WX3Z3T2L207OHRDRC
38KYNRLWMQ270XE65JQQY4F3CDTIU9,2018-11-26 07:57:20 -0800,2018-11-26 14:07:50 -0800,BonusPayment,,A3TUJHF9LW3M8N,-0.500,,3Q3UN6YZX4B8PZDG0LH7JJ4KSPUJ7X
3VSTIQP1YMDUB9F0CGGFDYP2KLN47K,2018-11-26 07:57:20 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.100,,3Q3UN6YZX4B8PZDG0LH7JJ4KSPUJ7X
3UCJTS9T2MULAP89HNIVOVPJHMLOC0,2018-11-26 07:57:20 -0800,2018-11-26 11:45:38 -0800,BonusPayment,,AAA4W3PGGOM55,-0.500,,3AJ8V8G0QR22TQZRTHGTON1IW665VP
38OPVM8H9XPKELPCPX6NUSR36779PS,2018-11-26 07:57:20 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.100,,3AJ8V8G0QR22TQZRTHGTON1IW665VP
33AMNU68Z6HKS13B0J5RGS00XT4IW8,2018-11-26 07:57:21 -0800,2018-11-26 11:37:42 -0800,BonusPayment,,A30MP4LXV4MIFD,-0.400,,3SP1NDNKF0UCPDIZAQ9DXJ0F390J8K
3JL0PMZ4C10YPS3TRDEZRUG8FBB49W,2018-11-26 07:57:21 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.080,,3SP1NDNKF0UCPDIZAQ9DXJ0F390J8K
34FX8FD7LAN07NSNDEOQEJPM2YYOET,2018-11-26 07:57:21 -0800,2018-11-26 12:13:05 -0800,BonusPayment,,ASHG4UDKXYBPK,-0.400,,3UPQDTGCR62F8FZWJRLPAPKW3F85WZ
3S2LMS37XXS5QY5R2PACZNRI7PV9RK,2018-11-26 07:57:21 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.080,,3UPQDTGCR62F8FZWJRLPAPKW3F85WZ
3QW03CBY8LHDV9HDD7G32QXQM341G1,2018-11-26 07:57:22 -0800,2018-11-26 13:18:49 -0800,BonusPayment,,A272X64FOZFYLB,-0.500,,3BSWR0Z9G9T9KJI5HPW8ASCZ3N8X7Y
3FNQ1JLJC6ZXDX1DVNJC4OYKV9ZMT9,2018-11-26 07:57:22 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.100,,3BSWR0Z9G9T9KJI5HPW8ASCZ3N8X7Y
3URZCNC127FUQ28KM5OCY2Q0GAN394,2018-11-26 07:57:22 -0800,2018-11-26 14:48:32 -0800,BonusPayment,,AVNWTAOJKVRX2,-0.500,,378DADDVZC5PI8JEX7WA5JUAZ0O0KD
37CAFR7I1F2H05W5Z6XDAESXW1IOMP,2018-11-26 07:57:22 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.100,,378DADDVZC5PI8JEX7WA5JUAZ0O0KD
3SLQMH8Q74KR3VRYRXT0336MUXZW8E,2018-11-26 07:57:23 -0800,2018-11-26 11:24:09 -0800,BonusPayment,,A2JA97HIWWM086,-0.400,,3OBIZK8NHGGGY7N9MQ6SL6K0QHW8H4
33TQ8B6ARELN26SXVH18QSG7KAEHLS,2018-11-26 07:57:23 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.080,,3OBIZK8NHGGGY7N9MQ6SL6K0QHW8H4
3LAS0SNM183IUVK0YZZ6F9XULRAR6T,2018-11-26 08:46:12 -0800,2018-11-26 13:10:47 -0800,AssignmentPayment,,A3Q9G9C8TYQDCW,-0.100,34F34TZU7X4HBFAS9MHK8X7SN2FJ2D,3PB5A5BD0XBHTYFRXUIEWVS5FA8G72
3JSFHD31R6NWYXOY6NEMUJ2YTRUMSV,2018-11-26 08:46:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,34F34TZU7X4HBFAS9MHK8X7SN2FJ2D,3PB5A5BD0XBHTYFRXUIEWVS5FA8G72
3W4SRFQQCMEP8CMG6BW84E6YP4266G,2018-11-26 09:28:12 -0800,2018-11-26 12:08:40 -0800,AssignmentPayment,,A2S2WJWAZKSIO7,-0.100,31S7M7DAGHVHQ4S5VMDTPZTAR4XTLH,35GMH2SV3GMQUQBZ8L9S7ETOSJ7OEN
36VYHQ8D9CAN1T2WYCVJKH9Z9EM1RK,2018-11-26 09:28:12 -0800,2018-11-26 12:32:11 -0800,FeePayment,,Mechanical Turk,-0.020,31S7M7DAGHVHQ4S5VMDTPZTAR4XTLH,35GMH2SV3GMQUQBZ8L9S7ETOSJ7OEN
3NNCC8X88JSCT807K2RVIMSUOY075H,2018-11-28 04:43:12 -0800,2018-11-28 07:57:32 -0800,AssignmentPayment,,A3MYTEE8WSEQ2Z,-0.100,3PUOXASB588IBE0VCHZL6E3WC979ZR,3634BBTX0QZ84I0S51GT5ZI2TJZIFX
3SFN9IRFVJAUQEKSHGVXP0J41XP2RH,2018-11-28 04:43:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,3PUOXASB588IBE0VCHZL6E3WC979ZR,3634BBTX0QZ84I0S51GT5ZI2TJZIFX
30U75MTP0IPVGQJ9I0YYU62LQO178J,2018-11-28 04:43:12 -0800,2018-11-28 07:30:22 -0800,AssignmentPayment,,AKNV05F5X5YAC,-0.100,30ZKOOGW2XBZL1PSWC4TAFU45CCA1I,3L70J4KAZIRW0G3Y27TQ01RY4YEDAD
3O6T48FFY4M76TXKL50SPFKMPIM2TU,2018-11-28 04:43:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,30ZKOOGW2XBZL1PSWC4TAFU45CCA1I,3L70J4KAZIRW0G3Y27TQ01RY4YEDAD
32T91D2T7MB4M5WWIZDB7N6VFV9DIQ,2018-11-28 04:44:12 -0800,2018-11-28 07:14:39 -0800,AssignmentPayment,,A7997STNEH72I,-0.100,3MJ9GGZYO4B6AM7OFG47FY49XIQA2Z,3YHH42UU5DKJXFT8NMULU8NQ4L4L0A
3UT86KDXCUBD7WKPRZ9GHPO21PJ93C,2018-11-28 04:44:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,3MJ9GGZYO4B6AM7OFG47FY49XIQA2Z,3YHH42UU5DKJXFT8NMULU8NQ4L4L0A
3GCXUSZRR07VS0MKI2YNK3L87ZYDK1,2018-11-28 04:44:12 -0800,2018-11-28 05:25:07 -0800,AssignmentPayment,,A1DCKRRPA4AWVD,-0.100,3B9XR6P1WF0BZSAOSFAV9QAWHBXJBQ,3Y9N9SS8L0GWGV4DTSEGDTDSYOMD3H
3BDJR864JQLGLB7T5IX9WMMMFLA952,2018-11-28 04:44:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,3B9XR6P1WF0BZSAOSFAV9QAWHBXJBQ,3Y9N9SS8L0GWGV4DTSEGDTDSYOMD3H
3CVMG0TB9WAZNPQ786NZRCQPQOQET1,2018-11-28 04:50:12 -0800,2018-11-28 05:55:54 -0800,AssignmentPayment,,A1GKOXB766FPYV,-0.100,31MBOZ6PAPW04NQU90I30PT63L2CLS,3X65QVEQI2S3R7OOZ2N5P9PRDA2CLV
3NMZRIK1FS3MSRAN30OIETOJAX6AF1,2018-11-28 04:50:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,31MBOZ6PAPW04NQU90I30PT63L2CLS,3X65QVEQI2S3R7OOZ2N5P9PRDA2CLV
32WUMLW8MOQRF6U13BSAEWXOUI8EWR,2018-11-28 04:50:12 -0800,2018-11-28 05:14:16 -0800,AssignmentPayment,,AXY0D2AMLKE2A,-0.100,3R4QIDVOJQH1VF0GO51UDI3PF0EEE0,3QEMNNSB2Z4EHE50V4H6QAP83Q97DH
3293518UUP166N1TYQCIHE0WQCJAHZ,2018-11-28 04:50:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,3R4QIDVOJQH1VF0GO51UDI3PF0EEE0,3QEMNNSB2Z4EHE50V4H6QAP83Q97DH
38HXJYOOEG7V91Z6EYCHD0R6BKCEZH,2018-11-28 04:50:12 -0800,2018-11-28 05:05:59 -0800,AssignmentPayment,,A8DEX1RY8D5OH,-0.100,302OLP89D0CJ84ZQC9TDRBDV993CAA,3T111IHZ5GVCW7CYS2AA9VXIDHNR9I
3KS53ZFX69BX8D214BFFU6GOITNAK3,2018-11-28 04:50:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,302OLP89D0CJ84ZQC9TDRBDV993CAA,3T111IHZ5GVCW7CYS2AA9VXIDHNR9I
3G2UHJRKXIFX94WQK2N9872Z2CSF2S,2018-11-28 04:50:12 -0800,2018-11-28 05:25:07 -0800,AssignmentPayment,,A1DCKRRPA4AWVD,-0.100,36818Z1KV4IVV437JGICY8913WQA3A,3F1567XTNYACK6XYFNLA45NDHVM9Q0
3IQC6BZ7XB1YGJN41O7VMYXSCOSAN8,2018-11-28 04:50:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,36818Z1KV4IVV437JGICY8913WQA3A,3F1567XTNYACK6XYFNLA45NDHVM9Q0
3PL4L5I1DDEDX96IP6JI4DANTERLB5,2018-11-28 04:52:12 -0800,2018-11-28 05:25:07 -0800,AssignmentPayment,,A1DCKRRPA4AWVD,-0.100,3H1C3QRA02OMYHG2SEVZNU3MUO1EC7,3OXV7EAXLGVXVMPYJ5627N30H2Z36F
348KJFR5R8LT294LUQ8GZ062E39GYG,2018-11-28 04:52:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,3H1C3QRA02OMYHG2SEVZNU3MUO1EC7,3OXV7EAXLGVXVMPYJ5627N30H2Z36F
3KSQM2O7PU99OQET5SBW5O1K9RJLGM,2018-11-28 04:52:12 -0800,2018-11-28 07:46:55 -0800,AssignmentPayment,,A1KXSMITOOH39B,-0.100,33CLA8O0MJGIAX5H5M50U7N86QJRF8,39JEC7537W66NC0ID6PBCINT484CVE
3DPSUG9Z2FX7CPVSSQ6KOW63RT8JTY,2018-11-28 04:52:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,33CLA8O0MJGIAX5H5M50U7N86QJRF8,39JEC7537W66NC0ID6PBCINT484CVE
37FA7N8P4NWHMLDCTNPJAAPB0I0OME,2018-11-28 04:53:12 -0800,2018-11-28 07:54:20 -0800,AssignmentPayment,,A3OHRFXPEKQMIE,-0.100,3B286OTISFM6GI5WM1AZEFQQZTCJAV,3QUO65DNQWT7JM8LYLOXBWFRFFDOUX
3PZR7INY9QOFPB43X83VKFEYHLHK7M,2018-11-28 04:53:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,3B286OTISFM6GI5WM1AZEFQQZTCJAV,3QUO65DNQWT7JM8LYLOXBWFRFFDOUX
3MC8R14GAIM5MOYO634W2EEGVIFOOT,2018-11-28 04:53:12 -0800,2018-11-28 08:45:12 -0800,AssignmentPayment,,A1C6WBOVHW5N9X,-0.100,3R5OYNIC2DE7HP73NE606G2UWH3TPQ,3I3WADAZ9S9QY7I6XKGP3KNBGYK5OW
3DSYEEX1N5BJ3USWC51FYB54CB5K9Y,2018-11-28 04:53:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,3R5OYNIC2DE7HP73NE606G2UWH3TPQ,3I3WADAZ9S9QY7I6XKGP3KNBGYK5OW
3KWMNSAB06M870B4LGW0RJ9GAJXOQ1,2018-11-28 04:53:12 -0800,2018-11-28 05:30:21 -0800,AssignmentPayment,,A256CHH5HQXWQQ,-0.100,39HYCOOPKPQUFXET98ETK8QDOQ4MD4,3WT783CTPDMREY2C8PYBB6TM1GNCB7
3KZUOHBGA9P2RN7TAPFBPH0U0B8KB8,2018-11-28 04:53:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,39HYCOOPKPQUFXET98ETK8QDOQ4MD4,3WT783CTPDMREY2C8PYBB6TM1GNCB7
3Q6E4EXFD1CSGXCG7URSLR597MKOXY,2018-11-28 04:54:12 -0800,2018-11-28 06:48:19 -0800,AssignmentPayment,,A30MP4LXV4MIFD,-0.100,379OL9DBSTJI6OQQGVX2S7UU6F39Y0,3SITXWYCNXEFHWD7ZLUYPJEW2YCBX9
32AU82A1JO4CEVLZGZ7SB447V1SKIH,2018-11-28 04:54:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,379OL9DBSTJI6OQQGVX2S7UU6F39Y0,3SITXWYCNXEFHWD7ZLUYPJEW2YCBX9
384RA8XWAR190HLKY5JEK1G34IFP25,2018-11-28 04:54:12 -0800,2018-11-28 08:17:35 -0800,AssignmentPayment,,A16JWEMJYB2YMZ,-0.100,3TRB893CSKFE6EHX7SDC7BWK6TP7GO,3OONKJ5DKEOSNNZFYU7266N3QU7OBH
3ERP4TR9U4Q4SWWQDFKKGC0OH0MKNX,2018-11-28 04:54:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,3TRB893CSKFE6EHX7SDC7BWK6TP7GO,3OONKJ5DKEOSNNZFYU7266N3QU7OBH
3FYLXLN3Z9X3OULGHYCPLUJ7YOSPB7,2018-11-28 04:55:12 -0800,2018-11-28 06:38:11 -0800,AssignmentPayment,,AQHO7A3LR14ST,-0.100,3KWGG5KP6K7KA58F9CJI028V3QSMC4,3IQ1VMJRYVPKXQQHQROOE588DDZ9AS
3HVJA642T79UFQ545GB7CVDFACQKWO,2018-11-28 04:55:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,3KWGG5KP6K7KA58F9CJI028V3QSMC4,3IQ1VMJRYVPKXQQHQROOE588DDZ9AS
36O0RTU2EUM5SOMQ03UQGEOWFS7PPS,2018-11-28 04:56:12 -0800,2018-11-28 05:05:59 -0800,AssignmentPayment,,A8DEX1RY8D5OH,-0.100,3UZUVSO3P80Z73ST53PDQQ8YO25MEX,3U84XHCDIEIK1SSDLO8WEQO106TZ4O
