batch,source,hitid,assignmentid,control_score,control_score-filtered,decision1,decision2,explanation,mistakes,workerid
batch4,../1_pre-pilot/verification_round0_amt.csv_547,3ECKRY5B1QW2NPYD3HNG6N4OK76IZB,3OVR4I9USPJ2NAW0LY709DEPD6B4QZ,0.9090909090909092,0.9090909090909092,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2379690_551115_singleton_obj.png - cameras: must be 'other'; you said 'named object misinterpreted'""]",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_429,38DCH97KHH2P48HSY3P3RV7KSI6JQO,35K3O9HUABDNON3KWO8J60M2JT1FER,0.9473684210526316,0.9473684210526316,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2360168_3035169_singleton_obj.png - rug: must be syn; you said 'adequate'""]",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_492,324N5FAHSXBCK0JR2NJPYX65OZOKVL,39N5ACM9HENIK41X2GO2QGZVU3O9PW,0.9130434782608696,0.9130434782608696,approve,,good enough assignment,"['http://object-naming-amore.upf.edu//2389988_1255090_singleton_obj.png - snacks: you said this was a bounding box error, but gave it the same color as snacks_bread,bun,pastry, which you said were adequate names; that cannot be.', 'http://object-naming-amore.upf.edu//2389988_1255090_singleton_obj.png - food: you said this was a bounding box error, but gave it the same color as food_bread,bun,pastry, which you said were adequate names; that cannot be.']",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_483,37OPIVELUU31QMFLL7PWPIC0B8JAH6,32SCWG5HIH4V2LZZ49LQ668T42G6PI,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_778,37NXA7GVST6N4619NNVQDXJKD08LV6,34T446B1C0EHUL4GXFJ3D5ZVSIU0CG,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_789,307L9TDWJYSTGX2BFQ5Z7UVQRBFN3D,3IXQG4FA2TYGGA0NJB61VWU6D1N9BT,0.8571428571428571,0.8571428571428571,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2348714_880337_singleton_obj.png - teether: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2413602_170092_supercat_ambiguous.png - cloth: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2348714_880337_singleton_obj.png - teether: you erroneously gave this the same color as ['teether', 'toy']""]",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_595,3SBX2M1TKDNZ1QY7VW2ZLTI1AML4QP,3GM6G9ZBKNXVJGDY861R0C6CJ5GMTD,0.8947368421052632,0.9444444444444444,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2365708_3882859_seed_ambiguous.png - wheel: you erroneously gave this the same color as ['wheel']"", 'http://object-naming-amore.upf.edu//2371701_2448516_seed_ambiguous.png - bathroom: you said this was a bounding box error, but gave it the same color as bathroom_bathtub,tub, which you said were adequate names; that cannot be.']",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_622,39HYCOOPKOLLG7J8WEWB7OS2DYRMD7,37W3JXSD668N5E66MEUDHR0IWC0WYX,0.9285714285714286,0.9285714285714286,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2351031_863540_supercat_unique.png - hotdogs: must be syn; you said 'adequate'""]",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_772,3YOAVL4CA0H8FIZYISLCCMU5FPIZ4Q,3ATPCQ38J8AQY133L9YLZ23R4SMYAB,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_672,39KMGHJ4RZAUE9B7VXLIUK16G6J00J,3R9WASFE2ZGLZIUGSBMWRANK71KFZB,0.9375,0.9375,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2337125_3709752_supercat_unique.png - button: must be 'bounding box error'; you said 'named object misinterpreted'""]",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_716,3N2YPY1GI6Y9Y0RH618M02T0436EVB,32SVAV9L3F9PIY6FWO5V987EVQBA3Z,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_703,3H781YYV6TIUL8NS1687ZK5F7IQETV,34MAJL3QP4NAG9QYNNV4W5LE3GO34Q,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_570,329E6HTMSW2S8RH8IDDJF2EMXGX3KB,3IOEN3P9S7JSLTGXJ7A05AQV1LO16L,0.8,0.8,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2333187_3361458_supercat_ambiguous.png - dairy: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2332923_3450601_singleton_obj.png - circle: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2361763_779635_singleton_obj.png - fuselage: must be 'bounding box error'; you said 'adequate'""]",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_771,3PZDSVZ3J5HEYTLFF4AIHZNW5BB4NF,3NQL1CS15R8AQP61W4PHVPH4P2NVY9,0.8571428571428571,0.8571428571428571,approve,,good enough assignment,"['http://object-naming-amore.upf.edu//2339645_3151612_singleton_obj.png - cheese: you said this was a bounding box error, but gave it the same color as cheese_crust,pizza crust,pizza, which you said were adequate names; that cannot be.', 'http://object-naming-amore.upf.edu//2339645_3151612_singleton_obj.png - food: you said this was a bounding box error, but gave it the same color as food_crust,pizza crust,pizza, which you said were adequate names; that cannot be.']",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_722,3GL25Y6843UZEDOPNEXN1VVUTG5MXB,39GHHAVOMFRL1NSNQ8NRCC23ZECJ4M,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_723,3GVPRXWRPHUJ3FS7KMVXF3BPAE6I7W,3IOEN3P9S7JSLTGXJ7A05AQV1NH16I,0.9047619047619048,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2356826_1997518_singleton_obj.png - wheel: must be syn; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2356826_1997518_singleton_obj.png - wheel: you erroneously gave this the same color as ['wheel']""]",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_796,3NSCTNUR2ZNPATVQK5ON0L9A607A56,3XCC1ODXDLB9OGYYWA3DH6PZ5NNRQ3,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_550,334ZEL5JX6FFIZN26K6DUR37915SOB,3M68NM076H7GEYFEH1PFB1885K46RA,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_785,3UEDKCTP9VQA9AIVKPG9SJQ22IWK7A,37WLF8U1WPQURU2JRHGIAPMUAUK6KV,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_752,31HLTCK4BLV7IEN8CWYA05ECHJLVG9,3DYGAII7PL8OC3IJJIZOCBPK46GPQS,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_742,3UOMW19E6D6D38SO4JKE6GZY63S5C3,3X3OR7WPZZ0SFE3P5WPH93V05OA8LF,0.9444444444444444,0.9444444444444444,approve,,good enough assignment,"['http://object-naming-amore.upf.edu//2362823_770811_supercat_unique.png - food: you said this was a bounding box error, but gave it the same color as food_bread,sandwich,croissant, which you said were adequate names; that cannot be.']",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_526,3MQY1YVHS3K2U6HV80MLXPQ448N2BE,3T111IHZ5EQ3WHHCF8SRVBZAVLC9RO,0.875,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2355509_1772341_singleton_obj.png - bike: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2355509_1772341_singleton_obj.png - bike: you erroneously gave this the same color as ['moped', 'bike', 'motorcycle', 'vehicle', 'scooter']""]",worker175
batch4,../1_pre-pilot/verification_round0_amt.csv_596,3MNJFORX8B4K6KCYVLAFEMK13G7F5B,3QAPZX2QN4D4W3CE0MUX1SQ9GP102N,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker92
batch4,../1_pre-pilot/verification_round0_amt.csv_658,3IZPORCT1F9TP312NIBIK81ABDKHR0,3QAPZX2QN4D4W3CE0MUX1SQ9GR702X,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker92
batch4,../1_pre-pilot/verification_round0_amt.csv_482,3OID399FXG7FAXRRARSYCY8TGW3FDF,30LB5CDZNCAU2EFQPT3BO30G1Y0Z0U,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker92
batch4,../1_pre-pilot/verification_round0_amt.csv_509,3R6RZGK0XFC7458862KG75LGMEXVYR,37TRT2X24QR5MMDW5NXEKQ8994MBJ9,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker92
batch4,../1_pre-pilot/verification_round0_amt.csv_620,3KWGG5KP6J2BBFDUWI10NIAKSYFMC7,3DIP6YHAPCSE98TXOA2DW85GWSF8E0,0.9523809523809524,0.9523809523809524,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2375313_1690971_supercat_unique.png - blades: must be 'other'; you said 'bounding box error'""]",worker92
batch4,../1_pre-pilot/verification_round0_amt.csv_745,3J94SKDEKIPN80Y24FFPQMHGR345D3,3ERMJ6L4DYS8LIGRV3YQVGEUUA0M7G,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker92
batch4,../1_pre-pilot/verification_round0_amt.csv_635,3AJA9FLWSCYWI87D25T93VO682NFIV,3TUI152ZZBNLVBZHYGOYBF7M1O81QU,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_756,3MNJFORX8B4K6KCYVLAFEMK13GK5FE,34Q075JO1XDX7IUIHIUJW9G4OMC011,0.8461538461538461,0.9166666666666666,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2360236_1701978_seed_ambiguous.png - bluesky: must be 'other'; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2393018_475582_supercat_unique.png - singer: must be 'other'; you said 'bounding box error'""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_509,3R6RZGK0XFC7458862KG75LGMEXVYR,3WYP994K17RPBZR0VWH9JX1587ZY6K,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_498,3XUSYT70IT1ODTC1799D9RLPAUED09,3DPNQGW4LLF9DSDG6PT238XYD5D46G,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_794,3I7KR83SNADENT6OZMET6FH8X8KK9M,30LSNF239UVF3YTU4CJ37WQ52K4I2O,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_511,3KWGG5KP6J2BBFDUWI10NIAKSX3MCT,32RIADZISS4E0QBDD2W54DTQVUL4SD,0.9333333333333332,0.9333333333333332,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2412546_646014_seed_ambiguous.png - couch: must be syn; you said 'adequate'""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_753,3QQUBC64ZEE5WV9PZFCNEAKUY6FNXC,3WJ1OXY92AGBJVCL850R0PFPBDT8AH,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_680,38F60IALAGHVUI8YTZ9SEV3BDHG0TV,3V5Q80FXIXR0DVBBJ9CG3QOGJ2923A,0.8461538461538461,0.8461538461538461,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2353770_1720165_supercat_unique.png - pattern: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2379458_1357422_singleton_obj.png - motorcycle: you erroneously gave this the same color as ['mitorcycle', 'motorcycle']""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_486,3909MD9T2ZHK235R6M3IIGQEG84FE8,3SUWZRL0MYDR5UA9VV5FCU9PQU76EO,0.8181818181818182,0.8181818181818182,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2374968_724236_singleton_obj.png - sloth: must be 'other'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2374968_724236_singleton_obj.png - sloth: you erroneously gave this the same color as ['sloth', 'plane', 'airplane']""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_569,33KGGVH24UH2IO20USEPH37RV5XX11,3PQMUDRV7R6JEJ7WTF4VUCXMRFJIIF,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_708,3HXCEECSQMTODPDI7Z9JSBYCAQGYZ9,3SNVL38CI4SJ7BBK18TLWPE46GECKC,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_418,3NRZ1LDP7W6U4BLHGCD0FK506KWZPX,3PB5A5BD0V68T8K5K00VIBUXYKS7GP,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_432,3PN6H8C9R4QKE6AJZB66YXX2JGNADU,3VNXK88KKCIVPOYTOSX1W8ODGQT9VJ,0.9473684210526316,0.9473684210526316,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2326452_2812709_singleton_obj.png - skulls: must be 'other'; you said 'named object misinterpreted'""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_402,3FVBZG9CLJE5P9H3T5S30C0N2M4H0J,3RSDURM96AMTOEKF1E07VLTIP3MEYG,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_405,3GONHBMNHVYOJ8O4OWL8YGB51FLZM1,3JC6VJ2SABJSWDTJA7TOO55Y9JKA51,0.9333333333333332,0.9333333333333332,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2412478_3804469_singleton_obj.png - argula: must be 'other'; you said 'named object misinterpreted'""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_737,3B6F54KMR2CUM7G10I82IVQZGQ8S11,3LEP4MGT3G0SJ0D4VRB3HSDW4MBDBN,0.9230769230769232,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2382709_537673_supercat_unique.png - coke: must be 'other'; you said 'named object misinterpreted'""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_768,3WKGUBL7SZMOATIU3RU347J70GB4LD,3OB0CAO74HP58OBHRF8DGOQVHMIYHQ,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_676,30QQTY5GMKKOC6N7E3KBY6Z049T7UT,3X1FV8S5JXRA4YL12Y3BOPA0K66VGK,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_401,3YKP7CX6G2F9G7E1EC3GTG7CFN57BT,3X4JMASXCM9YKGCAJFN82LTDATU0B1,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_407,3EHVO81VN5L5WY2LPOW3EHJX7EAH1M,3G5W44VEU7IWONRP3UP4MGZJ44SKG8,0.9411764705882352,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2363438_2420160_singleton_obj.png - bike: you erroneously gave this the same color as ['bike']""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_412,35O6H0UNLSG0BMYUEB10TKCTWMJ5JX,3UXUOQ9OKEX7JH72Y08LMPJU0PF7AD,0.9285714285714286,0.9285714285714286,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2391898_1236235_seed_ambiguous.png - skateboarer: must be 'linguistic'; you said 'adequate'""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_415,301KG0KX9CLCLJKH8SWHJ0T2ZKOH23,38F5OAUN5NCMT4FG46ID3B6YDK57HO,0.875,0.875,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2324873_2790263_singleton_obj.png - clunter: must be 'linguistic'; you said other"", ""http://object-naming-amore.upf.edu//2324873_2790263_singleton_obj.png - clunter: you erroneously gave this the same color as ['clunter']""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_640,359AP8GAGGKSQC67SCZB40DUX9L7CI,3LOTDFNYA7ZH5NPBHO2PS6T2QZ6WFS,0.9333333333333332,0.9333333333333332,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2411849_208482_singleton_obj.png - airlpane: must be 'linguistic'; you said 'adequate'""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_550,334ZEL5JX6FFIZN26K6DUR37915SOB,3KXIR214I4GLVRUFJNHZDVGMX0M248,0.9375,0.9375,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2327869_979269_singleton_obj.png - chimney: must be 'other'; you said 'named object misinterpreted'""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_419,30ZKOOGW2W6QMBU7JIMBXVWTUJKA14,3DL65MZB8DFGLBJA5MIIYU1ZMF4CE6,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_414,3VLL1PIENQOCJB9G1C0LQK0AWF0ZOG,3CP1TO84PT13RAYFXS09INM0XVS52P,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_551,3OREP8RUT2BS90P27F7AZTK5ERSGBB,3TXD01ZLD4HUF33H27R5JEBEGS44UT,0.8571428571428571,0.9230769230769232,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2367855_2079336_singleton_obj.png - bike: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2367855_2079336_singleton_obj.png - bike: you erroneously gave this the same color as ['bike', 'motorbike', 'motorcycle']""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_408,359AP8GAGGKSQC67SCZB40DUX857C0,3EKVH9QMEY4YVND8CYISGZASACQD25,0.8571428571428571,0.8571428571428571,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2371766_2001628_seed_ambiguous.png - soldeir: you erroneously gave this the same color as ['soldeir']""]",worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_767,3TZ0XG8CBUKUSS4NQXHQGA8H28Q98S,3KV0LJBBH2LI31064HWW0X5UVL3MRM,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker176
batch4,../1_pre-pilot/verification_round0_amt.csv_761,3ZVPAMTJWN3FP76R3CT0Z8P9WD9GR2,3PH3VY7DJLXNA4GBI0WWVY9K25EZWZ,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_663,3P458N04Q1H979KWDWE3MMHWNBO2X0,3K2755HG5S3IWHPK0TXZ0I4HJJOFDQ,0.8888888888888888,0.8888888888888888,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2358881_798188_singleton_obj.png - hippie: you erroneously gave this the same color as ['person', 'boy', 'skateboarder', 'human', 'hippie', 'leg']""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_653,3PCPFX4U40Q9Z6VWFDYICXFSZC5FQZ,3IOEN3P9S7JSLTGXJ7A05AQV1NO16P,0.9166666666666666,0.9166666666666666,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2372173_593540_supercat_unique.png - meat: must be 'bounding box error'; you said 'named object misinterpreted'""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_782,3OB6JN3A9QPFHH2DEFRVCD96SZLRML,3STRJBFXOWR0TSDVNUOBLZE8U11TKX,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_777,3BFNCI9LYKQ4DCAOZJOABX90RWA73M,3F6KKYWMNB1UK921YHGC8NDQLBZDNM,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_710,3LN3BXKGC0VKX3ND2636M7XQOSMWGJ,3137ONMDKG5T2NZF78E1OLMEKA0GEU,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_686,39TX062QX1OYSRGFHWS85WMOTPO3XC,3Z3ZLGNNSIUH5EDWLK2HZ8MJZ8NQ3C,0.9333333333333332,0.9333333333333332,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2327674_979763_supercat_unique.png - rug: must be syn; you said 'named object misinterpreted'""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_695,39WICJI5ATSNXMGUIEGT2H2Z1PM3Z9,3NPI0JQDAO514JAB0MTJHG07OBSPTF,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_737,3B6F54KMR2CUM7G10I82IVQZGQ8S11,3LRLIPTPEQ9VEWEMHUXUQUOG6D7AKM,0.8461538461538461,0.9166666666666666,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2388680_1267401_singleton_obj.png - shower: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2382709_537673_supercat_unique.png - coke: must be 'other'; you said 'named object misinterpreted'""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_701,33N1S8XHHMLRNJ2FVA2AEON23581ZF,3U5JL4WY5K9MW7XC7C2S3LAIACO4XS,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_659,3VEI3XUCZRXL2KZQ6VJNTH31X4UPRD,3N2BF7Y2VQU5E7M38CK2MT3O8DSMHE,0.9090909090909092,0.9090909090909092,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2393912_468814_supercat_unique.png - sandwich: must be vg_majority; you said 'named object misinterpreted'""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_780,32FESTC2NHQUONI35KSMESRE5KLUCA,3180JW2OT4C3X6WN4D61H48HZ9L5JP,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_652,31KSVEGZ34SBMTWRIHXILBBXQ1XRWA,3A7Y0R2P2OOCZPGXAJPW9NZ1S86XJ2,0.9230769230769232,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2331260_2720772_supercat_ambiguous.png - meat: must be 'bounding box error'; you said 'adequate'""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_785,3UEDKCTP9VQA9AIVKPG9SJQ22IWK7A,38JBBYETQOADQ76VC7C0FWPBU6WE4C,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_669,3UEBBGULPFO1RZ2DWMINMYCH2XBUFJ,3YDGXNSEOZUWH6W4Z4Q0NMTPJ2F84M,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_783,3GITHABACYL4VF6SBQRUOKQYLXFN22,3NL0RFNU0FNGC7Y58TN3DR2GE354KZ,0.8666666666666667,0.9285714285714286,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2366650_2678484_singleton_obj.png - children: must be syn; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2366650_2678484_singleton_obj.png - children: you erroneously gave this the same color as ['children', 'childrne']""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_735,3126F2F5F83WTGULKPZNUA4IIF5PE1,3HPZF4IVNMTERG015NUC5XTF4U2YC6,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_764,3TKXBROM5TACNAT9LVKUITGY197JI5,3H7XDTSHKCRNJNL6S887ARTERE6WGR,0.9444444444444444,0.9444444444444444,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2416882_3315591_singleton_obj.png - chairs: must be syn; you said 'adequate'""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_670,37MQ8Z1JQEWY7EA6IS0550O5PHI2Y6,3C2NJ6JBKAH7HZ4L1SWVC4MMOJH2N7,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_645,3RSBJ6YZECQ6EUIG006ENSKSKBNFOR,3JNQLM5FT4MHTZ10PFGGZCIXJOK2L8,0.8571428571428571,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2417500_3190457_supercat_ambiguous.png - greenry: must be 'other'; you said 'bounding box error'""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_664,39O0SQZVJN7WWEVQA9P6TVCGXAP7RP,3TVRFO09GKFIUF4XD419P2CTWXTLXA,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_688,3RBI0I35XE3NSW6PMSEAOATXVVI3YI,3U4J9857OEBC2RCU4E8HH030IAK7BY,0.9166666666666666,0.9166666666666666,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2370118_606297_singleton_obj.png - base: must be 'bounding box error'; you said 'named object misinterpreted'""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_491,30Z7M1Q8UYK8XBESI3VQC5J18PT8AP,3VSOLARPKB9BDFWA4IRVDDWUP8193R,0.8125,0.8125,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2407556_277540_singleton_obj.png - fruit: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2417944_2800434_supercat_unique.png - stripes: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2417944_2800434_supercat_unique.png - stripes: you erroneously gave this the same color as ['aircraft', 'plane', 'airplane', 'stripes']""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_638,3R868ACW4SCORYSIDTNDLBR85UPZGB,3907X2AHF057KKGYH79NGTRHOZDP2N,0.8666666666666667,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2407206_283874_supercat_ambiguous.png - bike: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2407206_283874_supercat_ambiguous.png - bike: you erroneously gave this the same color as ['scooter', 'moped', 'bike', 'motorbike', 'motorcycle']""]",worker93
batch4,../1_pre-pilot/verification_round0_amt.csv_617,3R4QIDVOJPCSWP5VBBJC0Y5E481EE3,3W8CV64QJ2ZQ7N39J3GXH7X48DFH92,0.9230769230769232,0.9230769230769232,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2383575_531634_singleton_obj.png - clone: you erroneously gave this the same color as ['boy', 'man', 'skater', 'clone', 'skateboarder']""]",worker93
