ssid	obj_name	name_count
envelope.n.01	beige envelope	1
envelope.n.01	blue envelope	1
environment.n.01	environment	13
environment.n.01	natural environment	1
environment.n.01	snowy environment	1
environment.n.02	surround	3
epaulet.n.01	epaulet	4
epaulet.n.01	epaulette	3
epaulet.n.01	epaulets	2
epic_poem.n.01	epic	1
epicure.n.01	gourmet	1
epidermis.n.01	cuticle	4
episode.n.01	episode	1
epitaph.n.01	epitaph	2
equator.n.01	equator	1
equipment.n.01	equipment	252
equipment.n.01	electronic equipment	7
equipment.n.01	medical equipment	4
equipment.n.01	sound equipment	2
equipment.n.01	orange equipment	2
equipment.n.01	electrical equipment	2
equipment.n.01	drawing equipment	1
equipment.n.01	excavator	1
equipment.n.01	stop equipment	1
equipment.n.01	protective equipment	1
equipment.n.01	stuff	1
equipment.n.01	cooking equipment	1
equipment.n.01	large equipment	1
equipment.n.01	cleaning equipment	1
equipment.n.01	towing equipment	1
equipment.n.01	departing equipment	1
equipment.n.01	sporting equipment	1
equipment.n.01	external equipment	1
equipment.n.01	recording equipment	1
equipment.n.01	tilling equipment	1
era.n.01	eras	1
era.n.01	new era fits	1
era.n.01	new era	1
era.n.01	era	1
eraser.n.01	eraser	31
eraser.n.01	erasers	2
erectile_dysfunction.n.01	ed	2
erection.n.01	erection	2
erosion.n.01	wearing	35
erosion.n.01	erosion	1
escalator_clause.n.01	escalator	31
escalator_clause.n.01	escalators	2
escalator_clause.n.01	staircase	1
escape.n.01	escape	11
escape.n.01	escapes	1
escargot.n.01	escargot	2
escarpment.n.01	escarpment	1
eskimo_dog.n.01	husky	4
eskimo_dog.n.01	huskies	1
espresso_maker.n.01	espresso maker	1
espresso.n.01	espresso	4
estate.n.01	estate	5
estate.n.01	real estate	1
estonian.n.01	estonian	1
etching.n.01	etching	10
etching.n.01	etchings	4
ethernet_cable.n.01	ethernet cable	1
ethnicity.n.01	asian ethnicity	1
eucalyptus.n.02	eucalyptus trees	1
euro.n.01	euro	1
european.n.01	european	1
eve.n.01	eve	1
eve.n.01	overhanging eve	1
evening.n.01	evening	5
evening.n.01	autumn	1
event.n.01	event	44
event.n.01	sporting event	3
event.n.01	snowboarding event	2
event.n.01	events	1
event.n.01	social event	1
event.n.01	outside event	1
event.n.01	public event	1
event.n.01	outdoor event	1
evil.n.01	evil	1
ewe.n.01	ewe	13
ewe.n.01	ewes	1
ex-husband.n.01	ex	1
examiner.n.01	tester	1
example.n.01	example	1
excavator.n.01	excavator	2
excelsior.n.01	wood shavings	1
exception.n.01	no exceptions	1
excess.n.01	nouveauesque excess	1
exchange.n.01	exchange	1
exclamation_mark.n.01	exclamation points	3
exclamation.n.01	exclamation	2
executive.n.01	executive	1
exercise_bike.n.01	exercise bike	2
exercise.n.01	exercise	4
exercise.n.03	drill	10
exercise.n.03	yellow drill	1
exhaust_fan.n.01	exhaust fan	15
exhaust_fan.n.01	exhaust fans	1
exhaust_pipe.n.01	exhaust pipe	132
exhaust_pipe.n.01	exhaust pipes	19
exhaust_pipe.n.01	tailpipe	1
exhaust_pipe.n.01	two exhaust pipes	1
exhaust_pipe.n.01	chrome exhaust pipe	1
exhaust_pipe.n.01	dual exhaust pipes	1
exhaust.n.01	exhaust	159
exhaust.n.01	exhaust vent	4
exhaust.n.01	exhaust stack	2
exhaust.n.01	exhaust funnel	1
exhaust.n.01	chrome exhaust	1
exhaust.n.01	exhaust fumes	1
exhaust.n.01	white exhaust	1
exhaust.n.02	exhaust system	5
exhaust.n.02	exhaust systems	1
exhaustion.n.01	exhaustion	1
exhibit.n.01	exhibit	54
exhibit.n.01	exhibits	3
exhibition.n.01	exhibition	1
exhibition.n.02	expo	1
exit.n.01	exit	46
exit.n.01	no exit	1
exit.n.01	exits	1
exit.n.01	exit here	1
experience.n.01	dining experience	1
experiment.n.01	experiment	1
explanation.n.01	explanation	2
explorer.n.01	white explorer	1
explosion.n.01	explosions	1
explosion.n.02	burst	1
exposure.n.01	exposure	1
express.n.01	express	6
expression.n.01	expression	40
expression.n.01	facial expression	12
expression.n.01	look	12
expression.n.01	happy expression	3
expression.n.01	intense look	2
expression.n.01	surprised expression	2
expression.n.01	serious look	1
expression.n.01	concerned expression	1
expression.n.01	wry expression	1
expression.n.01	odd look	1
expression.n.01	lively expression	1
expression.n.01	odd expression	1
expression.n.01	crazy look	1
expression.n.01	expressions	1
expression.n.01	concerned look	1
expression.n.01	ndicisive look	1
expression.n.01	looks	1
expression.n.01	look left	1
expression.n.01	painful expression	1
expression.n.01	disgruntled expression	1
expression.n.01	scared look	1
expression.n.01	challenging expression	1
expression.n.01	comical look	1
expressway.n.01	freeway	33
expressway.n.01	expressway	4
expressway.n.01	pike	4
expressway.n.01	1-5 freeway	1
extension_cord.n.01	extension cord	9
extension_cord.n.01	extension cords	1
extension_ladder.n.01	extension ladder	1
extension.n.01	extension	14
extension.n.01	extensions	2
extension.n.01	an extension	1
external.n.01	external	2
external.n.01	device	1
extremity.n.01	appendage	3
extremity.n.01	extremity	2
extremity.n.01	lower extremity	1
extremity.n.01	appendages	1
extremum.n.02	peak	138
extremum.n.02	peaks	38
extremum.n.02	covered peak	1
eye_socket.n.01	eye socket	5
eye_socket.n.01	eye sockets	1
eye.n.01	eye	10747
eye.n.01	eyes	2774
eye.n.01	left eye	324
eye.n.01	right eye	297
eye.n.01	black eye	77
eye.n.01	black eyes	48
eye.n.01	blue eyes	34
eye.n.01	brown eye	29
eye.n.01	blue eye	29
eye.n.01	brown eyes	25
eye.n.01	dark eyes	20
eye.n.01	dark eye	15
eye.n.01	green eyes	14
eye.n.01	two eyes	13
eye.n.01	eye lashes	11
eye.n.01	yellow eye	10
eye.n.01	closed eye	10
eye.n.01	green eye	6
eye.n.01	eye lash	6
eye.n.01	red eye	5
eye.n.01	yellow eyes	5
eye.n.01	closed eyes	5
eye.n.01	an eye	5
eye.n.01	open eye	5
eye.n.01	white eye	4
eye.n.01	open eyes	4
eye.n.01	big eyes	4
eye.n.01	small eye	2
eye.n.01	his eyes	2
eye.n.01	one eye	2
eye.n.01	ball	2
eye.n.01	eyes closed	2
eye.n.01	eye steer	2
eye.n.01	oval eye	2
eye.n.01	brows	1
eye.n.01	blurry eye	1
eye.n.01	golden eyes	1
eye.n.01	eye is red	1
eye.n.01	eye are blue	1
eye.n.01	eye crinkles	1
eye.n.01	eye covering	1
eye.n.01	one eye closed	1
eye.n.01	crossed eyes	1
eye.n.01	no eyes	1
eye.n.01	eye black	1
eye.n.01	eye closed	1
eye.n.01	yellowish eye	1
eye.n.01	sad eyes	1
eye.n.01	2 eyes	1
eye.n.01	eye is dark	1
eye.n.01	her eyes open	1
eye.n.01	soulful eye	1
eye.n.01	glowing eyes	1
eye.n.01	eye is blue	1
eye.n.01	eyes are blue	1
eye.n.01	eye on stove top	1
eye.n.01	eye is green	1
eye.n.01	eyes are yellow	1
eye.n.01	sleepy eyes	1
eye.n.01	his eye	1
eye.n.01	eye's	1
eye.n.01	eye of the toy doll	1
eye.n.01	eyes peering through	1
eye.n.01	eyes staring	1
eye.n.01	big brown eye	1
eye.n.01	red eyes	1
eye.n.01	optic	1
eye.n.01	squinting eyes	1
eye.n.01	eye.	1
eye.n.01	plush eyes	1
eye.n.01	eyes open	1
eye.n.01	eye .	1
eye.n.01	pink eye	1
eye.n.01	left black eye	1
eye.n.01	googly eye	1
eye.n.01	framed eye	1
eye.n.01	eye open	1
eye.n.01	plastic eyes	1
eye.n.01	wide eyes	1
eye.n.01	eye staring	1
eye.n.01	blue and white eyes	1
eye.n.01	eyes are	1
eye.n.01	orange eye	1
eye.n.01	green-marble eyes	1
eye.n.01	orange eyes	1
eye.n.01	beady eyes	1
eye.n.01	eyes down	1
eye.n.01	human eye	1
eye.n.01	girls/brown eyes	1
eye.n.01	has yellow eyes	1
eye.n.01	there is an eye	1
eye.n.01	eyes.	1
eye.n.01	eye catching	1
eye.n.01	eyes are covered	1
eyeball.n.01	eyeball	44
eyeball.n.01	orb	15
eyeball.n.01	eyeballs	6
eyeball.n.01	right eyeball	2
eyeball.n.01	orbs	2
eyeball.n.01	large white orb	1
eyeball.n.01	red orb	1
eyebrow.n.01	eyebrow	615
eyebrow.n.01	eyebrows	185
eyebrow.n.01	right eyebrow	9
eyebrow.n.01	left eyebrow	9
eyebrow.n.01	thin eyebrow	2
eyebrow.n.01	thick eyebrows	2
eyebrow.n.01	brown eyebrows	2
eyebrow.n.01	white eyebrows	1
eyebrow.n.01	brows	1
eyebrow.n.01	eyebrow visible	1
eyebrow.n.01	black eyebrows	1
eyebrow.n.01	bushy eyebrows	1
eyebrow.n.01	plush eyebrow	1
eyebrow.n.01	raised eyebrow	1
eyebrow.n.01	dark eyebrows	1
eyebrow.n.01	puppy eyebrow	1
eyelash.n.01	eyelashes	130
eyelash.n.01	eyelash	41
eyelash.n.01	long eyelashes	5
eyelash.n.01	black eyelashes	1
eyelash.n.01	fake eyelashes	1
eyelid.n.01	lid	2118
eyelid.n.01	lids	41
eyelid.n.01	eyelid	26
eyelid.n.01	red lid	15
eyelid.n.01	black lid	15
eyelid.n.01	white lid	14
eyelid.n.01	plastic lid	11
eyelid.n.01	blue lid	11
eyelid.n.01	green lid	5
eyelid.n.01	yellow lid	5
eyelid.n.01	open lid	5
eyelid.n.01	colorful lid	4
eyelid.n.01	eyelids	4
eyelid.n.01	closed lid	4
eyelid.n.01	toliet lid	3
eyelid.n.01	grey lid	2
eyelid.n.01	brown lid	2
eyelid.n.01	white lid on can	1
eyelid.n.01	lid is brown	1
eyelid.n.01	lid is wooden	1
eyelid.n.01	small yellow lid	1
eyelid.n.01	domed lid	1
eyelid.n.01	there is a lid.	1
eyelid.n.01	box	1
eyelid.n.01	no lid	1
eyelid.n.01	clear lid	1
eyelid.n.01	long red lid	1
eyelid.n.01	seat	1
eyelid.n.01	lid is down	1
eyelid.n.01	lid up	1
eyelid.n.01	orange lid	1
eyelid.n.01	black lids	1
eyelid.n.01	blue lids	1
eyelid.n.01	wooden lid	1
eyelid.n.01	lid down	1
eyelid.n.01	pink lid	1
eyelid.n.01	hinged lid	1
eyelid.n.01	brown eyelid	1
eyelid.n.01	three lids	1
eyeliner.n.01	eyeliner	13
eyeliner.n.01	black eyeliner	1
eyepatch.n.01	eyepatch	2
eyeshadow.n.01	eyeshadow	7
eyesight.n.01	eyesight	2
eyesight.n.01	seeing	1
fabric.n.01	cloth	1366
fabric.n.01	fabric	591
fabric.n.01	cloths	57
fabric.n.01	white cloth	33
fabric.n.01	blue cloth	24
fabric.n.01	red cloth	12
fabric.n.01	fabrics	8
fabric.n.01	white fabric	7
fabric.n.01	blue fabric	7
fabric.n.01	green cloth	6
fabric.n.01	red fabric	6
fabric.n.01	black fabric	6
fabric.n.01	checkered cloth	5
fabric.n.01	brown cloth	4
fabric.n.01	plaid cloth	4
fabric.n.01	striped fabric	4
fabric.n.01	gray cloth	4
fabric.n.01	black cloth	4
fabric.n.01	pink cloth	3
fabric.n.01	green fabric	3
fabric.n.01	orange cloth	2
fabric.n.01	brown fabric	2
fabric.n.01	purple cloth	2
fabric.n.01	towel	2
fabric.n.01	printed fabric	2
fabric.n.01	cloth covering	2
fabric.n.01	black cloths	2
fabric.n.01	grey cloth	2
fabric.n.01	placemat	1
fabric.n.01	purple fabric	1
fabric.n.01	decorated cloths	1
fabric.n.01	squared cloth	1
fabric.n.01	squared cloths	1
fabric.n.01	clear fabric	1
fabric.n.01	cloth is colorful	1
fabric.n.01	yellow fabric	1
fabric.n.01	cloth is red	1
fabric.n.01	wearing pink cloth	1
fabric.n.01	blanket	1
fabric.n.01	clothing	1
fabric.n.01	table coat	1
fabric.n.01	indian cloths	1
fabric.n.01	tablecloth	1
fabric.n.01	stripes	1
fabric.n.01	was cloth	1
fabric.n.01	carpet	1
fabric.n.01	fuzzy fabric	1
fabric.n.01	white cloths	1
fabric.n.01	green striped fabric	1
fabric.n.01	checkered fabric	1
fabric.n.01	pink fabric	1
fabric.n.01	raggedy cloths	1
fabric.n.01	dark fabric	1
fabric.n.01	plaid fabric	1
fabric.n.01	patterned fabric	1
fabric.n.01	extra fabric	1
fabric.n.01	saddling cloth	1
fabric.n.01	crocheted cloth.	1
fabric.n.01	squared fabric	1
facade.n.01	facade	75
facade.n.01	building facade	3
facade.n.01	facades	1
facade.n.01	building	1
facade.n.01	front facade	1
face_guard.n.01	face guard	31
face_mask.n.01	face mask	113
face_mask.n.01	protective face mask	1
face_mask.n.01	black face mask	1
face.n.01	face	7646
face.n.01	faces	80
face.n.01	white face	48
face.n.01	black face	37
face.n.01	smiling face	8
face.n.01	happy face	7
face.n.01	funny face	6
face.n.01	head	5
face.n.01	red face	5
face.n.01	platic face	5
face.n.01	painted face	4
face.n.01	sad face	4
face.n.01	round face	3
face.n.01	two faces	3
face.n.01	brown face	3
face.n.01	face drawn	3
face.n.01	bearded face	2
face.n.01	dark face	2
face.n.01	blue face	2
face.n.01	yellow face	2
face.n.01	black faces	2
face.n.01	ceramic face	2
face.n.01	black face.	1
face.n.01	hair	1
face.n.01	white marked face	1
face.n.01	skeletal face	1
face.n.01	laying face up	1
face.n.01	white faces	1
face.n.01	cleah shaven face	1
face.n.01	face looking ahead	1
face.n.01	excited face	1
face.n.01	cute face	1
face.n.01	frame	1
face.n.01	curious face	1
face.n.01	concentrating face	1
face.n.01	odd face	1
face.n.01	wrinkled face	1
face.n.01	driver	1
face.n.01	cranky face	1
face.n.01	on face	1
face.n.01	touching thier face	1
face.n.01	broken face	1
face.n.01	her face	1
face.n.01	pretty face	1
face.n.01	alien face	1
face.n.01	face is white	1
face.n.01	with face	1
face.n.01	front	1
face.n.01	wrinkly face	1
face.n.01	boy's face	1
face.n.01	scary face	1
face.n.01	kissing face	1
face.n.01	neutral face	1
face.n.01	blurred face	1
face.n.01	carved face	1
face.n.01	front of face	1
face.n.01	partial face	1
face.n.01	scowling face	1
face.n.01	purple face	1
face.n.01	canine face	1
face.n.01	four faces	1
face.n.01	second face	1
face.n.01	human face	1
face.n.01	brown curly face	1
face.n.01	digital face	1
face.n.01	covering face	1
face.n.01	striped face	1
face.n.01	asian face	1
face.n.01	light face	1
face.n.01	with a face	1
face.n.01	with a face on it	1
face.n.01	concrete face	1
face.n.01	another face	1
face.n.01	exagerrated face	1
face.n.01	serious face	1
face.n.01	from the face	1
face.n.01	top of face	1
face.n.01	face reflected	1
face.n.01	blurry face	1
face.n.01	glasses-man's face	1
face.n.01	face.	1
faceplate.n.01	faceplate	2
faceplate.n.01	electric faceplate	1
facility.n.01	facility	11
facsimile.n.02	fax	3
facsimile.n.02	white fax	1
fact.n.01	facts	2
factory.n.01	factory	20
factory.n.01	mill	14
factory.n.01	mills	2
factory.n.01	grinding mill	1
faculty.n.01	module	2
fad.n.01	fad	1
fag_end.n.01	tail end	24
fagot.n.01	poof	4
fagot.n.01	pouf	2
fairy_bluebird.n.01	bluebird	1
fairy.n.01	fairy	2
fairy.n.01	sprite	1
fake.n.01	fake	4
fake.n.01	sham	1
falcon.n.01	falcon	1
falconer.n.01	carrer d'en falconer	1
fall.n.01	fall	12
fall.n.01	fall leaves	2
fall.n.01	autumn leaves	2
fall.n.01	in mid fall	1
fall.n.01	autumn	1
fall.n.01	falls	1
fame.n.01	fame	1
fame.n.01	small fame	1
family_room.n.01	family room	4
family.n.01	family	201
family.n.01	families	3
family.n.01	household	1
family.n.01	family of four	1
fan_blade.n.01	fan blade	9
fan.n.01	fan	604
fan.n.01	fans	217
fan.n.01	black fan	5
fan.n.01	electric fan	4
fan.n.01	man	3
fan.n.01	white fan	2
fan.n.01	small fan	1
fan.n.01	person	1
fan.n.01	spectators	1
fan.n.01	fan unit	1
fan.n.01	overhead fan	1
fan.n.01	audience	1
fan.n.01	hood	1
fan.n.01	celing fan	1
fan.n.01	speaker	1
fan.n.01	fan.	1
fan.n.01	industrial fan	1
fan.n.01	fans watching	1
fan.n.01	several fans	1
fan.n.01	three fans	1
fan.n.01	round fan	1
fan.n.01	over-the-range fan	1
fan.n.01	personal fan	1
fang.n.01	fang	14
fang.n.01	fangs	9
fang.n.01	front fangs	1
fanny_pack.n.01	fanny pack	36
fanny_pack.n.01	black fanny pack	1
farewell.n.02	parting	1
farm.n.01	farm	96
farm.n.01	farms	2
farm.n.01	of farm	1
farm.n.01	heard of	1
farm.n.01	'farm fresh'	1
farmer.n.01	farmer	20
farmer.n.01	farmers	5
farmer.n.01	farmer's	1
farmer.n.01	there are farmers	1
farmhouse.n.01	farmhouse	8
farmhouse.n.01	farmhouses	1
farmhouse.n.01	cottage	1
farming.n.01	farming	1
farmland.n.01	farmland	12
farmland.n.01	farmlands	1
fascia.n.01	arched fascia	1
fast.n.01	fast	5
fastener.n.01	fastener	28
fastener.n.01	fasteners	16
fastener.n.01	yellow fasteners	1
fastener.n.01	fastener's	1
fastener.n.01	black fastener	1
fastener.n.02	fastening	2
fat.n.01	fat	15
fat.n.01	curled fat	1
fat.n.01	low in fat	1
father.n.01	father	38
fatigue.n.01	fatigues	4
fatigue.n.01	fatigue	1
faucet.n.01	faucet	1745
faucet.n.01	faucets	51
faucet.n.01	spigot	31
faucet.n.01	faucet handle	22
faucet.n.01	faucet handles	5
faucet.n.01	chrome faucet	4
faucet.n.01	sink faucet	3
faucet.n.01	spigots	2
faucet.n.01	silver	1
faucet.n.01	faucet is modern	1
faucet.n.01	tap	1
faucet.n.01	left faucet	1
faucet.n.01	silver faucet	1
faucet.n.01	water	1
faucet.n.01	water faucet	1
faucet.n.01	left faucet handle	1
faucet.n.01	curved faucet	1
faucet.n.01	faucet above	1
faucet.n.01	faucet is silver	1
faucet.n.01	faucet.	1
faucet.n.01	red faucet	1
faucet.n.01	spigot handle	1
faucet.n.01	faucets sink	1
faucet.n.01	yellow faucet	1
faucet.n.01	gray faucet	1
faucet.n.01	two faucets	1
faucet.n.01	attached faucets	1
faucet.n.01	black faucet	1
faucet.n.01	faucet has	1
faux_pas.n.01	slip	7
faux_pas.n.01	black slip	1
favor.n.01	favors	1
feather_boa.n.01	boa	12
feather_boa.n.01	pink boa	2
feather_boa.n.01	feather boa	1
feather.n.01	feathers	775
feather.n.01	feather	447
feather.n.01	white feathers	26
feather.n.01	black feathers	16
feather.n.01	plume	11
feather.n.01	blue feathers	10
feather.n.01	brown feathers	9
feather.n.01	white feather	5
feather.n.01	black feather	5
feather.n.01	red feathers	4
feather.n.01	gray feather	4
feather.n.01	yellow feathers	4
feather.n.01	dark feathers	4
feather.n.01	red feather	4
feather.n.01	gray feathers	3
feather.n.01	pink feathers	3
feather.n.01	yellow feather	3
feather.n.01	grey feathers	2
feather.n.01	brown feather	2
feather.n.01	green feathers	2
feather.n.01	white part	1
feather.n.01	black plumage	1
feather.n.01	fluffed feathers	1
feather.n.01	bottom feathers	1
feather.n.01	grey feather	1
feather.n.01	plumage	1
feather.n.01	long feathers	1
feather.n.01	pink feather	1
feather.n.01	spiky feathers	1
feather.n.01	pluck feathers	1
feather.n.01	blue plume	1
feather.n.01	ruffled feathers	1
feather.n.01	feathers are brown	1
feather.n.01	orange feathers	1
feature.n.01	feature	8
feature.n.01	features	3
feature.n.01	facial features	3
fecal_matter.n.01	feces	21
federal_protective_service.n.01	fps	1
federal.n.02	fed	6
federal.n.02	fed ex	2
federal.n.02	lady's hand	1
fedora.n.01	fedora	32
fee.n.01	fees	1
feed.n.01	feed	18
feeder.n.01	feeder	103
feeder.n.01	feeders	4
feeling.n.01	feeling	1
feline.n.01	feline	4
feline.n.01	felines	1
felt.n.01	felt	12
felt.n.01	surface	1
female.n.01	female	254
female.n.01	females	9
female.n.01	female's	1
female.n.01	two females	1
fence_line.n.01	fence line	10
fence_line.n.01	fence lines	1
fence.n.01	fence	9915
fence.n.01	fencing	379
fence.n.01	wooden fence	75
fence.n.01	chainlink fence	36
fence.n.01	black fence	35
fence.n.01	fences	31
fence.n.01	white fence	22
fence.n.01	blue fence	12
fence.n.01	brown fence	11
fence.n.01	green fence	10
fence.n.01	chain-link fence	9
fence.n.01	orange fence	6
fence.n.01	small fence	6
fence.n.01	railing	5
fence.n.01	wired fence	5
fence.n.01	tall fence	4
fence.n.01	fence behind	4
fence.n.01	red fence	4
fence.n.01	fence is grey	3
fence.n.01	behind fence	3
fence.n.01	barbed fence	3
fence.n.01	black fencing	3
fence.n.01	portable fence	3
fence.n.01	fence in front	2
fence.n.01	fence is black	2
fence.n.01	wall	2
fence.n.01	top of fence	2
fence.n.01	fence is wooden	2
fence.n.01	short fence	2
fence.n.01	orange fencing	2
fence.n.01	boarded fence	2
fence.n.01	back fence	2
fence.n.01	long fence	2
fence.n.01	stripped fence	2
fence.n.01	netted fence	1
fence.n.01	broken fence	1
fence.n.01	fence graphic	1
fence.n.01	other fences	1
fence.n.01	there is a fence	1
fence.n.01	tall white fence	1
fence.n.01	fence on the buildin	1
fence.n.01	fence outside	1
fence.n.01	wood stick of fence	1
fence.n.01	meshed fence	1
fence.n.01	upper fence	1
fence.n.01	far fence	1
fence.n.01	barrigates	1
fence.n.01	fence is green	1
fence.n.01	windscreen	1
fence.n.01	area	1
fence.n.01	net	1
fence.n.01	rail	1
fence.n.01	natural fence	1
fence.n.01	split-log fence	1
fence.n.01	this is a fence	1
fence.n.01	view	1
fence.n.01	iron fence	1
fence.n.01	white fencing	1
fence.n.01	fence covering	1
fence.n.01	gray fence	1
fence.n.01	fence has top	1
fence.n.01	wood	1
fence.n.01	beside fence	1
fence.n.01	guard rail	1
fence.n.01	picnic table	1
fence.n.01	house	1
fence.n.01	balcony	1
fence.n.01	concrete fence	1
fence.n.01	the fence	1
fence.n.01	chain-linked fence	1
fence.n.01	metallic fence	1
fence.n.01	linked fence	1
fence.n.01	arched fence	1
fence.n.01	fence .	1
fence.n.01	chanlink fence	1
fence.n.01	netted fencing	1
fence.n.01	retaining fence	1
fence.n.01	fence is painted	1
fence.n.01	fence on right	1
fence.n.01	thin grey fence	1
fence.n.01	dividing fence	1
fence.n.01	metallic fence.	1
fence.n.01	picked fence	1
fence.n.01	bush fence	1
fence.n.01	blue fencing	1
fence.n.01	to fence	1
fence.n.01	by fence	1
fence.n.01	chain-link fencing	1
fence.n.01	fencing near	1
fence.n.01	near the fence	1
fence.n.01	green fence and	1
fence.n.01	corral fences	1
fence.n.01	curved fence	1
fence.n.01	electrified fence	1
fence.n.01	curved fencing	1
fence.n.01	protective fence	1
fence.n.01	electrical fence	1
fence.n.01	cracked fence	1
fence.n.01	wooden fencing	1
fence.n.01	barbed-wire fence	1
fence.n.01	large fence	1
fence.n.01	netting on the fence	1
fence.n.01	silver/metal fence	1
fence.n.01	fallen fencing	1
fence.n.01	dark fence	1
fence.n.01	netting of the fence	1
fence.n.01	solid fence	1
fence.n.01	1 fence	1
fence.n.01	grey fence	1
fence.n.01	leaning fence	1
fence.n.01	green fencing	1
fence.n.01	blue fence is	1
fence.n.01	blurred fence	1
fence.n.01	fence 2	1
fence.n.01	fence is accordeon	1
fence.n.01	fence netting	1
fence.n.01	chain/link fence	1
fencer.n.01	fencer	1
fender.n.01	fender	316
fender.n.01	front fender	16
fender.n.01	rear fender	6
fender.n.01	fenders	5
fender.n.01	black fender	4
fender.n.01	red fender	2
fender.n.01	purple fenders	2
fender.n.01	gray fender	1
fender.n.01	back fender	1
fender.n.01	left front fender	1
fender.n.01	yellow fender	1
fender.n.01	fender moped	1
fender.n.01	white fender	1
fender.n.02	cowcatcher	3
fenestra_rotunda.n.01	round window	21
fennel_seed.n.01	fennel seeds	1
fennel.n.01	fennel	11
ferris_wheel.n.01	ferris wheel	4
ferrule.n.01	ferrule	2
ferry.n.01	ferry	17
festival.n.01	festival	6
festival.n.01	outdoor festival	1
fetch.n.01	fetch	1
fetlock.n.01	fetlock	2
fettuccine.n.01	fettuccine	1
few.n.01	few	4
fez.n.01	fez	4
fez.n.01	avoiding the fez	1
fiance.n.01	fiance	1
fiber.n.01	fibers	1
fiber.n.01	fiber	1
fiber.n.01	fiber on orange	1
fiber.n.01	fibers on orange	1
fiberboard.n.01	fiberboard	1
fiberboard.n.01	particle board	1
fibril.n.01	filaments	2
fibril.n.01	tiny filaments	1
fiction.n.01	australian fiction	1
fictional_character.n.01	character	169
fictional_character.n.01	characters	69
fictional_character.n.01	chinese characters	19
fictional_character.n.01	asian character	6
fictional_character.n.01	asian characters	6
fictional_character.n.01	white character	5
fictional_character.n.01	foreign character	5
fictional_character.n.01	bear	3
fictional_character.n.01	black characters	2
fictional_character.n.01	chinese character	2
fictional_character.n.01	white characters	2
fictional_character.n.01	japanese characters	2
fictional_character.n.01	doll	1
fictional_character.n.01	guitar	1
fictional_character.n.01	foreign characters	1
fictional_character.n.01	disney character	1
fictional_character.n.01	yellow characters	1
fictional_character.n.01	black character	1
fictional_character.n.01	foreing character	1
fictional_character.n.01	animated character	1
ficus.n.01	houseplant	1
field_day.n.04	picnic	16
field_day.n.04	two picnic	1
field_hockey.n.01	hockey sticks	1
field.n.01	field	5782
field.n.01	grassy field	44
field.n.01	fields	33
field.n.01	green field	31
field.n.01	playing field	8
field.n.01	open field	6
field.n.01	grass	4
field.n.01	dry field	4
field.n.01	brown field	4
field.n.01	large field	4
field.n.01	ground	3
field.n.01	snowy field	3
field.n.01	field.	2
field.n.01	animal field	2
field.n.01	field is green	2
field.n.01	out field	2
field.n.01	field of	2
field.n.01	in field	2
field.n.01	dirt	1
field.n.01	working the field	1
field.n.01	area	1
field.n.01	land	1
field.n.01	right field	1
field.n.01	skate park	1
field.n.01	cornfield	1
field.n.01	landing	1
field.n.01	ditch	1
field.n.01	baseball	1
field.n.01	green grassy field	1
field.n.01	game	1
field.n.01	park	1
field.n.01	in  a field	1
field.n.01	plain	1
field.n.01	meadow	1
field.n.01	field 1	1
field.n.01	herd	1
field.n.01	outer field	1
field.n.01	from field	1
field.n.01	enclosed field	1
field.n.01	lined field	1
field.n.01	field`s part	1
field.n.01	field]	1
field.n.01	flooded field	1
field.n.01	con field	1
field.n.01	yellow field	1
field.n.01	down field	1
field.n.01	field marking	1
field.n.01	left field	1
field.n.01	in the field	1
field.n.01	flat field	1
field.n.01	rocky field	1
field.n.01	bush field	1
field.n.01	no field	1
field.n.01	athletic field	1
field.n.01	in fields	1
field.n.01	green-grassy field	1
field.n.01	on the field	1
fielder.n.01	fielder	7
fielder.n.01	left fielder	2
fieldfare.n.01	snowbird	1
fifteen.n.01	15	31
fifteen.n.01	fifteen	1
fifth.n.01	fifth	3
fifty.n.01	50	14
fight.n.02	fighting	2
figure.n.01	figure	278
figure.n.01	figures	52
figure.n.01	fig	8
figure.n.01	human figure	4
figure.n.01	humanoid figure	3
figure.n.01	caucasian figure	2
figure.n.01	green figure	2
figure.n.01	ceramic figure	2
figure.n.01	wooden figure	2
figure.n.01	carved figures	2
figure.n.01	display	1
figure.n.01	strange figures	1
figure.n.01	stuffed figure	1
figure.n.01	pony	1
figure.n.01	statue	1
figure.n.01	figs	1
figure.n.01	egyptian figure	1
figure.n.01	standing figure	1
figure.n.01	humanhead figure	1
figure.n.01	central figure	1
figure.n.01	dark figures	1
figure.n.01	colored figure	1
figure.n.01	mythological figures	1
figure.n.01	female figure	1
figure.n.01	fig paste	1
figure.n.01	decorative figure	1
figure.n.01	red figure	1
figure.n.01	solitary figure.	1
figure.n.01	religious figure	1
figurine.n.01	figurine	203
figurine.n.01	figurines	35
figurine.n.01	statuettes	5
figurine.n.01	statuette	4
figurine.n.01	figures	1
figurine.n.01	toy	1
figurine.n.01	spiderman	1
figurine.n.01	plastic figurine	1
figurine.n.01	two figurines	1
figurine.n.01	tiny figurine	1
figurine.n.01	fondant figurine	1
figurine.n.01	wooden figurines	1
figurine.n.01	small figurine	1
fiji.n.01	fiji	2
filament.n.03	fila	5
file_folder.n.01	file folder	1
file.n.01	files	18
