supercat	category	ssid	no_imgs	no_objs	objname	name_count
article of clothing	dress.n.01	sari.n.01	11	13	sari	9
article of clothing	dress.n.01	sari.n.01	11	13	saree	3
article of clothing	dress.n.01	sari.n.01	11	13	saris	1
article of clothing	dress.n.01	strapless.n.01	2	2	strapless	2
article of clothing	dress.n.01	sundress.n.01	11	12	sundress	10
article of clothing	dress.n.01	sundress.n.01	11	12	white sundress	1
article of clothing	dress.n.01	sundress.n.01	11	12	purple sundress	1
article of clothing	footwear.n.01	footwear.n.01	25	28	footwear	26
article of clothing	footwear.n.01	footwear.n.01	25	28	athletic footwear	1
article of clothing	footwear.n.01	footwear.n.01	25	28	plastic footwear	1
article of clothing	footwear.n.01	hosiery.n.01	381	418	hose	374
article of clothing	footwear.n.01	hosiery.n.01	381	418	hoses	19
article of clothing	footwear.n.01	hosiery.n.01	381	418	black hose	4
article of clothing	footwear.n.01	hosiery.n.01	381	418	hosiery	3
article of clothing	footwear.n.01	hosiery.n.01	381	418	red hose	3
article of clothing	footwear.n.01	hosiery.n.01	381	418	green hose	3
article of clothing	footwear.n.01	hosiery.n.01	381	418	white hose	2
article of clothing	footwear.n.01	hosiery.n.01	381	418	nerf hose	2
article of clothing	footwear.n.01	hosiery.n.01	381	418	pull out hose	1
article of clothing	footwear.n.01	hosiery.n.01	381	418	yellow ropes	1
article of clothing	footwear.n.01	hosiery.n.01	381	418	flexible hose	1
article of clothing	footwear.n.01	hosiery.n.01	381	418	thermal hose	1
article of clothing	footwear.n.01	hosiery.n.01	381	418	blue hose	1
article of clothing	footwear.n.01	hosiery.n.01	381	418	yellow hose	1
article of clothing	footwear.n.01	hosiery.n.01	381	418	panty hose	1
article of clothing	footwear.n.01	hosiery.n.01	381	418	yellow hoses	1
article of clothing	footwear.n.01	knee-high.n.01	1	1	knee-high	1
article of clothing	footwear.n.01	pantyhose.n.01	6	6	pantyhose	6
article of clothing	footwear.n.01	sock.n.01	2623	4057	sock	2323
article of clothing	footwear.n.01	sock.n.01	2623	4057	socks	1415
article of clothing	footwear.n.01	sock.n.01	2623	4057	white sock	49
article of clothing	footwear.n.01	sock.n.01	2623	4057	white socks	48
article of clothing	footwear.n.01	sock.n.01	2623	4057	black sock	46
article of clothing	footwear.n.01	sock.n.01	2623	4057	black socks	38
article of clothing	footwear.n.01	sock.n.01	2623	4057	blue sock	22
article of clothing	footwear.n.01	sock.n.01	2623	4057	blue socks	19
article of clothing	footwear.n.01	sock.n.01	2623	4057	red socks	16
article of clothing	footwear.n.01	sock.n.01	2623	4057	red sock	12
article of clothing	footwear.n.01	sock.n.01	2623	4057	long socks	7
article of clothing	footwear.n.01	sock.n.01	2623	4057	right sock	4
article of clothing	footwear.n.01	sock.n.01	2623	4057	striped sock	4
article of clothing	footwear.n.01	sock.n.01	2623	4057	green socks	4
article of clothing	footwear.n.01	sock.n.01	2623	4057	left sock	3
article of clothing	footwear.n.01	sock.n.01	2623	4057	striped socks	3
article of clothing	footwear.n.01	sock.n.01	2623	4057	athletic sock	2
article of clothing	footwear.n.01	sock.n.01	2623	4057	yellow sock	2
article of clothing	footwear.n.01	sock.n.01	2623	4057	purple socks	2
article of clothing	footwear.n.01	sock.n.01	2623	4057	purple sock	2
article of clothing	footwear.n.01	sock.n.01	2623	4057	high-top sock	2
article of clothing	footwear.n.01	sock.n.01	2623	4057	gray sock	2
article of clothing	footwear.n.01	sock.n.01	2623	4057	no sock	2
article of clothing	footwear.n.01	sock.n.01	2623	4057	gray socks	2
article of clothing	footwear.n.01	sock.n.01	2623	4057	short/white socks	2
article of clothing	footwear.n.01	sock.n.01	2623	4057	no socks	2
article of clothing	footwear.n.01	sock.n.01	2623	4057	long blue sock	2
article of clothing	footwear.n.01	sock.n.01	2623	4057	has worn socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	socks are black	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	socks are white	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	knee-high socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	long black socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	pink socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	underwear	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	bright white sock	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	orange socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	pink sock	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	high socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	wearing blue socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	grey sock	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	dark socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	yellow socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	dirty sock	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	long sock	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	blue & white socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	nike socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	brown sock	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	dusty socks	1
article of clothing	footwear.n.01	sock.n.01	2623	4057	and socks	1
article of clothing	footwear.n.01	stocking.n.01	88	106	stockings	53
article of clothing	footwear.n.01	stocking.n.01	88	106	stocking	48
article of clothing	footwear.n.01	stocking.n.01	88	106	black stockings	4
article of clothing	footwear.n.01	stocking.n.01	88	106	pink stockings	1
article of clothing	footwear.n.01	tights.n.01	70	72	tights	65
article of clothing	footwear.n.01	tights.n.01	70	72	black tights	5
article of clothing	footwear.n.01	tights.n.01	70	72	white tights	1
article of clothing	footwear.n.01	tights.n.01	70	72	pink tights	1
article of clothing	glove.n.02	batting_glove.n.01	30	33	batting gloves	16
article of clothing	glove.n.02	batting_glove.n.01	30	33	batting glove	16
article of clothing	glove.n.02	batting_glove.n.01	30	33	brown batting glove	1
article of clothing	glove.n.02	glove.n.02	3523	4744	glove	3319
article of clothing	glove.n.02	glove.n.02	3523	4744	gloves	1258
article of clothing	glove.n.02	glove.n.02	3523	4744	black gloves	53
article of clothing	glove.n.02	glove.n.02	3523	4744	white glove	16
article of clothing	glove.n.02	glove.n.02	3523	4744	right glove	9
article of clothing	glove.n.02	glove.n.02	3523	4744	white gloves	8
article of clothing	glove.n.02	glove.n.02	3523	4744	blue gloves	6
article of clothing	glove.n.02	glove.n.02	3523	4744	left glove	6
article of clothing	glove.n.02	glove.n.02	3523	4744	brown glove	5
article of clothing	glove.n.02	glove.n.02	3523	4744	red glove	5
article of clothing	glove.n.02	glove.n.02	3523	4744	blue glove	4
article of clothing	glove.n.02	glove.n.02	3523	4744	red gloves	3
article of clothing	glove.n.02	glove.n.02	3523	4744	hand	3
article of clothing	glove.n.02	glove.n.02	3523	4744	wearing gloves	3
article of clothing	glove.n.02	glove.n.02	3523	4744	holding a glove	2
article of clothing	glove.n.02	glove.n.02	3523	4744	grey glove	2
article of clothing	glove.n.02	glove.n.02	3523	4744	green glove	2
article of clothing	glove.n.02	glove.n.02	3523	4744	fingerless glove	2
article of clothing	glove.n.02	glove.n.02	3523	4744	brown gloves	2
article of clothing	glove.n.02	glove.n.02	3523	4744	surgical glove	2
article of clothing	glove.n.02	glove.n.02	3523	4744	gloves are orange	1
article of clothing	glove.n.02	glove.n.02	3523	4744	black riding gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	pitcher glove	1
article of clothing	glove.n.02	glove.n.02	3523	4744	gloves.	1
article of clothing	glove.n.02	glove.n.02	3523	4744	glove up	1
article of clothing	glove.n.02	glove.n.02	3523	4744	pink gloves.	1
article of clothing	glove.n.02	glove.n.02	3523	4744	two gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	woman	1
article of clothing	glove.n.02	glove.n.02	3523	4744	beige gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	right black glove	1
article of clothing	glove.n.02	glove.n.02	3523	4744	blue & yellow gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	plastic gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	mitt	1
article of clothing	glove.n.02	glove.n.02	3523	4744	gloves are white	1
article of clothing	glove.n.02	glove.n.02	3523	4744	dark glove	1
article of clothing	glove.n.02	glove.n.02	3523	4744	yellow gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	glove`s part	1
article of clothing	glove.n.02	glove.n.02	3523	4744	plastic glove	1
article of clothing	glove.n.02	glove.n.02	3523	4744	yellow glove	1
article of clothing	glove.n.02	glove.n.02	3523	4744	green gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	gloves waving	1
article of clothing	glove.n.02	glove.n.02	3523	4744	blue and gray gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	glove is white	1
article of clothing	glove.n.02	glove.n.02	3523	4744	wearing white gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	riding glove	1
article of clothing	glove.n.02	glove.n.02	3523	4744	no gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	bulky gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	pink glove	1
article of clothing	glove.n.02	glove.n.02	3523	4744	glove's stitching	1
article of clothing	glove.n.02	glove.n.02	3523	4744	fingerless gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	cooking gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	blue white gloves	1
article of clothing	glove.n.02	glove.n.02	3523	4744	gray glove	1
article of clothing	glove.n.02	glove.n.02	3523	4744	black colored glove	1
article of clothing	glove.n.02	mitten.n.01	64	75	mitten	46
article of clothing	glove.n.02	mitten.n.01	64	75	mittens	19
article of clothing	glove.n.02	mitten.n.01	64	75	black mitten	3
article of clothing	glove.n.02	mitten.n.01	64	75	white mittens	2
article of clothing	glove.n.02	mitten.n.01	64	75	right mitten	1
article of clothing	glove.n.02	mitten.n.01	64	75	blue mittens	1
article of clothing	glove.n.02	mitten.n.01	64	75	blue mitten	1
article of clothing	glove.n.02	mitten.n.01	64	75	red mitten	1
article of clothing	glove.n.02	mitten.n.01	64	75	mitten is brown	1
article of clothing	headdress.n.01	balaclava.n.01	5	5	balaclava	5
article of clothing	headdress.n.01	baseball_cap.n.01	360	387	baseball cap	373
article of clothing	headdress.n.01	baseball_cap.n.01	360	387	baseball caps	5
article of clothing	headdress.n.01	baseball_cap.n.01	360	387	blue baseball cap	3
article of clothing	headdress.n.01	baseball_cap.n.01	360	387	green baseball cap	1
article of clothing	headdress.n.01	baseball_cap.n.01	360	387	red baseball cap	1
article of clothing	headdress.n.01	baseball_cap.n.01	360	387	black baseball cap	1
article of clothing	headdress.n.01	baseball_cap.n.01	360	387	white ball cap	1
article of clothing	headdress.n.01	baseball_cap.n.01	360	387	white baseball cap	1
article of clothing	headdress.n.01	baseball_cap.n.01	360	387	golf cap	1
article of clothing	headdress.n.01	bathing_cap.n.01	1	1	swimming cap	1
article of clothing	headdress.n.01	batting_helmet.n.01	22	23	batting helmet	22
article of clothing	headdress.n.01	batting_helmet.n.01	22	23	helmet	1
article of clothing	headdress.n.01	beanie.n.01	213	228	beanie	215
article of clothing	headdress.n.01	beanie.n.01	213	228	black beanie	5
article of clothing	headdress.n.01	beanie.n.01	213	228	blue beanie	1
article of clothing	headdress.n.01	beanie.n.01	213	228	black beanies	1
article of clothing	headdress.n.01	beanie.n.01	213	228	hat	1
article of clothing	headdress.n.01	beanie.n.01	213	228	beanies	1
article of clothing	headdress.n.01	beanie.n.01	213	228	purple beanie	1
article of clothing	headdress.n.01	beanie.n.01	213	228	knit beanie	1
article of clothing	headdress.n.01	beanie.n.01	213	228	grey beanie	1
article of clothing	headdress.n.01	beanie.n.01	213	228	red beanie	1
article of clothing	headdress.n.01	beret.n.01	25	31	beret	30
article of clothing	headdress.n.01	beret.n.01	25	31	black beret	1
article of clothing	headdress.n.01	boater.n.01	22	29	straw hat	16
article of clothing	headdress.n.01	boater.n.01	22	29	boater	10
article of clothing	headdress.n.01	boater.n.01	22	29	boaters	1
article of clothing	headdress.n.01	boater.n.01	22	29	straw hats	1
article of clothing	headdress.n.01	boater.n.01	22	29	straw hats are	1
article of clothing	headdress.n.01	bonnet.n.01	47	48	bonnet	45
article of clothing	headdress.n.01	bonnet.n.01	47	48	blue bonnet	3
article of clothing	headdress.n.01	bowler_hat.n.01	4	4	derby hat	2
article of clothing	headdress.n.01	bowler_hat.n.01	4	4	derby	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	cap	4605
article of clothing	headdress.n.01	cap.n.01	4406	5085	caps	98
article of clothing	headdress.n.01	cap.n.01	4406	5085	white cap	70
article of clothing	headdress.n.01	cap.n.01	4406	5085	black cap	55
article of clothing	headdress.n.01	cap.n.01	4406	5085	blue cap	48
article of clothing	headdress.n.01	cap.n.01	4406	5085	red cap	38
article of clothing	headdress.n.01	cap.n.01	4406	5085	white caps	25
article of clothing	headdress.n.01	cap.n.01	4406	5085	hat	18
article of clothing	headdress.n.01	cap.n.01	4406	5085	knit cap	17
article of clothing	headdress.n.01	cap.n.01	4406	5085	green cap	15
article of clothing	headdress.n.01	cap.n.01	4406	5085	yellow cap	11
article of clothing	headdress.n.01	cap.n.01	4406	5085	stocking cap	6
article of clothing	headdress.n.01	cap.n.01	4406	5085	brown cap	6
article of clothing	headdress.n.01	cap.n.01	4406	5085	cap is black	3
article of clothing	headdress.n.01	cap.n.01	4406	5085	knitted cap	3
article of clothing	headdress.n.01	cap.n.01	4406	5085	screw cap	3
article of clothing	headdress.n.01	cap.n.01	4406	5085	helmet	3
article of clothing	headdress.n.01	cap.n.01	4406	5085	caps lock key	3
article of clothing	headdress.n.01	cap.n.01	4406	5085	swim cap	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	purple cap	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	orange cap	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	backwards cap	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	beanie	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	there is a cap	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	riding cap	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	front cap	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	cap is blue	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	colored cap	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	pink cap	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	top cap	2
article of clothing	headdress.n.01	cap.n.01	4406	5085	it	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	hats	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	ball cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	blue & gray cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	left cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	red hat	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	lid	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	green caps	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	wearing red cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	visor	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	frisbee	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	black and blue cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	silvery cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	decorative cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	dark cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	whole cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	plastic cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	pink caps	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	cap on lime bottle	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	black knit cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	orange caps	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	adjustable cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	grey cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	gray cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	caps lock	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	beige cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	cap on backwards	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	flat cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	cap is	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	white and red cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	wearing black cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	dark blue cap	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	cap is colored	1
article of clothing	headdress.n.01	cap.n.01	4406	5085	cap is plastic	1
article of clothing	headdress.n.01	cowboy_hat.n.01	81	95	cowboy hat	93
article of clothing	headdress.n.01	cowboy_hat.n.01	81	95	cowboy hats	2
article of clothing	headdress.n.01	crash_helmet.n.01	1	1	crash helmet	1
article of clothing	headdress.n.01	dress_hat.n.01	2	2	dress hat	2
article of clothing	headdress.n.01	fedora.n.01	29	32	fedora	32
article of clothing	headdress.n.01	football_helmet.n.01	1	1	football helmet	1
article of clothing	headdress.n.01	fur_hat.n.01	1	1	fur hat	1
article of clothing	headdress.n.01	hard_hat.n.02	1	1	safety hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	hat	8389
article of clothing	headdress.n.01	hat.n.01	7364	9175	black hat	163
article of clothing	headdress.n.01	hat.n.01	7364	9175	hats	125
article of clothing	headdress.n.01	hat.n.01	7364	9175	blue hat	69
article of clothing	headdress.n.01	hat.n.01	7364	9175	white hat	64
article of clothing	headdress.n.01	hat.n.01	7364	9175	red hat	47
article of clothing	headdress.n.01	hat.n.01	7364	9175	hard hat	44
article of clothing	headdress.n.01	hat.n.01	7364	9175	brown hat	32
article of clothing	headdress.n.01	hat.n.01	7364	9175	top hat	22
article of clothing	headdress.n.01	hat.n.01	7364	9175	green hat	21
article of clothing	headdress.n.01	hat.n.01	7364	9175	cap	19
article of clothing	headdress.n.01	hat.n.01	7364	9175	knit hat	13
article of clothing	headdress.n.01	hat.n.01	7364	9175	pink hat	13
article of clothing	headdress.n.01	hat.n.01	7364	9175	grey hat	12
article of clothing	headdress.n.01	hat.n.01	7364	9175	yellow hat	11
article of clothing	headdress.n.01	hat.n.01	7364	9175	gray hat	10
article of clothing	headdress.n.01	hat.n.01	7364	9175	brimmed hat	9
article of clothing	headdress.n.01	hat.n.01	7364	9175	hat.	7
article of clothing	headdress.n.01	hat.n.01	7364	9175	purple hat	7
article of clothing	headdress.n.01	hat.n.01	7364	9175	wearing a hat	6
article of clothing	headdress.n.01	hat.n.01	7364	9175	beanie hat	6
article of clothing	headdress.n.01	hat.n.01	7364	9175	dark hat	6
article of clothing	headdress.n.01	hat.n.01	7364	9175	orange hat	5
article of clothing	headdress.n.01	hat.n.01	7364	9175	beige hat	4
article of clothing	headdress.n.01	hat.n.01	7364	9175	colorful hat	4
article of clothing	headdress.n.01	hat.n.01	7364	9175	backwards hat	3
article of clothing	headdress.n.01	hat.n.01	7364	9175	knitted hat	2
article of clothing	headdress.n.01	hat.n.01	7364	9175	crocheted hat	2
article of clothing	headdress.n.01	hat.n.01	7364	9175	helmet	2
article of clothing	headdress.n.01	hat.n.01	7364	9175	pirate hat	2
article of clothing	headdress.n.01	hat.n.01	7364	9175	safari hat	2
article of clothing	headdress.n.01	hat.n.01	7364	9175	furry hat	2
article of clothing	headdress.n.01	hat.n.01	7364	9175	black hats	2
article of clothing	headdress.n.01	hat.n.01	7364	9175	felt hat	2
article of clothing	headdress.n.01	hat.n.01	7364	9175	wearing hat	2
article of clothing	headdress.n.01	hat.n.01	7364	9175	ceremonial hat	2
article of clothing	headdress.n.01	hat.n.01	7364	9175	man/blue hat	2
article of clothing	headdress.n.01	hat.n.01	7364	9175	hat is black	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	wearing black hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	green uniform hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	costume	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	red hats	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	head covering	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	wearig a hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	black red white	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	top of hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	hats on	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	conical hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	three beige hats	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	stocking hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	moose hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	plaid hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	cone	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	baseball cap	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	hat is white	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	beanie	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	hard hats	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	warm hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	floppy hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	black and white hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	feathered hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	young-man's hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	military hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	hat 1	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	hat 2	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	hat 3	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	light hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	wearing hats	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	basebal hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	pointy hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	shiny hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	red hat.	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	riding hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	dotted hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	tall hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	striped hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	held hat	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	hat is red	1
article of clothing	headdress.n.01	hat.n.01	7364	9175	pointed hat	1
article of clothing	headdress.n.01	headdress.n.01	28	37	headdress	21
article of clothing	headdress.n.01	headdress.n.01	28	37	headgear	13
article of clothing	headdress.n.01	headdress.n.01	28	37	religious headdress	2
article of clothing	headdress.n.01	headdress.n.01	28	37	indian headdress	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	helmet	6253
article of clothing	headdress.n.01	helmet.n.02	4915	6574	helmets	102
article of clothing	headdress.n.01	helmet.n.02	4915	6574	blue helmet	57
article of clothing	headdress.n.01	helmet.n.02	4915	6574	red helmet	28
article of clothing	headdress.n.01	helmet.n.02	4915	6574	white helmet	22
article of clothing	headdress.n.01	helmet.n.02	4915	6574	yellow helmet	10
article of clothing	headdress.n.01	helmet.n.02	4915	6574	green helmet	10
article of clothing	headdress.n.01	helmet.n.02	4915	6574	silver helmet	9
article of clothing	headdress.n.01	helmet.n.02	4915	6574	gray helmet	7
article of clothing	headdress.n.01	helmet.n.02	4915	6574	dark helmet	7
article of clothing	headdress.n.01	helmet.n.02	4915	6574	helmet is white	4
article of clothing	headdress.n.01	helmet.n.02	4915	6574	protective helmet	4
article of clothing	headdress.n.01	helmet.n.02	4915	6574	black helmets	4
article of clothing	headdress.n.01	helmet.n.02	4915	6574	grey helmet	4
article of clothing	headdress.n.01	helmet.n.02	4915	6574	helmet is black	3
article of clothing	headdress.n.01	helmet.n.02	4915	6574	hard helmet	3
article of clothing	headdress.n.01	helmet.n.02	4915	6574	purple helmet	3
article of clothing	headdress.n.01	helmet.n.02	4915	6574	brown helmet	3
article of clothing	headdress.n.01	helmet.n.02	4915	6574	mask	2
article of clothing	headdress.n.01	helmet.n.02	4915	6574	wearing white helmet	2
article of clothing	headdress.n.01	helmet.n.02	4915	6574	riding helmet	2
article of clothing	headdress.n.01	helmet.n.02	4915	6574	colorful helmet	2
article of clothing	headdress.n.01	helmet.n.02	4915	6574	orange helmet	2
article of clothing	headdress.n.01	helmet.n.02	4915	6574	wearing helmet	2
article of clothing	headdress.n.01	helmet.n.02	4915	6574	hardhat	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	white red helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	wearing a helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	three helmets	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	wearing black helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	wearing gray helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	back of helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	helmets are white	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	helmet.	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	blue white helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	helmet is red	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	head	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	helmet on	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	dark green helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	skating helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	red/white helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	dark red helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	betting helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	batting helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	pink helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	helmet is hanging	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	full helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	each helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	racing helmet	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	'wear a helmet'	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	white	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	helmets are black	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	wearing helmets	1
article of clothing	headdress.n.01	helmet.n.02	4915	6574	wears a helmet	1
article of clothing	headdress.n.01	hood.n.08	909	958	hood	917
article of clothing	headdress.n.01	hood.n.08	909	958	vent hood	7
article of clothing	headdress.n.01	hood.n.08	909	958	red hood	6
article of clothing	headdress.n.01	hood.n.08	909	958	black hood	5
article of clothing	headdress.n.01	hood.n.08	909	958	hood vent	5
article of clothing	headdress.n.01	hood.n.08	909	958	dark hood	3
article of clothing	headdress.n.01	hood.n.08	909	958	blue hood	2
article of clothing	headdress.n.01	hood.n.08	909	958	white hood	1
article of clothing	headdress.n.01	hood.n.08	909	958	there is a hood	1
article of clothing	headdress.n.01	hood.n.08	909	958	hood.	1
article of clothing	headdress.n.01	hood.n.08	909	958	cooking hood	1
article of clothing	headdress.n.01	hood.n.08	909	958	inside of hood	1
article of clothing	headdress.n.01	hood.n.08	909	958	open hood	1
article of clothing	headdress.n.01	hood.n.08	909	958	hood and vent	1
article of clothing	headdress.n.01	hood.n.08	909	958	pink hood	1
article of clothing	headdress.n.01	hood.n.08	909	958	hood up	1
