,index,image,object,name,correct1,correct2,correct3,image_url,control_type,rating,type,same_color,reliable1,reliable2,control_type_trimmed
87,87,2334401,3271144,snowborader,0.75,1.0,,http://object-naming-amore.upf.edu//2334401_3271144_supercat_unique.png,typo-snowboarder,"[1, 1, 0, 1]","['linguistic', 'linguistic', nan, 'linguistic']","[['skier', 'man', 'snowborader', 'snowboarder'], ['skier', 'man', 'snowborader', 'snowboarder'], ['skier', 'snowborader', 'snowboarder'], ['skier', 'man', 'snowborader', 'snowboarder']]",True,True,typo
88,88,2334401,3271144,snowsuit,,,,http://object-naming-amore.upf.edu//2334401_3271144_supercat_unique.png,,"[0, 1, 0, 1]","[nan, 'bounding box', nan, 'bounding box']","[['snowsuit', 'shirt'], ['snowsuit', 'shirt'], ['snowsuit', 'shirt'], ['snowsuit', 'shirt']]",False,False,
89,89,2335128,2087938,human,1.0,0.75,,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,syn-man,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['human', 'person'], ['human', 'man', 'jacket', 'person'], ['human', 'man', 'woman', 'person'], ['human', 'man', 'woman', 'person']]",True,True,syn
90,90,2335128,2087938,jacket,,,1.0,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,,"[0, 0, 2, 1]","[nan, nan, 'bounding box', 'bounding box']","[['jacket'], ['human', 'man', 'jacket', 'person'], ['jacket'], ['jacket']]",False,False,
91,91,2335128,2087938,man,1.0,,,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['man', 'woman'], ['human', 'man', 'jacket', 'person'], ['human', 'man', 'woman', 'person'], ['human', 'man', 'woman', 'person']]",True,False,vg_majority
92,92,2335128,2087938,person,,,,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['human', 'person'], ['human', 'man', 'jacket', 'person'], ['human', 'man', 'woman', 'person'], ['human', 'man', 'woman', 'person']]",False,False,
93,93,2335128,2087938,scarf,1.0,1.0,,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,alternative,"[2, 2, 2, 1]","['bounding box', 'other', 'bounding box', 'bounding box']","[['scarf'], ['woman', 'scarf'], ['scarf'], ['scarf']]",True,True,alternative
94,94,2335128,2087938,woman,,,,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,,"[0, 2, 1, 0]","[nan, 'visual', 'visual', nan]","[['man', 'woman'], ['woman', 'scarf'], ['human', 'man', 'woman', 'person'], ['human', 'man', 'woman', 'person']]",False,False,
95,95,2335176,2384801,animal,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['animal'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
96,96,2335176,2384801,deer,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['deer', 'reindeer'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
97,97,2335176,2384801,doll,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[1, 0, 0, 0]","['bounding box', nan, nan, nan]","[['doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
98,98,2335176,2384801,goat,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[1, 0, 2, 0]","['visual', nan, 'linguistic', nan]","[['goat'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
99,99,2335176,2384801,moose,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[1, 0, 0, 1]","['visual', nan, nan, 'visual']","[['moose'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
100,100,2335176,2384801,nose,0.75,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,alternative,"[2, 1, 2, 1]","['visual', 'bounding box', 'bounding box', 'bounding box']","[['nose'], ['nose'], ['nose'], ['nose']]",True,False,alternative
101,101,2335176,2384801,reindeer,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['deer', 'reindeer'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
102,102,2335176,2384801,stuffed animal,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['stuffed animal', 'toy'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
103,103,2335176,2384801,toy,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['stuffed animal', 'toy'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
104,104,2340044,2088324,cabinet,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['cbinet', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
105,105,2340044,2088324,cbinet,0.75,1.0,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,typo-cabinet,"[1, 0, 1, 1]","['linguistic', nan, 'linguistic', 'linguistic']","[['cbinet', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",True,True,typo
106,106,2340044,2088324,console,0.25,0.25,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,syn-cabinet,"[1, 2, 1, 0]","['visual', 'bounding box', 'bounding box', nan]","[['console'], ['console'], ['console'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,syn
107,107,2340044,2088324,entertainment center,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['entertainment center'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
108,108,2340044,2088324,furniture,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['furniture'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
109,109,2340044,2088324,hatstand,,,1.0,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[2, 2, 1, 2]","['bounding box', 'other', 'visual', 'visual']","[['hatstand'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['hatstand']]",False,False,
110,110,2340044,2088324,shelf,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[0, 0, 0, 1]","[nan, nan, nan, 'linguistic']","[['shelf'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
111,111,2340044,2088324,stand,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['stand'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
112,112,2340044,2088324,table,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['table'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
113,113,2340559,3261006,airplane,1.0,1.0,,http://object-naming-amore.upf.edu//2340559_3261006_singleton_obj.png,syn-plane,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['plane', 'airplane'], ['plane', 'airplane'], ['plane', 'airplane'], ['plane', 'airplane']]",True,True,syn
114,114,2340559,3261006,ground,1.0,,,http://object-naming-amore.upf.edu//2340559_3261006_singleton_obj.png,alternative,"[1, 2, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['ground'], ['ground'], ['ground'], ['ground']]",True,False,alternative
115,115,2340559,3261006,plane,,,,http://object-naming-amore.upf.edu//2340559_3261006_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['plane', 'airplane'], ['plane', 'airplane'], ['plane', 'airplane'], ['plane', 'airplane']]",False,False,
116,116,2342774,2563941,building,,,,http://object-naming-amore.upf.edu//2342774_2563941_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['house', 'building'], ['house', 'building'], ['house', 'building'], ['house', 'building']]",False,False,
117,117,2342774,2563941,house,1.0,,,http://object-naming-amore.upf.edu//2342774_2563941_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['house', 'building'], ['house', 'building'], ['house', 'building'], ['house', 'building']]",True,False,vg_majority
118,118,2342774,2563941,window,1.0,1.0,,http://object-naming-amore.upf.edu//2342774_2563941_singleton_obj.png,alternative,"[2, 1, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['window'], ['window'], ['window'], ['window']]",True,True,alternative
119,119,2343264,3368354,guy,,,,http://object-naming-amore.upf.edu//2343264_3368354_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['guy', 'skateboarder', 'man', 'skater'], ['guy', 'skateboarder', 'man', 'skater'], ['guy', 'man'], ['guy', 'skateboarder', 'man', 'skater']]",False,False,
120,120,2343264,3368354,man,,,,http://object-naming-amore.upf.edu//2343264_3368354_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['guy', 'skateboarder', 'man', 'skater'], ['guy', 'skateboarder', 'man', 'skater'], ['guy', 'man'], ['guy', 'skateboarder', 'man', 'skater']]",False,False,
121,121,2343264,3368354,skateboarder,,,,http://object-naming-amore.upf.edu//2343264_3368354_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['guy', 'skateboarder', 'man', 'skater'], ['guy', 'skateboarder', 'man', 'skater'], ['skateboarder', 'skater'], ['guy', 'skateboarder', 'man', 'skater']]",False,False,
122,122,2343264,3368354,skater,,,,http://object-naming-amore.upf.edu//2343264_3368354_singleton_obj.png,,"[1, 0, 1, 0]","['visual', nan, 'visual', nan]","[['guy', 'skateboarder', 'man', 'skater'], ['guy', 'skateboarder', 'man', 'skater'], ['skateboarder', 'skater'], ['guy', 'skateboarder', 'man', 'skater']]",False,False,
123,123,2343264,3368354,tattoo,1.0,,,http://object-naming-amore.upf.edu//2343264_3368354_singleton_obj.png,alternative,"[1, 2, 2, 2]","['bounding box', 'bounding box', 'other', 'bounding box']","[['tattoo'], ['tattoo'], ['tattoo'], ['tattoo']]",True,False,alternative
124,124,2343601,921827,chicken,,,,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,,"[1, 0, 0, 2]","['visual', nan, nan, 'visual']","[['food', 'meat', 'fish', 'chicken', 'pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza'], ['fish', 'chicken'], ['food', 'meat', 'fish', 'chicken', 'pizza']]",False,False,
125,125,2343601,921827,fish,0.75,,,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,vg_majority,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['food', 'meat', 'fish', 'chicken', 'pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza'], ['fish', 'chicken'], ['food', 'meat', 'fish', 'chicken', 'pizza']]",True,False,vg_majority
126,126,2343601,921827,food,,,,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['food', 'meat', 'fish', 'chicken', 'pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza'], ['food'], ['food', 'meat', 'fish', 'chicken', 'pizza']]",False,False,
127,127,2343601,921827,lemon,,,1.0,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['lemon'], ['lemon'], ['lemon'], ['lemon']]",False,False,
128,128,2343601,921827,meat,,,,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['food', 'meat', 'fish', 'chicken', 'pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza'], ['meat'], ['food', 'meat', 'fish', 'chicken', 'pizza']]",False,False,
129,129,2343601,921827,pizza,,,1.0,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,,"[1, 2, 2, 2]","['visual', 'visual', 'bounding box', 'visual']","[['food', 'meat', 'fish', 'chicken', 'pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza'], ['pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza']]",False,False,
130,130,2343601,921827,placemat,0.5,1.0,,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,alternative,"[1, 2, 1, 2]","['bounding box', 'other', 'visual', 'visual']","[['placemat'], ['placemat'], ['placemat'], ['placemat']]",True,True,alternative
131,131,2343870,3370396,awning,,,,http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning'], ['awning'], ['awning'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning']]",False,False,
132,132,2343870,3370396,bridge,,,,http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png,,"[1, 1, 1, 2]","['visual', 'visual', 'visual', 'visual']","[['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning'], ['bridge'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning']]",False,False,
133,133,2343870,3370396,bus,,,1.0,http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png,,"[1, 1, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['bus'], ['bus'], ['bus'], ['bus']]",False,False,
134,134,2343870,3370396,bus station,,,,http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning'], ['station', 'shelter', 'depot', 'bus stop', 'bus station'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning']]",False,False,
135,135,2343870,3370396,bus stop,,,,http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning'], ['station', 'shelter', 'depot', 'bus stop', 'bus station'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning']]",False,False,
136,136,2343870,3370396,depot,,,,http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning'], ['station', 'shelter', 'depot', 'bus stop', 'bus station'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning']]",False,False,
137,137,2343870,3370396,shelter,,,,http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png,,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning'], ['station', 'shelter', 'depot', 'bus stop', 'bus station'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning']]",False,False,
138,138,2343870,3370396,station,,,,http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning'], ['station', 'shelter', 'depot', 'bus stop', 'bus station'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge'], ['station', 'shelter', 'depot', 'bus stop', 'bus station', 'bridge', 'awning']]",False,False,
139,139,2343870,3370396,window,0.75,,,http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png,alternative,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'visual']","[['window'], ['window'], ['window'], ['window']]",True,False,alternative
140,140,2348021,1679004,baseball players,,,1.0,http://object-naming-amore.upf.edu//2348021_1679004_supercat_unique.png,,"[1, 2, 1, 2]","['visual', 'bounding box', 'bounding box', 'bounding box']","[['baseball players'], ['baseball players'], ['baseball players'], ['baseball players']]",False,False,
141,141,2348021,1679004,cap,,,1.0,http://object-naming-amore.upf.edu//2348021_1679004_supercat_unique.png,,"[2, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['cap'], ['cap'], ['cap'], ['cap']]",False,False,
142,142,2348021,1679004,dugout,1.0,,,http://object-naming-amore.upf.edu//2348021_1679004_supercat_unique.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['dugout'], ['dugout'], ['dugout'], ['dugout']]",True,False,vg_majority
143,143,2348021,1679004,shirt,1.0,1.0,,http://object-naming-amore.upf.edu//2348021_1679004_supercat_unique.png,alternative,"[2, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['shirt'], ['shirt'], ['shirt'], ['shirt']]",True,True,alternative
144,144,2348296,1816577,bike,0.75,0.5,,http://object-naming-amore.upf.edu//2348296_1816577_singleton_obj.png,syn-motorcycle,"[1, 0, 0, 1]","['visual', nan, nan, 'bounding box']","[['bike'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped', 'bike'], ['bike']]",True,True,syn
145,145,2348296,1816577,handlebar,0.75,1.0,,http://object-naming-amore.upf.edu//2348296_1816577_singleton_obj.png,alternative,"[1, 1, 2, 2]","['visual', 'bounding box', 'bounding box', 'bounding box']","[['handlebar'], ['handlebar'], ['handlebar'], ['handlebar']]",True,True,alternative
146,146,2348296,1816577,moped,,,,http://object-naming-amore.upf.edu//2348296_1816577_singleton_obj.png,,"[1, 0, 0, 0]","['linguistic', nan, nan, nan]","[['moped'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped']]",False,False,
147,147,2348296,1816577,motorcycle,,,,http://object-naming-amore.upf.edu//2348296_1816577_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['motorcycle'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped']]",False,False,
148,148,2348296,1816577,scooter,1.0,,,http://object-naming-amore.upf.edu//2348296_1816577_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['scooter'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped']]",True,False,vg_majority
149,149,2348515,881559,bed,,,1.0,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['bed'], ['bed'], ['bed'], ['bed']]",False,False,
150,150,2348515,881559,bed sheet,,,1.0,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[2, 2, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['bed sheet'], ['bed sheet'], ['bed sheet'], ['bed sheet']]",False,False,
151,151,2348515,881559,bedroom,,,1.0,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[1, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['room', 'hotel', 'bedroom'], ['room', 'hotel', 'bedroom'], ['room', 'bedroom'], ['room', 'hotel', 'bedroom']]",False,False,
152,152,2348515,881559,hotel,,,,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[2, 0, 0, 2]","['other', nan, nan, 'visual']","[['room', 'hotel', 'bedroom'], ['room', 'hotel', 'bedroom'], ['hotel'], ['room', 'hotel', 'bedroom']]",False,False,
153,153,2348515,881559,room,,,1.0,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[1, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['room', 'hotel', 'bedroom'], ['room', 'hotel', 'bedroom'], ['room', 'bedroom'], ['room', 'hotel', 'bedroom']]",False,False,
154,154,2348515,881559,view,0.75,,,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,alternative,"[1, 2, 0, 2]","['bounding box', 'bounding box', nan, 'bounding box']","[['view'], ['window', 'view'], ['window', 'view'], ['window', 'view']]",True,False,alternative
155,155,2348515,881559,wall,,,1.0,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[1, 2, 0, 2]","['bounding box', 'bounding box', nan, 'bounding box']","[['wall'], ['wall'], ['wall'], ['wall']]",False,False,
156,156,2348515,881559,window,,,1.0,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['window'], ['window', 'view'], ['window', 'view'], ['window', 'view']]",False,False,
157,157,2351225,2226010,bridge,1.0,,,http://object-naming-amore.upf.edu//2351225_2226010_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['bridge'], ['road', 'bridge', 'street'], ['bridge'], ['bridge']]",True,False,vg_majority
158,158,2351225,2226010,road,,,1.0,http://object-naming-amore.upf.edu//2351225_2226010_singleton_obj.png,,"[1, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['road', 'street'], ['road', 'bridge', 'street'], ['road', 'street'], ['road', 'street']]",False,False,
159,159,2351225,2226010,street,,,1.0,http://object-naming-amore.upf.edu//2351225_2226010_singleton_obj.png,,"[1, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['road', 'street'], ['road', 'bridge', 'street'], ['road', 'street'], ['road', 'street']]",False,False,
160,160,2351225,2226010,suit,1.0,1.0,,http://object-naming-amore.upf.edu//2351225_2226010_singleton_obj.png,alternative,"[2, 2, 2, 2]","['bounding box', 'other', 'other', 'bounding box']","[['suit'], ['suit'], ['suit'], ['suit']]",True,True,alternative
161,161,2351407,3897542,counter,,,,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['countertop', 'table', 'counter', 'desk'], ['countertop', 'counter'], ['countertop', 'table', 'counter', 'desk'], ['countertop', 'table', 'counter', 'desk']]",False,False,
162,162,2351407,3897542,countertop,,,,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['countertop', 'table', 'counter', 'desk'], ['countertop', 'counter'], ['countertop', 'table', 'counter', 'desk'], ['countertop', 'table', 'counter', 'desk']]",False,False,
163,163,2351407,3897542,desk,1.0,,,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['countertop', 'table', 'counter', 'desk'], ['table', 'desk'], ['countertop', 'table', 'counter', 'desk'], ['countertop', 'table', 'counter', 'desk']]",True,False,vg_majority
164,164,2351407,3897542,laptop,,,1.0,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['laptop'], ['laptop'], ['laptop'], ['laptop']]",False,False,
165,165,2351407,3897542,table,,,,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['countertop', 'table', 'counter', 'desk'], ['table', 'desk'], ['countertop', 'table', 'counter', 'desk'], ['countertop', 'table', 'counter', 'desk']]",False,False,
