	vg_img_id	vg_object_id	vg_obj_name	vg_domain	top_resonse_domain	url	#bbox	#other	#other_reasons	#occl
27269	2329523	3146847	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2329523_3146847_singleton_obj.png	0	2	['#other_animal$2']	0
27271	2376751	570064	sheep	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2376751_570064_singleton_obj.png	0	2	['#other_animal$2']	0
27291	2353302	3394750	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2353302_3394750_singleton_obj.png	0	2	['#other_animal$2']	0
27310	2371023	600313	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2371023_600313_singleton_obj.png	0	2	['#other_animal$2']	0
27346	2371401	3521889	zebra	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2371401_3521889_singleton_obj.png	0	2	['#other_animal$2']	0
27415	681	3192993	bird	animals_plants	animals_plants	http://object-naming-amore.upf.edu//681_3192993_singleton_obj.png	0	2	['#other_birds$1', '#other_bired$1']	0
27418	2355730	2413541	bird	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2355730_2413541_seed_ambiguous.png	0	2	['#other_birds$2']	0
27427	2397754	1186751	cow	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2397754_1186751_seed_ambiguous.png	0	2	['#other_animal$2']	0
27449	2319738	3169783	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2319738_3169783_singleton_obj.png	0	2	['#other_animal$2']	0
27461	2399817	1165885	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2399817_1165885_singleton_obj.png	0	2	['#other_animal$2']	0
27462	2415740	2796135	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2415740_2796135_singleton_obj.png	0	2	['#other_animal$2']	0
27467	2328764	3346126	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2328764_3346126_singleton_obj.png	0	2	['#other_animal$2']	0
27470	2334259	3381709	zebra	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2334259_3381709_singleton_obj.png	0	2	['#other_animal$2']	0
27506	2360357	788402	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2360357_788402_singleton_obj.png	0	2	['#other_animal$2']	0
27515	2371427	2614521	cow	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2371427_2614521_singleton_obj.png	0	2	['#other_animal$2']	0
27518	2321109	3188620	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2321109_3188620_singleton_obj.png	0	2	['#other_animal$2']	0
27523	2396180	3822393	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2396180_3822393_supercat_unique.png	0	2	['#other_animal$2']	0
27528	2409808	233074	sheep	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2409808_233074_singleton_obj.png	0	2	['#other_animal$2']	0
27564	2340981	945177	zebra	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2340981_945177_singleton_obj.png	0	2	['#other_animal$2']	0
27567	2357414	2510089	cow	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2357414_2510089_singleton_obj.png	0	2	['#other_animal$2']	0
27613	2400462	408546	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2400462_408546_supercat_unique.png	0	2	['#other_animal$1', '#other_animals$1']	0
27622	2365734	1729946	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2365734_1729946_supercat_unique.png	0	2	['#other_animal$2']	0
27681	2375043	2589525	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2375043_2589525_supercat_unique.png	0	2	['#other_animal$2']	0
27700	2409638	237360	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2409638_237360_singleton_obj.png	0	2	['#other_animal$1', '#other_foods$1']	0
27901	2350119	2542058	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2350119_2542058_singleton_obj.png	0	2	['#other_animals$1', '#other_animal$1']	0
28032	2392864	1225177	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2392864_1225177_seed_ambiguous.png	0	2	['#other_animal$2']	0
28038	2415241	143374	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2415241_143374_singleton_obj.png	0	2	['#other_animals$1', '#other_animal$1']	0
28123	2378365	1951338	cow	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2378365_1951338_singleton_obj.png	0	2	['#other_animal$2']	0
28129	2400836	405014	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2400836_405014_seed_ambiguous.png	0	2	['#other_animal$2']	0
28185	2415075	146440	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2415075_146440_supercat_unique.png	0	2	['#other_animal$2']	0
28187	2399926	1164722	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2399926_1164722_supercat_unique.png	0	2	['#other_animal$2']	0
28188	2315644	3358746	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2315644_3358746_supercat_unique.png	0	2	['#other_animal$2']	0
28247	2337046	2673982	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2337046_2673982_singleton_obj.png	0	2	['#other_animal$2']	0
28250	2315419	2703227	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2315419_2703227_seed_ambiguous.png	0	2	['#other_animal$2']	0
28421	2400246	1161293	pigeon	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2400246_1161293_singleton_obj.png	0	2	['#other_baird$1', '#other_birds$1']	0
28433	2378777	1364907	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2378777_1364907_singleton_obj.png	0	2	['#other_animal$2']	0
28491	2403082	1128147	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2403082_1128147_singleton_obj.png	0	2	['#other_animal$2']	0
28954	2389092	1264148	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2389092_1264148_singleton_obj.png	0	2	['#other_animal$1', '#other_animals$1']	0
29010	2412322	3160421	cow	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2412322_3160421_seed_ambiguous.png	0	2	['#other_animal$2']	0
29015	2375816	579161	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2375816_579161_singleton_obj.png	0	2	['#other_animal$2']	0
29017	2408911	252749	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2408911_252749_seed_ambiguous.png	0	2	['#other_animal$2']	0
29089	2359569	3765080	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2359569_3765080_supercat_unique.png	0	2	['#other_animal$1', '#other_animals$1']	0
29119	2410744	1085715	bird	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2410744_1085715_singleton_obj.png	0	2	['#other_birds$1', '#other_bird$1']	0
29145	2396029	665354	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2396029_665354_singleton_obj.png	0	2	['#other_animal$2']	0
29162	2337888	2862189	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2337888_2862189_singleton_obj.png	0	2	['#other_animal$2']	0
29165	2397165	436606	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2397165_436606_singleton_obj.png	0	2	['#other_animal$2']	0
29169	2406956	287645	bird	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2406956_287645_singleton_obj.png	0	2	['#other_birds$1', '#other_bird$1']	0
29174	2377284	3658450	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2377284_3658450_seed_ambiguous.png	0	2	['#other_animal$1', '#other_animals$1']	0
29179	2365138	2484889	bird	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2365138_2484889_singleton_obj.png	0	2	['#other_birts$1', '#other_birds$1']	0
29185	2375948	2564784	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2375948_2564784_singleton_obj.png	0	2	['#other_animal$2']	0
29189	2318174	1013489	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2318174_1013489_singleton_obj.png	0	2	['#other_animal$2']	0
29258	2385083	1301264	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2385083_1301264_singleton_obj.png	0	2	['#other_animal$2']	0
29265	2348554	881378	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2348554_881378_singleton_obj.png	0	2	['#other_animal$2']	0
29385	2356379	821010	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2356379_821010_singleton_obj.png	0	2	['#other_animal$2']	0
29512	2374412	2564502	bull	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2374412_2564502_singleton_obj.png	0	2	['#other_animal$2']	0
29513	2388181	675072	bird	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2388181_675072_singleton_obj.png	0	2	['#other_birds$1', '#other_birts$1']	0
29657	2328436	3936143	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2328436_3936143_supercat_unique.png	0	2	['#other_animal$2']	0
29694	2333449	2905857	bird	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2333449_2905857_singleton_obj.png	0	2	['#other_birds$2']	0
29705	2374309	1964286	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2374309_1964286_singleton_obj.png	0	2	['#other_animal$2']	0
29802	2343892	2506783	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2343892_2506783_singleton_obj.png	0	2	['#other_animal$2']	0
29829	2406831	289517	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2406831_289517_supercat_unique.png	0	2	['#other_animal$2']	0
29925	2399476	1169298	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2399476_1169298_singleton_obj.png	0	2	['#other_animal$2']	0
29943	2399138	418735	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2399138_418735_singleton_obj.png	0	2	['#other_animal$2']	0
30002	2390873	493403	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2390873_493403_singleton_obj.png	0	2	['#other_animal$2']	0
30003	2348835	2458059	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2348835_2458059_singleton_obj.png	0	2	['#other_animal$2']	0
30004	2398856	3819800	zebra	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2398856_3819800_seed_ambiguous.png	0	2	['#other_animal$2']	0
30020	2354654	1691686	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2354654_1691686_singleton_obj.png	0	2	['#other_animal$2']	0
30024	2384285	1311397	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2384285_1311397_singleton_obj.png	0	2	['#other_animal$2']	0
30063	2341401	2782491	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2341401_2782491_singleton_obj.png	0	2	['#other_animal$2']	0
30361	2340817	2450246	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2340817_2450246_supercat_unique.png	0	2	['#other_animal$2']	0
30436	2318559	2976244	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2318559_2976244_supercat_unique.png	0	2	['#other_animal$2']	0
30437	2390454	497313	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2390454_497313_seed_ambiguous.png	0	2	['#other_animal$2']	0
30445	2413894	164004	bird	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2413894_164004_singleton_obj.png	0	2	['#other_birds$2']	0
30446	2390028	1254779	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2390028_1254779_singleton_obj.png	0	2	['#other_animal$2']	0
30447	2370640	2177643	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2370640_2177643_seed_ambiguous.png	0	2	['#other_animal$2']	0
30481	2346512	898757	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2346512_898757_singleton_obj.png	0	2	['#other_animal$2']	0
30487	2337964	3110078	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2337964_3110078_seed_ambiguous.png	0	2	['#other_animal$2']	0
30494	2370385	604552	zebra	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2370385_604552_singleton_obj.png	0	2	['#other_animal$2']	0
30496	2408984	1727957	zebra	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2408984_1727957_seed_ambiguous.png	0	2	['#other_animal$2']	0
30531	2343659	2497570	cow	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2343659_2497570_supercat_unique.png	0	2	['#other_animal$2']	0
30537	2356633	2442516	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2356633_2442516_supercat_unique.png	0	2	['#other_animal$2']	0
30538	2342115	937116	bird	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2342115_937116_singleton_obj.png	0	2	['#other_birts$1', '#other_birds$1']	0
30640	2369402	1964350	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2369402_1964350_supercat_unique.png	0	2	['#other_animal$2']	0
30738	2322820	3960270	cow	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2322820_3960270_singleton_obj.png	0	2	['#other_animal$2']	0
30748	2320318	2729112	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2320318_2729112_singleton_obj.png	0	2	['#other_animal$2']	0
30762	2369767	2343644	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2369767_2343644_seed_ambiguous.png	0	2	['#other_animal$1', '#other_aniaml$1']	0
30767	2359384	3765857	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2359384_3765857_singleton_obj.png	0	2	['#other_animal$2']	0
30795	2351559	859885	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2351559_859885_singleton_obj.png	0	2	['#other_animal$2']	0
30797	2368255	747239	cow	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2368255_747239_seed_ambiguous.png	0	2	['#other_animal$2']	0
30799	2385566	1295382	dog	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2385566_1295382_supercat_unique.png	0	2	['#other_animal$2']	0
30806	2396478	443888	zebra	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2396478_443888_singleton_obj.png	0	2	['#other_animal$2']	0
30809	2412547	3804245	bird	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2412547_3804245_singleton_obj.png	0	2	['#other_bird$1', '#other_animal$1']	0
30877	2331855	3014624	bull	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2331855_3014624_singleton_obj.png	0	2	['#other_animal$2']	0
30891	2332729	968744	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2332729_968744_singleton_obj.png	0	2	['#other_animals$1', '#other_animal$1']	0
30897	2347862	886767	sheep	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2347862_886767_singleton_obj.png	0	2	['#other_animal$2']	0
30917	2319606	1000334	cat	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2319606_1000334_singleton_obj.png	0	2	['#other_animal$2']	0
30930	2364521	1779147	giraffe	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2364521_1779147_singleton_obj.png	0	2	['#other_animal$2']	0
30938	2372214	2644176	cow	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2372214_2644176_singleton_obj.png	0	2	['#other_animals$1', '#other_animal$1']	0
30946	2372835	590195	sheep	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2372835_590195_singleton_obj.png	0	2	['#other_animal$2']	0
30950	2379184	1360178	zebra	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2379184_1360178_supercat_unique.png	0	2	['#other_animal$2']	0
30951	2335113	3406813	sheep	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2335113_3406813_singleton_obj.png	0	2	['#other_animal$2']	0
30955	2364380	641455	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2364380_641455_seed_ambiguous.png	0	2	['#other_animal$2']	0
30983	2341410	3655447	bird	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2341410_3655447_singleton_obj.png	0	2	['#other_birds$1', '#other_animal$1']	0
30987	2395583	453046	zebra	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2395583_453046_singleton_obj.png	0	2	['#other_animal$2']	0
13401	2323788	3514718	cat	animals_plants	clothing	http://object-naming-amore.upf.edu//2323788_3514718_supercat_unique.png	0	2	['#other_animal$2']	0
17756	2378583	3836150	fish	animals_plants	food	http://object-naming-amore.upf.edu//2378583_3836150_singleton_obj.png	0	2	['#other_foods$1', '#other_animals$1']	0
18116	2387381	1276444	bird	animals_plants	food	http://object-naming-amore.upf.edu//2387381_1276444_seed_ambiguous.png	0	2	['#other_animal$2']	0
25908	2414309	297079	cat	animals_plants	home	http://object-naming-amore.upf.edu//2414309_297079_singleton_obj.png	0	2	['#other_animal$2']	0
13121	2355584	1908391	train	vehicles	$tree	http://object-naming-amore.upf.edu//2355584_1908391_singleton_obj.png	0	1	['#other_animal$1']	0
12400	2324902	3178935	motorcycle	vehicles	$wheel	http://object-naming-amore.upf.edu//2324902_3178935_singleton_obj.png	0	1	['#other_box is not tight on bottom margin$1']	0
19243	2380074	711392	barge	vehicles	buildings	http://object-naming-amore.upf.edu//2380074_711392_singleton_obj.png	0	1	['#other_animal$1']	0
27152	2367136	2412462	boat	vehicles	buildings	http://object-naming-amore.upf.edu//2367136_2412462_singleton_obj.png	0	1	['#other_animal$1']	0
3773	2343867	3365946	sub	vehicles	food	http://object-naming-amore.upf.edu//2343867_3365946_supercat_unique.png	0	1	['#other_not sure what food this is$1']	0
18951	2319740	999244	sub	vehicles	food	http://object-naming-amore.upf.edu//2319740_999244_supercat_ambiguous.png	0	1	['#other_foods$1']	0
29627	2335900	3666443	sub	vehicles	food	http://object-naming-amore.upf.edu//2335900_3666443_supercat_unique.png	0	1	['#other_foods$1']	0
29765	2344108	2896387	sub	vehicles	food	http://object-naming-amore.upf.edu//2344108_2896387_supercat_unique.png	0	1	['#other_foods$1']	0
21	2393723	470181	truck	vehicles	vehicles	http://object-naming-amore.upf.edu//2393723_470181_singleton_obj.png	0	1	['#other_truck$1']	0
152	2344888	912306	truck	vehicles	vehicles	http://object-naming-amore.upf.edu//2344888_912306_singleton_obj.png	0	1	['#other_vehicle$1']	0
1747	2321613	2937596	truck	vehicles	vehicles	http://object-naming-amore.upf.edu//2321613_2937596_singleton_obj.png	0	1	['#other_truck$1']	0
2825	2348770	2643749	train	vehicles	vehicles	http://object-naming-amore.upf.edu//2348770_2643749_singleton_obj.png	0	1	"[""#other_i do not know what these objects would be called, so i can't say for sure :($1""]"	0
3066	2368009	748881	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2368009_748881_singleton_obj.png	0	1	['#other_chair$1']	0
5215	2403748	349815	train	vehicles	vehicles	http://object-naming-amore.upf.edu//2403748_349815_seed_ambiguous.png	0	1	['#other_train$1']	0
6918	2403576	657065	plane	vehicles	vehicles	http://object-naming-amore.upf.edu//2403576_657065_singleton_obj.png	0	1	['#other_box margins are not tight around any objects$1']	0
7132	2323258	3074842	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2323258_3074842_singleton_obj.png	0	1	['#other_box is not tight on top and left-hand side$1']	0
7219	2383533	532005	train	vehicles	vehicles	http://object-naming-amore.upf.edu//2383533_532005_singleton_obj.png	0	1	['#other_box is not tightly bound at top margin$1']	0
7318	1592492	1609943	train	vehicles	vehicles	http://object-naming-amore.upf.edu//1592492_1609943_singleton_obj.png	0	1	"[""#other_unclear if it's train, man, or child$1""]"	0
7361	2405967	1105050	train	vehicles	vehicles	http://object-naming-amore.upf.edu//2405967_1105050_singleton_obj.png	0	1	['#other_box is not tight at bottom and right margin$1']	0
7378	2372270	1704509	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2372270_1704509_supercat_ambiguous.png	0	1	['#other_weird looking train, thats segmented oddly$1']	0
10018	2368737	2301608	canoe	vehicles	vehicles	http://object-naming-amore.upf.edu//2368737_2301608_singleton_obj.png	0	1	['#other_animal$1']	0
11173	2383003	695225	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2383003_695225_supercat_unique.png	0	1	['#other_animal$1']	0
11224	2401578	398118	plane	vehicles	vehicles	http://object-naming-amore.upf.edu//2401578_398118_singleton_obj.png	0	1	['#other_box is not tight at top margin$1']	0
11262	2371031	1959112	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2371031_1959112_singleton_obj.png	0	1	['#other_animal$1']	0
11529	2406428	369188	train	vehicles	vehicles	http://object-naming-amore.upf.edu//2406428_369188_singleton_obj.png	0	1	['#other_train$1']	0
11616	2416008	3597918	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2416008_3597918_supercat_ambiguous.png	0	1	['#other_i truly do not know what to call this object. i want to say rail car but again i do not know if we are able to use more than one word to describe the object. please let me know when you have the time.$1']	0
12167	2417943	3018428	motorcycle	vehicles	vehicles	http://object-naming-amore.upf.edu//2417943_3018428_supercat_unique.png	0	1	['#other_box is not tight on right and left margins$1']	0
12994	2381618	703175	truck	vehicles	vehicles	http://object-naming-amore.upf.edu//2381618_703175_supercat_unique.png	0	1	['#other_animal$1']	0
13790	2417832	2753322	plane	vehicles	vehicles	http://object-naming-amore.upf.edu//2417832_2753322_seed_ambiguous.png	0	1	['#other_airplane$1']	0
13918	2380929	708391	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2380929_708391_singleton_obj.png	0	1	['#other_animal$1']	0
14554	2315909	3142373	jet	vehicles	vehicles	http://object-naming-amore.upf.edu//2315909_3142373_seed_ambiguous.png	0	1	['#other_box margins are not tight around any object$1']	0
14570	2393479	472157	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2393479_472157_singleton_obj.png	0	1	['#other_box is not tight on top margin$1']	0
14595	2415318	3791481	motorcycle	vehicles	vehicles	http://object-naming-amore.upf.edu//2415318_3791481_singleton_obj.png	0	1	['#other_box is not tight at top margin$1']	0
14891	2380574	710009	van	vehicles	vehicles	http://object-naming-amore.upf.edu//2380574_710009_singleton_obj.png	0	1	['#other_box is not tight on right-hand margin$1']	0
14970	2397728	1187169	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2397728_1187169_singleton_obj.png	0	1	['#other_box is not tight on top margin$1']	0
14974	2388802	670607	plane	vehicles	vehicles	http://object-naming-amore.upf.edu//2388802_670607_singleton_obj.png	0	1	['#other_box is not tight on left margin$1']	0
15078	2330170	2705853	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2330170_2705853_singleton_obj.png	0	1	['#other_box is not tight at top margin$1']	0
15284	2360133	2500424	motorcycle	vehicles	vehicles	http://object-naming-amore.upf.edu//2360133_2500424_seed_ambiguous.png	0	1	['#other_margin is not tight on right-hand side$1']	0
15643	2411120	1082564	aircraft	vehicles	vehicles	http://object-naming-amore.upf.edu//2411120_1082564_seed_ambiguous.png	0	1	['#other_flight$1']	0
15705	286025	1571300	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//286025_1571300_seed_ambiguous.png	0	1	['#other_box is not tight at top margin$1']	0
15817	2315737	2938326	motorcycle	vehicles	vehicles	http://object-naming-amore.upf.edu//2315737_2938326_singleton_obj.png	0	1	['#other_box is not tight on top margin$1']	0
15895	2412483	193428	pickup	vehicles	vehicles	http://object-naming-amore.upf.edu//2412483_193428_seed_ambiguous.png	0	1	['#other_box is not tight on left margin$1']	0
16265	2378809	557403	plane	vehicles	vehicles	http://object-naming-amore.upf.edu//2378809_557403_singleton_obj.png	0	1	['#other_wheel$1']	0
16594	2355304	830837	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2355304_830837_supercat_unique.png	0	1	['#other_animal$1']	0
17162	2377825	3674566	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2377825_3674566_singleton_obj.png	0	1	['#other_glass$1']	0
17195	2391107	491399	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2391107_491399_supercat_unique.png	0	1	['#other_foods$1']	0
17665	2390260	1252262	jet	vehicles	vehicles	http://object-naming-amore.upf.edu//2390260_1252262_singleton_obj.png	0	1	['#other_animal$1']	0
18025	2374983	2096077	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2374983_2096077_singleton_obj.png	0	1	['#other_animal$1']	0
18136	2417843	3491789	train	vehicles	vehicles	http://object-naming-amore.upf.edu//2417843_3491789_singleton_obj.png	0	1	['#other_train$1']	0
18222	2372426	2415987	canoe	vehicles	vehicles	http://object-naming-amore.upf.edu//2372426_2415987_seed_ambiguous.png	0	1	['#other_aniaml$1']	0
19135	2408687	322945	van	vehicles	vehicles	http://object-naming-amore.upf.edu//2408687_322945_supercat_unique.png	0	1	['#other_fruits$1']	0
19917	2364719	1751802	motorbike	vehicles	vehicles	http://object-naming-amore.upf.edu//2364719_1751802_singleton_obj.png	0	1	['#other_animal$1']	0
20126	2368415	618004	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2368415_618004_seed_ambiguous.png	0	1	['#other_animal$1']	0
20217	1160209	1077588	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//1160209_1077588_singleton_obj.png	0	1	['#other_animal$1']	0
20377	2374749	585902	truck	vehicles	vehicles	http://object-naming-amore.upf.edu//2374749_585902_singleton_obj.png	0	1	['#other_animal$1']	0
20470	2397739	1186945	motorcycle	vehicles	vehicles	http://object-naming-amore.upf.edu//2397739_1186945_supercat_unique.png	0	1	['#other_animal$1']	0
20677	2409605	238022	truck	vehicles	vehicles	http://object-naming-amore.upf.edu//2409605_238022_singleton_obj.png	0	1	['#other_animal$1']	0
21020	2415738	2963467	ship	vehicles	vehicles	http://object-naming-amore.upf.edu//2415738_2963467_singleton_obj.png	0	1	['#other_harbor$1']	0
21021	2353855	842645	train	vehicles	vehicles	http://object-naming-amore.upf.edu//2353855_842645_singleton_obj.png	0	1	['#other_train$1']	0
21131	2374792	3718234	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2374792_3718234_seed_ambiguous.png	0	1	['#other_a boat modified into a trailer$1']	0
21738	2396261	665087	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2396261_665087_singleton_obj.png	0	1	['#other_animal$1']	0
22833	2326193	983117	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2326193_983117_singleton_obj.png	0	1	['#other_could be car, or cow. :)$1']	0
25333	2378031	1735955	sedan	vehicles	vehicles	http://object-naming-amore.upf.edu//2378031_1735955_supercat_unique.png	0	1	['#other_animal$1']	0
25387	2315743	2852735	moped	vehicles	vehicles	http://object-naming-amore.upf.edu//2315743_2852735_supercat_ambiguous.png	0	1	['#other_scute$1']	0
26142	2336633	2277541	balloon	vehicles	vehicles	http://object-naming-amore.upf.edu//2336633_2277541_singleton_obj.png	0	1	['#other_aniaml$1']	0
27062	2413278	3800917	motorcycle	vehicles	vehicles	http://object-naming-amore.upf.edu//2413278_3800917_supercat_unique.png	0	1	['#other_animal$1']	0
27838	2368336	1841913	truck	vehicles	vehicles	http://object-naming-amore.upf.edu//2368336_1841913_supercat_ambiguous.png	0	1	['#other_animal$1']	0
28255	2354563	837445	pickup	vehicles	vehicles	http://object-naming-amore.upf.edu//2354563_837445_singleton_obj.png	0	1	['#other_animal$1']	0
29055	2398786	1175903	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2398786_1175903_singleton_obj.png	0	1	['#other_animals$1']	0
30864	2352260	3584344	truck	vehicles	vehicles	http://object-naming-amore.upf.edu//2352260_3584344_singleton_obj.png	0	1	['#other_animal$1']	0
13726	2400362	1159940	boy	people	$bag	http://object-naming-amore.upf.edu//2400362_1159940_singleton_obj.png	0	1	['#other_animal$1']	0
16857	2339382	3695816	man	people	$baseball player	http://object-naming-amore.upf.edu//2339382_3695816_singleton_obj.png	0	1	['#other_human$1']	0
28532	2376114	2144574	fry	people	$fries	http://object-naming-amore.upf.edu//2376114_2144574_supercat_unique.png	0	1	['#other_foods$1']	0
29210	2372562	2484067	fry	people	$fries	http://object-naming-amore.upf.edu//2372562_2484067_seed_ambiguous.png	0	1	['#other_foods$1']	0
