,index,image,object,name,correct1,correct2,correct3,image_url,control_type,rating,type,same_color,reliable1,reliable2,control_type_trimmed
153,153,2345825,1862256,chilidog,,,1.0,http://object-naming-amore.upf.edu//2345825_1862256_supercat_ambiguous.png,,"[1, 1, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['chili dog', 'hotdog', 'chilidog', 'food'], ['chili dog', 'hotdog', 'chilidog'], ['chili dog', 'chilidog'], ['chili dog', 'hotdog', 'chilidog']]",False,False,
154,154,2345825,1862256,food,,,,http://object-naming-amore.upf.edu//2345825_1862256_supercat_ambiguous.png,,"[1, 0, 0, 0]","['bounding box', nan, nan, nan]","[['chili dog', 'hotdog', 'chilidog', 'food'], ['sauce', 'cheese', 'toppins', 'toppings', 'chili', 'food'], ['food'], ['food']]",False,False,
155,155,2345825,1862256,hotdog,,,1.0,http://object-naming-amore.upf.edu//2345825_1862256_supercat_ambiguous.png,,"[1, 1, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['chili dog', 'hotdog', 'chilidog', 'food'], ['chili dog', 'hotdog', 'chilidog'], ['hotdog'], ['chili dog', 'hotdog', 'chilidog']]",False,False,
156,156,2345825,1862256,plate,,,1.0,http://object-naming-amore.upf.edu//2345825_1862256_supercat_ambiguous.png,,"[1, 1, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['plate'], ['plate'], ['plate'], ['plate']]",False,False,
157,157,2345825,1862256,sauce,,,,http://object-naming-amore.upf.edu//2345825_1862256_supercat_ambiguous.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['sauce', 'chili'], ['sauce', 'cheese', 'toppins', 'toppings', 'chili', 'food'], ['sauce'], ['sauce', 'toppins', 'toppings', 'chili']]",False,False,
158,158,2345825,1862256,toppings,,,,http://object-naming-amore.upf.edu//2345825_1862256_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['toppins', 'toppings'], ['sauce', 'cheese', 'toppins', 'toppings', 'chili', 'food'], ['toppins', 'toppings'], ['sauce', 'toppins', 'toppings', 'chili']]",False,False,
159,159,2345825,1862256,toppins,1.0,1.0,,http://object-naming-amore.upf.edu//2345825_1862256_supercat_ambiguous.png,typo-toppings,"[1, 1, 1, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['toppins', 'toppings'], ['sauce', 'cheese', 'toppins', 'toppings', 'chili', 'food'], ['toppins', 'toppings'], ['sauce', 'toppins', 'toppings', 'chili']]",True,True,typo
160,160,2348021,1679004,baseball players,,,1.0,http://object-naming-amore.upf.edu//2348021_1679004_supercat_unique.png,,"[1, 2, 1, 2]","['visual', 'bounding box', 'bounding box', 'bounding box']","[['baseball players'], ['baseball players'], ['baseball players'], ['baseball players']]",False,False,
161,161,2348021,1679004,cap,,,1.0,http://object-naming-amore.upf.edu//2348021_1679004_supercat_unique.png,,"[2, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['cap'], ['cap'], ['cap'], ['cap']]",False,False,
162,162,2348021,1679004,dugout,1.0,,,http://object-naming-amore.upf.edu//2348021_1679004_supercat_unique.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['dugout'], ['dugout'], ['dugout'], ['dugout']]",True,False,vg_majority
163,163,2348021,1679004,shirt,1.0,1.0,,http://object-naming-amore.upf.edu//2348021_1679004_supercat_unique.png,alternative,"[2, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['shirt'], ['shirt'], ['shirt'], ['shirt']]",True,True,alternative
164,164,2348296,1816577,bike,0.75,0.5,,http://object-naming-amore.upf.edu//2348296_1816577_singleton_obj.png,syn-motorcycle,"[1, 0, 0, 1]","['visual', nan, nan, 'bounding box']","[['bike'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped', 'bike'], ['bike']]",True,True,syn
165,165,2348296,1816577,handlebar,0.75,1.0,,http://object-naming-amore.upf.edu//2348296_1816577_singleton_obj.png,alternative,"[1, 1, 2, 2]","['visual', 'bounding box', 'bounding box', 'bounding box']","[['handlebar'], ['handlebar'], ['handlebar'], ['handlebar']]",True,True,alternative
166,166,2348296,1816577,moped,,,,http://object-naming-amore.upf.edu//2348296_1816577_singleton_obj.png,,"[1, 0, 0, 0]","['linguistic', nan, nan, nan]","[['moped'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped']]",False,False,
167,167,2348296,1816577,motorcycle,,,,http://object-naming-amore.upf.edu//2348296_1816577_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['motorcycle'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped']]",False,False,
168,168,2348296,1816577,scooter,1.0,,,http://object-naming-amore.upf.edu//2348296_1816577_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['scooter'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped', 'bike'], ['motorcycle', 'scooter', 'moped']]",True,False,vg_majority
169,169,2348515,881559,bed,,,1.0,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['bed'], ['bed'], ['bed'], ['bed']]",False,False,
170,170,2348515,881559,bed sheet,,,1.0,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[2, 2, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['bed sheet'], ['bed sheet'], ['bed sheet'], ['bed sheet']]",False,False,
171,171,2348515,881559,bedroom,,,,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[1, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['room', 'hotel', 'bedroom'], ['room', 'hotel', 'bedroom'], ['room', 'bedroom'], ['room', 'hotel', 'bedroom']]",False,False,
172,172,2348515,881559,hotel,,,,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[2, 0, 0, 2]","['other', nan, nan, 'visual']","[['room', 'hotel', 'bedroom'], ['room', 'hotel', 'bedroom'], ['hotel'], ['room', 'hotel', 'bedroom']]",False,False,
173,173,2348515,881559,room,,,,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[1, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['room', 'hotel', 'bedroom'], ['room', 'hotel', 'bedroom'], ['room', 'bedroom'], ['room', 'hotel', 'bedroom']]",False,False,
174,174,2348515,881559,view,0.75,,,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,alternative,"[1, 2, 0, 2]","['bounding box', 'bounding box', nan, 'bounding box']","[['view'], ['window', 'view'], ['window', 'view'], ['window', 'view']]",True,False,alternative
175,175,2348515,881559,wall,,,1.0,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[1, 2, 0, 2]","['bounding box', 'bounding box', nan, 'bounding box']","[['wall'], ['wall'], ['wall'], ['wall']]",False,False,
176,176,2348515,881559,window,,,1.0,http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['window'], ['window', 'view'], ['window', 'view'], ['window', 'view']]",False,False,
177,177,2348839,2323377,bagel dog,,,,http://object-naming-amore.upf.edu//2348839_2323377_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['bagel dog', 'hotdog'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'plywood', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'pastry']]",False,False,
178,178,2348839,2323377,biscuit,,,,http://object-naming-amore.upf.edu//2348839_2323377_singleton_obj.png,,"[2, 0, 0, 1]","['visual', nan, nan, 'visual']","[['biscuit'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'plywood', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'pastry']]",False,False,
179,179,2348839,2323377,bread,,,,http://object-naming-amore.upf.edu//2348839_2323377_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['bread'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'plywood', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'pastry']]",False,False,
180,180,2348839,2323377,bun,,,,http://object-naming-amore.upf.edu//2348839_2323377_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['bun'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'plywood', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'pastry']]",False,False,
181,181,2348839,2323377,cake,,,,http://object-naming-amore.upf.edu//2348839_2323377_singleton_obj.png,,"[2, 2, 2, 2]","['other', 'visual', 'visual', 'visual']","[['cake'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'plywood', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'pastry']]",False,False,
182,182,2348839,2323377,food,,,,http://object-naming-amore.upf.edu//2348839_2323377_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['food'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'plywood', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'pastry']]",False,False,
183,183,2348839,2323377,hotdog,,,,http://object-naming-amore.upf.edu//2348839_2323377_singleton_obj.png,,"[1, 0, 0, 1]","['visual', nan, nan, 'bounding box']","[['bagel dog', 'hotdog'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'plywood', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['hotdog']]",False,False,
184,184,2348839,2323377,pastry,,,,http://object-naming-amore.upf.edu//2348839_2323377_singleton_obj.png,,"[0, 1, 0, 2]","[nan, 'visual', nan, 'visual']","[['pastry'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'plywood', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'pastry']]",False,False,
185,185,2348839,2323377,plywood,0.5,0.75,,http://object-naming-amore.upf.edu//2348839_2323377_singleton_obj.png,random,"[2, 2, 2, 2]","['other', 'visual', 'other', 'visual']","[['plywood'], ['plywood'], ['cake', 'plywood', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['plywood']]",True,True,random
186,186,2348839,2323377,sandwich,,,,http://object-naming-amore.upf.edu//2348839_2323377_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['sandwich'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'plywood', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'hotdog', 'pastry'], ['cake', 'biscuit', 'bun', 'bread', 'sandwich', 'bagel dog', 'food', 'pastry']]",False,False,
187,187,2351225,2226010,bridge,1.0,,,http://object-naming-amore.upf.edu//2351225_2226010_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['bridge'], ['road', 'bridge', 'street'], ['bridge'], ['bridge']]",True,False,vg_majority
188,188,2351225,2226010,road,,,1.0,http://object-naming-amore.upf.edu//2351225_2226010_singleton_obj.png,,"[1, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['road', 'street'], ['road', 'bridge', 'street'], ['road', 'street'], ['road', 'street']]",False,False,
189,189,2351225,2226010,street,,,1.0,http://object-naming-amore.upf.edu//2351225_2226010_singleton_obj.png,,"[1, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['road', 'street'], ['road', 'bridge', 'street'], ['road', 'street'], ['road', 'street']]",False,False,
190,190,2351225,2226010,suit,1.0,1.0,,http://object-naming-amore.upf.edu//2351225_2226010_singleton_obj.png,alternative,"[2, 2, 2, 2]","['bounding box', 'other', 'other', 'bounding box']","[['suit'], ['suit'], ['suit'], ['suit']]",True,True,alternative
191,191,2351407,3897542,counter,,,,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['countertop', 'table', 'counter', 'desk'], ['countertop', 'counter'], ['countertop', 'table', 'counter', 'desk'], ['countertop', 'table', 'counter', 'desk']]",False,False,
192,192,2351407,3897542,countertop,,,,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['countertop', 'table', 'counter', 'desk'], ['countertop', 'counter'], ['countertop', 'table', 'counter', 'desk'], ['countertop', 'table', 'counter', 'desk']]",False,False,
193,193,2351407,3897542,desk,1.0,,,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['countertop', 'table', 'counter', 'desk'], ['table', 'desk'], ['countertop', 'table', 'counter', 'desk'], ['countertop', 'table', 'counter', 'desk']]",True,False,vg_majority
194,194,2351407,3897542,laptop,,,1.0,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['laptop'], ['laptop'], ['laptop'], ['laptop']]",False,False,
195,195,2351407,3897542,table,,,,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['countertop', 'table', 'counter', 'desk'], ['table', 'desk'], ['countertop', 'table', 'counter', 'desk'], ['countertop', 'table', 'counter', 'desk']]",False,False,
196,196,2351407,3897542,wall,1.0,1.0,,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,alternative,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['wall'], ['wall'], ['wall'], ['wall']]",True,True,alternative
197,197,2352241,1772495,bared,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[2, 2, 2, 1]","['other', 'other', 'visual', 'linguistic']","[['bared'], ['bared'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
198,198,2352241,1772495,bread,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[0, 0, 2, 0]","[nan, nan, 'visual', nan]","[['toast', 'bread'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
199,199,2352241,1772495,cheese,,,1.0,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[1, 0, 1, 2]","['visual', nan, 'visual', 'bounding box']","[['cheese'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['cheese']]",False,False,
200,200,2352241,1772495,food,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['food'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
201,201,2352241,1772495,lugs,1.0,1.0,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,random,"[2, 2, 2, 2]","['other', 'other', 'other', 'other']","[['lugs'], ['lugs'], ['lugs'], ['lugs']]",True,True,random
202,202,2352241,1772495,pizza,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[1, 1, 2, 2]","['visual', 'visual', 'visual', 'visual']","[['pizza'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
203,203,2352241,1772495,sandwich,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[0, 0, 2, 0]","[nan, nan, 'visual', nan]","[['sandwich'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
204,204,2352241,1772495,toast,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[0, 0, 2, 0]","[nan, nan, 'visual', nan]","[['toast', 'bread'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
205,205,2352294,3783929,blazer,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['blzzer', 'blazer'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'jacket', 'coat', 'blazer', 'suit']]",False,False,
206,206,2352294,3783929,blzzer,1.0,1.0,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,typo-blazer,"[1, 1, 2, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['blzzer', 'blazer'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'jacket', 'coat', 'blazer', 'suit']]",True,True,typo
207,207,2352294,3783929,coat,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['jacket', 'coat'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'jacket', 'coat', 'blazer', 'suit']]",False,False,
208,208,2352294,3783929,court,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[2, 2, 2, 1]","['other', 'other', 'visual', 'other']","[['court'], ['court'], ['court'], ['court']]",False,False,
209,209,2352294,3783929,jacket,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['jacket', 'coat'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'jacket', 'coat', 'blazer', 'suit']]",False,False,
210,210,2352294,3783929,man,,,1.0,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[0, 2, 0, 1]","[nan, 'bounding box', nan, 'bounding box']","[['man'], ['man'], ['man'], ['man']]",False,False,
211,211,2352294,3783929,shirt,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[1, 2, 1, 1]","['visual', 'visual', 'linguistic', 'linguistic']","[['shirt'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['shirt']]",False,False,
212,212,2352294,3783929,suit,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'jacket', 'coat', 'blazer', 'suit']]",False,False,
213,213,2352294,3783929,tie,,,1.0,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[2, 2, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['tie'], ['tie'], ['tie'], ['tie']]",False,False,
214,214,2353404,1746570,belt,,,1.0,http://object-naming-amore.upf.edu//2353404_1746570_singleton_obj.png,,"[2, 2, 2, 2]","['visual', 'bounding box', 'bounding box', 'visual']","[['belt'], ['belt'], ['belt'], ['belt']]",False,False,
215,215,2353404,1746570,dog,1.0,,,http://object-naming-amore.upf.edu//2353404_1746570_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['dog'], ['dog'], ['dog'], ['dog']]",True,False,vg_majority
216,216,2353404,1746570,leg,0.75,1.0,,http://object-naming-amore.upf.edu//2353404_1746570_singleton_obj.png,alternative,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['leg'], ['leg'], ['leg'], ['leg']]",True,True,alternative
217,217,2354096,3778271,arm,1.0,0.5,,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,syn-sleeve,"[1, 1, 0, 1]","['bounding box', 'bounding box', nan, 'bounding box']","[['sleeve', 'arm'], ['arm'], ['arm'], ['sleeve', 'arm']]",True,True,syn
218,218,2354096,3778271,blazer,,,,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,,"[1, 1, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['blazer'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['blazer', 'jacket', 'coat'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt']]",False,False,
219,219,2354096,3778271,cap,1.0,,,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,alternative,"[1, 1, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['cap'], ['cap'], ['cap'], ['cap']]",True,False,alternative
220,220,2354096,3778271,coat,,,,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,,"[0, 1, 1, 2]","[nan, 'visual', 'visual', 'bounding box']","[['hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['blazer', 'jacket', 'coat'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt']]",False,False,
221,221,2354096,3778271,hoodie,,,,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,,"[0, 0, 1, 2]","[nan, nan, 'visual', 'bounding box']","[['hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['hoodie'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt']]",False,False,
222,222,2354096,3778271,jacket,,,,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,,"[0, 1, 1, 2]","[nan, 'visual', 'visual', 'bounding box']","[['hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['blazer', 'jacket', 'coat'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt']]",False,False,
223,223,2354096,3778271,shirt,,,,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,,"[1, 1, 1, 2]","['linguistic', 'visual', 'visual', 'bounding box']","[['shirt'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['shirt'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt']]",False,False,
224,224,2354096,3778271,sleeve,,,,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,,"[1, 1, 0, 1]","['bounding box', 'bounding box', nan, 'bounding box']","[['sleeve', 'arm'], ['sleeve'], ['sleeve'], ['sleeve', 'arm']]",False,False,
225,225,2354096,3778271,sweater,,,,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,,"[0, 1, 0, 2]","[nan, 'visual', nan, 'bounding box']","[['hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['sweater', 'sweatshirt'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt']]",False,False,
226,226,2354096,3778271,sweatshirt,,,,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,,"[0, 0, 0, 2]","[nan, nan, nan, 'bounding box']","[['hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt'], ['sweater', 'sweatshirt'], ['blazer', 'shirt', 'hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt']]",False,False,
227,227,2355060,833206,bench,,,1.0,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,,"[2, 2, 2, 2]","['bounding box', 'bounding box', 'linguistic', 'bounding box']","[['bench'], ['bench'], ['bench'], ['bench']]",False,False,
228,228,2355060,833206,bis,0.5,1.0,,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,random,"[2, 1, 2, 2]","['linguistic', 'other', 'linguistic', 'other']","[['bis'], ['bis'], ['bis'], ['bis']]",True,True,random
229,229,2355060,833206,boy,,,,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy', 'shoe', 'shirt'], ['kid', 'child', 'boy']]",False,False,
230,230,2355060,833206,child,0.75,0.75,,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,"syn-kid,children","[0, 0, 0, 0]","[nan, nan, nan, nan]","[['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy', 'shoe', 'shirt'], ['kid', 'child', 'boy']]",True,True,syn
231,231,2355060,833206,children,,,1.0,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,,"[0, 0, 0, 2]","[nan, nan, nan, 'bounding box']","[['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy', 'shoe', 'shirt'], ['children']]",False,False,
