assignmentid,rating_mean,color_mean,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
3C8HJ7UOP7UR5SMXEYQ9M07T30FZMG,0.7837837837837838,0.5135135135135135,11,11.0,8,8.0,3,3.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan]",1.0,1.0,22,22.0,3P520RYKCH69P29OQA5E0ML4DVKU57,../1_pre-pilot/verification_pilot_amt.csv_28,1.0,worker6,[''],22,22,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3I3WADAZ9Q4HYHNKKQY6P0P3X0QO5F,0.8108108108108109,0.7027027027027027,11,9.0,8,6.0,4,4.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan]",0.8260869565217391,0.8636363636363636,23,19.0,3P520RYKCH69P29OQA5E0ML4DVKU57,../1_pre-pilot/verification_pilot_amt.csv_28,0.8260869565217391,worker18,"['2-3-rand1', '2-3-0-rand2', '3-5-rand1', '4-4-bold-cycle1']",23,19,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2331689_2749423_singleton_obj.png - inlet - random: visual', 'http://object-naming-amore.upf.edu//2316022_2921754_singleton_obj.png - capsule - random: visual', ""http://object-naming-amore.upf.edu//2322040_3572674_singleton_obj.png - wheel - syn-cycle: ['wheel']"", ""http://object-naming-amore.upf.edu//2316022_2921754_singleton_obj.png - capsule - random: ['armchair', 'capsule', 'couch', 'sofa', 'chair']""]",4
3IGI0VL647KLO6TQOQUSJHPPON2NOK,0.6486486486486487,0.6756756756756757,11,11.0,8,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9473684210526315,1.0,19,18.0,3P520RYKCH69P29OQA5E0ML4DVKU57,../1_pre-pilot/verification_pilot_amt.csv_28,0.9473684210526316,worker2,['4-4-bold-cycle1'],19,18,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2322040_3572674_singleton_obj.png - wheel - syn-cycle: ['wheel']""]",1
3KWTYT087039SWKN7YIEXJL92XKL5Y,0.5135135135135135,0.3783783783783784,12,10.0,8,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8,0.8421052631578947,20,16.0,3P520RYKCH69P29OQA5E0ML4DVKU57,../1_pre-pilot/verification_pilot_amt.csv_28,0.8,worker25,"['3-5-rand1', '4-4-bold-cycle1', '4-7-alt0', '5-2-typo-hardcover3']",20,16,approve,block,False,False,"good enough assignment, blocked because low average quality","['http://object-naming-amore.upf.edu//2322040_3572674_singleton_obj.png - window - alternative: 0', 'http://object-naming-amore.upf.edu//2331689_2749423_singleton_obj.png - inlet - random: visual', ""http://object-naming-amore.upf.edu//2322040_3572674_singleton_obj.png - wheel - syn-cycle: ['wheel']"", ""http://object-naming-amore.upf.edu//2373607_2036892_singleton_obj.png - hardcovr - typo-hardcover: ['hardcovr']""]",4
378XPAWRUCD481OYHRCIDE93D5SIAK,0.7941176470588235,1.2352941176470589,9,7.0,8,8.0,5,5.0,"[nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan]",0.9090909090909091,0.9473684210526315,22,20.0,3PA41K45VN4BK1FBXHLHO0C1WLO7P6,../1_pre-pilot/verification_pilot_amt.csv_32,0.9090909090909091,worker18,"['1-5-typo-airplane0', '3-7-rand1']",22,20,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2365614_2535477_supercat_ambiguous.png - coocked - random: bounding box', 'http://object-naming-amore.upf.edu//2406532_293946_singleton_obj.png - airpane - typo-airplane: 0']",2
3JJVG1YBEBXXFNYBGLTKJGP4Q2H5B4,0.7058823529411765,2.3823529411764706,9,8.0,8,7.0,4,4.0,"[nan, nan, nan, nan, 1.0, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9047619047619048,1.0,21,19.0,3PA41K45VN4BK1FBXHLHO0C1WLO7P6,../1_pre-pilot/verification_pilot_amt.csv_32,0.9047619047619048,worker8,"['4-5-bold-cabinet0', '4-5-bold-cabinet1']",21,19,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","['http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png - console - syn-cabinet: visual', ""http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png - console - syn-cabinet: ['console']""]",2
3VA45EW49NNIAZM1J3WUMACMLKM1OB,0.7058823529411765,0.4117647058823529,9,5.0,8,7.0,5,4.0,"[nan, nan, nan, nan, nan, 1.0, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan]",0.7272727272727273,0.8421052631578947,22,16.0,3PA41K45VN4BK1FBXHLHO0C1WLO7P6,../1_pre-pilot/verification_pilot_amt.csv_32,0.7272727272727273,worker15,"['1-5-typo-airplane0', '2-2-typo-sandwich0', '3-5-1', '4-2-typo-cabinet0', '4-5-bold-cabinet0', '4-5-bold-cabinet1']",22,16,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png - console - syn-cabinet: bounding box', 'http://object-naming-amore.upf.edu//2406532_293946_singleton_obj.png - airpane - typo-airplane: 0', 'http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png - cbinet - typo-cabinet: 0', 'http://object-naming-amore.upf.edu//2394267_1212874_singleton_obj.png - sanddwich - typo-sandwich: 0', ""http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png - console - syn-cabinet: ['console']"", 'http://object-naming-amore.upf.edu//2365614_2535477_supercat_ambiguous.png - wheel -  ~ wheel_airplane,helicopter,plane']",6
3Y54SXRO1LLEWOI7H8SDRMN6VP0UTP,0.5294117647058824,0.6176470588235294,9,7.0,8,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8235294117647058,1.0,17,14.0,3PA41K45VN4BK1FBXHLHO0C1WLO7P6,../1_pre-pilot/verification_pilot_amt.csv_32,0.8235294117647058,worker17,"['1-5-typo-airplane0', '4-5-bold-cabinet0', '4-5-bold-cabinet1']",17,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","['http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png - console - syn-cabinet: bounding box', 'http://object-naming-amore.upf.edu//2406532_293946_singleton_obj.png - airpane - typo-airplane: 0', ""http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png - console - syn-cabinet: ['console']""]",3
32AT8R96GL9DHO5SS8NNHHRKT6MUS0,0.9411764705882353,0.5,9,8.0,5,5.0,9,8.0,"[nan, 1.0, nan, nan, nan, 1.0, 1.0, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 0.0, nan, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan]",0.9130434782608695,0.9130434782608695,23,21.0,3SBNLSTU6U5LFEIRB3M5FQOBSUXZD9,../1_pre-pilot/verification_pilot_amt.csv_29,0.9130434782608696,worker18,"['1-2-1', '4-8-alt1']",23,21,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png - window - alternative: visual', 'http://object-naming-amore.upf.edu//2321774_2970221_singleton_obj.png - macaroni -  ~ macaroni_food']",2
3QEMNNSB2XZ5HOAEIAZNCQR0KTP7DT,0.7352941176470589,0.6176470588235294,9,9.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,14,14.0,3SBNLSTU6U5LFEIRB3M5FQOBSUXZD9,../1_pre-pilot/verification_pilot_amt.csv_29,1.0,worker2,[''],14,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3S0TNUHWKTI9H2FXSFRTQQNVVDFD86,0.47058823529411764,0.8529411764705882,9,9.0,5,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9285714285714286,0.9285714285714286,14,13.0,3SBNLSTU6U5LFEIRB3M5FQOBSUXZD9,../1_pre-pilot/verification_pilot_amt.csv_29,0.9285714285714286,worker11,['0-2-bold-couch1'],14,13,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2044_1629170_singleton_obj.png - sofa - syn-couch: ['sofa', 'chair']""]",1
3VBEN272MKZUC64X83Y6D2QTKY6GSL,0.6764705882352942,2.0294117647058822,9,8.0,5,5.0,4,4.0,"[nan, 1.0, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan]",0.9444444444444444,0.9444444444444444,18,17.0,3SBNLSTU6U5LFEIRB3M5FQOBSUXZD9,../1_pre-pilot/verification_pilot_amt.csv_29,0.9444444444444444,worker3,['0-3-alt1'],18,17,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2044_1629170_singleton_obj.png - metal - alternative: visual'],1
3EA3QWIZ4IV9NXN7NR3Z8JZV1UDTIG,0.6486486486486487,0.7027027027027027,14,13.0,9,8.0,2,2.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.92,0.92,25,23.0,3SBX2M1TKDNZ1QY7VW2ZLTI1AFK4QA,../1_pre-pilot/verification_pilot_amt.csv_18,0.92,worker20,['motorcycle1'],25,23,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png - motorbike - syn-motorcycles,motorcycle: bounding box', ""http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png - motorbike - syn-motorcycles,motorcycle: ['motorbike', 'motorcycle']""]",2
3K5TEWLKGVBO0PRWSM3E91NGYFTIVL,0.6216216216216216,0.43243243243243246,14,12.0,9,9.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9130434782608695,0.9130434782608695,23,21.0,3SBX2M1TKDNZ1QY7VW2ZLTI1AFK4QA,../1_pre-pilot/verification_pilot_amt.csv_18,0.9130434782608696,worker4,"['1-1-pos0', '3-3-pos0']",23,21,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png - lamp - vg_majority: bounding box', 'http://object-naming-amore.upf.edu//2376566_719746_supercat_ambiguous.png - hat - vg_majority: bounding box']",2
3MAOD8E57QA8IF7IPHHO2UGI0PUNX8,0.21621621621621623,0.32432432432432434,14,13.0,9,9.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9565217391304348,0.9565217391304348,23,22.0,3SBX2M1TKDNZ1QY7VW2ZLTI1AFK4QA,../1_pre-pilot/verification_pilot_amt.csv_18,0.9565217391304348,worker24,['4-4-alt0'],23,22,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png - helmet - alternative: 0'],1
3OCHAWUVGOK7A9MFS4P8A2ZE6VCXK2,0.4864864864864865,0.4864864864864865,14,10.0,9,8.0,4,4.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan]",0.8148148148148148,0.8148148148148148,27,22.0,3SBX2M1TKDNZ1QY7VW2ZLTI1AFK4QA,../1_pre-pilot/verification_pilot_amt.csv_18,0.8148148148148149,worker15,"['motorcycle1', '5-8-typo-player0']",27,22,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2376930_2084256_seed_ambiguous.png - plyaer - typo-player: 0', 'http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png - motorbike - syn-motorcycles,motorcycle: bounding box', 'http://object-naming-amore.upf.edu//2373931_1674850_singleton_obj.png - motorccle - typo-motorcycle: 0', 'http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png - lmap post - typo-lamp post: 0', ""http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png - motorbike - syn-motorcycles,motorcycle: ['motorbike', 'motorcycle']""]",5
320DUZ38G7M1D3L7L9PSL1Z6OFUJG9,0.5945945945945946,2.1621621621621623,9,8.0,5,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8571428571428571,0.8571428571428571,14,12.0,3TCFMTM8HEO1H8Z363TWRDDVIPW21H,../1_pre-pilot/verification_pilot_amt.csv_24,0.8571428571428572,worker8,"['4-1-alt1', '5-6-bold-kid1']",14,12,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2373164_734050_supercat_unique.png - wall - alternative: visual', ""http://object-naming-amore.upf.edu//2398907_2901496_singleton_obj.png - child - syn-kid: ['child']""]",2
39ZSFO5CA8WKILM25EE9PG0XXPKJUO,0.6756756756756757,0.40540540540540543,9,9.0,5,5.0,4,3.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, 0.0, nan, 1.0, 1.0, nan, nan, nan, nan, nan]",0.9444444444444444,0.9444444444444444,18,17.0,3TCFMTM8HEO1H8Z363TWRDDVIPW21H,../1_pre-pilot/verification_pilot_amt.csv_24,0.9444444444444444,worker23,['2-1-0'],18,17,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2393419_1220121_supercat_unique.png - stairs -  ~ stairs_porch,house,building']",1
3K3R2QNK8B3VC99TJ2NW0MMU1JFU99,0.7297297297297297,0.6216216216216216,9,8.0,5,5.0,5,5.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, 1.0, 1.0, 1.0, 1.0, nan, nan, nan, nan, nan]",0.9473684210526315,0.9473684210526315,19,18.0,3TCFMTM8HEO1H8Z363TWRDDVIPW21H,../1_pre-pilot/verification_pilot_amt.csv_24,0.9473684210526316,worker22,['2-3-rand1'],19,18,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2393419_1220121_supercat_unique.png - tricks - random: linguistic'],1
3NJM2BJS4W6KI280E0YTS603ZOOCPC,0.6486486486486487,0.8378378378378378,9,9.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,14,14.0,3TCFMTM8HEO1H8Z363TWRDDVIPW21H,../1_pre-pilot/verification_pilot_amt.csv_24,1.0,worker2,[''],14,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
32EYX73OY091G95FDJNIR7MO76JURW,0.7567567567567568,0.6216216216216216,11,11.0,7,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9444444444444444,0.9444444444444444,18,17.0,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,0.9444444444444444,worker2,['5-2-bold-sleeve1'],18,17,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png - arm - syn-sleeve: ['arm']""]",1
3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,0.5945945945945946,0.7837837837837838,11,11.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,18,18.0,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,1.0,worker0,[''],18,18,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3KGTPGBS6XLKCPOUYT8HQZEGVD22UM,0.7027027027027027,1.7297297297297298,11,9.0,7,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8333333333333334,0.8333333333333334,18,15.0,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,0.8333333333333334,worker8,"['4-0-bold-plane0', '4-3-rand1', '5-2-bold-sleeve1']",18,15,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2318524_1009820_singleton_obj.png - plier - random: bounding box', 'http://object-naming-amore.upf.edu//2318524_1009820_singleton_obj.png - airplane - syn-plane: bounding box', ""http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png - arm - syn-sleeve: ['arm']""]",3
3U84XHCDICDB12XR8UQD06QTH9K4ZG,1.054054054054054,0.3783783783783784,11,10.0,7,7.0,4,4.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9545454545454546,0.9545454545454546,22,21.0,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,0.9545454545454546,worker15,['2-3-typo-cabinet0'],22,21,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2417054_3245468_seed_ambiguous.png - cabiet - typo-cabinet: 0'],1
37TD41K0AH9HVUOS6H2NNB5EM8SCSP,0.8918918918918919,0.4594594594594595,7,5.0,4,4.0,3,3.0,"[nan, nan, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan]",0.8571428571428571,0.9230769230769231,14,12.0,3X878VYTIEIZTOQHJEPCC6YXUF17F3,../1_pre-pilot/verification_pilot_amt.csv_23,0.8571428571428572,worker23,"['4-6-alt1', '5-5-alt1']",14,12,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png - fabric - alternative: visual', 'http://object-naming-amore.upf.edu//2316735_3170310_supercat_ambiguous.png - strips - alternative: visual']",2
3B1NLC6UGZWXZEO5GMUCIXLIXJHGPX,0.43243243243243246,1.4864864864864864,9,6.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.7692307692307693,0.8333333333333334,13,10.0,3X878VYTIEIZTOQHJEPCC6YXUF17F3,../1_pre-pilot/verification_pilot_amt.csv_23,0.7692307692307692,worker19,"['1-2-typo-window0', '3-2-typo-snowboarder0', '4-6-alt0']",13,10,approve,block,False,False,"good enough assignment, blocked because low average quality","['http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png - fabric - alternative: 0', 'http://object-naming-amore.upf.edu//2334401_3271144_supercat_unique.png - snowborader - typo-snowboarder: 0', 'http://object-naming-amore.upf.edu//2363842_2563217_singleton_obj.png - winodw - typo-window: 0']",3
3HL8HNGX4516TRC3ODSXEMLRRWS9FH,1.1081081081081081,0.35135135135135137,7,7.0,4,3.0,6,6.0,"[nan, nan, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan]",0.9411764705882353,0.9375,17,16.0,3X878VYTIEIZTOQHJEPCC6YXUF17F3,../1_pre-pilot/verification_pilot_amt.csv_23,0.9411764705882353,worker16,['0-0-1-rand2'],17,16,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2319937_3324134_supercat_unique.png - dummy - random: ['donut', 'dummy']""]",1
3WT783CTPBHIE87QVVGSXMVEIK6BCN,0.21621621621621623,0.7027027027027027,9,8.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9230769230769231,1.0,13,12.0,3X878VYTIEIZTOQHJEPCC6YXUF17F3,../1_pre-pilot/verification_pilot_amt.csv_23,0.9230769230769231,worker1,['4-6-alt0'],13,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",['http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png - fabric - alternative: 0'],1
3483FV8BEEJZAEYT2BAEAT00SRR62V,0.3235294117647059,0.38235294117647056,9,6.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8,0.8571428571428571,15,12.0,3YGYP136419LZZNDQG6VPSY6XHGRNQ,../1_pre-pilot/verification_pilot_amt.csv_31,0.8,worker13,"['1-0-typo-sandwich0', '2-1-rand1', '4-5-alt1']",15,12,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2366853_2318040_singleton_obj.png - mirror - alternative: visual', 'http://object-naming-amore.upf.edu//2323738_2709711_singleton_obj.png - axis - random: visual', 'http://object-naming-amore.upf.edu//2375404_3065688_seed_ambiguous.png - sadnwich - typo-sandwich: 0']",3
35LDD5557A4WGXNBEXNZZLJGZTUMKD,0.35294117647058826,0.38235294117647056,10,9.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9375,1.0,16,15.0,3YGYP136419LZZNDQG6VPSY6XHGRNQ,../1_pre-pilot/verification_pilot_amt.csv_31,0.9375,worker24,['2-1-rand1'],16,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",['http://object-naming-amore.upf.edu//2323738_2709711_singleton_obj.png - axis - random: bounding box'],1
369J354OFDAPP8601QV3CXU129A6GQ,0.7647058823529411,1.1470588235294117,8,7.0,6,5.0,7,7.0,"[nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan]",0.9047619047619048,0.95,21,19.0,3YGYP136419LZZNDQG6VPSY6XHGRNQ,../1_pre-pilot/verification_pilot_amt.csv_31,0.9047619047619048,worker18,"['2-1-rand1', '2-1-3-rand2']",21,19,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2323738_2709711_singleton_obj.png - axis - random: visual', ""http://object-naming-amore.upf.edu//2323738_2709711_singleton_obj.png - axis - random: ['wheel', 'axis']""]",2
3X31TUMD7XMA4EJ46BG2UT8SQFGL1D,0.5294117647058824,1.8529411764705883,10,8.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.875,0.9333333333333333,16,14.0,3YGYP136419LZZNDQG6VPSY6XHGRNQ,../1_pre-pilot/verification_pilot_amt.csv_31,0.875,worker8,"['2-1-rand1', '3-2-alt1']",16,14,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png - nose - alternative: visual', 'http://object-naming-amore.upf.edu//2323738_2709711_singleton_obj.png - axis - random: visual']",2
358010RM5ETLQKGRR83FCBAVMSWVXX,0.7297297297297297,0.24324324324324326,10,9.0,5,5.0,7,7.0,"[nan, nan, nan, nan, nan, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan]",0.9545454545454546,0.9545454545454546,22,21.0,3YLPJ8OXX8DJANZJHAXRF1EU7I74X7,../1_pre-pilot/verification_pilot_amt.csv_25,0.9545454545454546,worker15,['4-5-typo-athlete0'],22,21,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2412045_204088_singleton_obj.png - atthlete - typo-athlete: 0'],1
