,index,image,object,name,correct1,correct2,correct3,image_url,control_type,rating,type,same_color,reliable1,reliable2,control_type_trimmed
85,85,2339950,2578854,shirt,1.0,,,http://object-naming-amore.upf.edu//2339950_2578854_supercat_unique.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['shirt', 'dress shirt'], ['shirt', 'dress shirt'], ['shirt', 'dress shirt'], ['shirt', 'dress shirt']]",True,False,vg_majority
86,86,2339950,2578854,tie,,,1.0,http://object-naming-amore.upf.edu//2339950_2578854_supercat_unique.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['tie'], ['tie'], ['tie'], ['tie']]",False,False,
87,87,2343655,921276,man,1.0,,,http://object-naming-amore.upf.edu//2343655_921276_supercat_ambiguous.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['man', 'person'], ['man', 'person'], ['man', 'person'], ['man', 'person']]",True,False,vg_majority
88,88,2343655,921276,person,,,,http://object-naming-amore.upf.edu//2343655_921276_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['man', 'person'], ['man', 'person'], ['man', 'person'], ['man', 'person']]",False,False,
89,89,2343655,921276,stripes,0.5,1.0,,http://object-naming-amore.upf.edu//2343655_921276_supercat_ambiguous.png,random,"[2, 2, 2, 2]","['other', 'visual', 'visual', 'other']","[['stripes'], ['stripes'], ['stripes'], ['stripes']]",True,True,random
90,90,2345735,905140,bun,,,1.0,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,,"[2, 0, 1, 2]","['other', nan, 'bounding box', 'bounding box']","[['bun'], ['bun'], ['meal', 'meat', 'bun', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['bun']]",False,False,
91,91,2345735,905140,food,,,,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['meal', 'food', 'hot dog and fries'], ['meal', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['meal', 'meat', 'bun', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['meal', 'food', 'sandwich', 'hot dog and fries']]",False,False,
92,92,2345735,905140,hot dog and fries,,,,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['meal', 'food', 'hot dog and fries'], ['meal', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['meal', 'meat', 'bun', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['meal', 'food', 'sandwich', 'hot dog and fries']]",False,False,
93,93,2345735,905140,hotdog,,,,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,,"[1, 1, 1, 1]","['other', 'linguistic', 'bounding box', 'bounding box']","[['hotdog'], ['meal', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['meal', 'meat', 'bun', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['meat', 'hotdog']]",False,False,
94,94,2345735,905140,meal,,,,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['meal', 'food', 'hot dog and fries'], ['meal', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['meal', 'meat', 'bun', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['meal', 'food', 'sandwich', 'hot dog and fries']]",False,False,
95,95,2345735,905140,meat,0.75,,,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,alternative,"[2, 0, 1, 2]","['other', nan, 'bounding box', 'bounding box']","[['meat'], ['meat'], ['meal', 'meat', 'bun', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['meat', 'hotdog']]",True,False,alternative
96,96,2345735,905140,plate,,,1.0,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,,"[2, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['plate'], ['plate'], ['plate'], ['plate']]",False,False,
97,97,2345735,905140,sandwich,,,,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,,"[1, 1, 1, 1]","['other', 'visual', 'bounding box', 'bounding box']","[['sandwich'], ['meal', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['meal', 'meat', 'bun', 'food', 'sandwich', 'hotdog', 'hot dog and fries'], ['meal', 'food', 'sandwich', 'hot dog and fries']]",False,False,
98,98,2347127,1974512,bike,0.0,0.0,,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,syn-wheel,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['motorcycle', 'bike', 'motorbike', 'vehicle'], ['motorcycle', 'bike', 'motorbike', 'vehicle'], ['motorcycle', 'bike', 'motorbike'], ['motorcycle', 'bike', 'motorbike', 'vehicle']]",False,False,syn
99,99,2347127,1974512,egde,1.0,1.0,,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,alternative,"[2, 2, 2, 2]","['other', 'other', 'other', 'other']","[['egde'], ['egde'], ['egde'], ['egde']]",True,True,alternative
100,100,2347127,1974512,motorbike,,,,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['motorcycle', 'bike', 'motorbike', 'vehicle'], ['motorcycle', 'bike', 'motorbike', 'vehicle'], ['motorcycle', 'bike', 'motorbike'], ['motorcycle', 'bike', 'motorbike', 'vehicle']]",False,False,
101,101,2347127,1974512,motorcycle,1.0,,,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['motorcycle', 'bike', 'motorbike', 'vehicle'], ['motorcycle', 'bike', 'motorbike', 'vehicle'], ['motorcycle', 'bike', 'motorbike'], ['motorcycle', 'bike', 'motorbike', 'vehicle']]",True,False,vg_majority
102,102,2347127,1974512,number plate,,,1.0,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['number plate'], ['number plate'], ['number plate'], ['number plate']]",False,False,
103,103,2347127,1974512,vehicle,,,,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['motorcycle', 'bike', 'motorbike', 'vehicle'], ['motorcycle', 'bike', 'motorbike', 'vehicle'], ['vehicle'], ['motorcycle', 'bike', 'motorbike', 'vehicle']]",False,False,
104,104,2347127,1974512,wheel,,,1.0,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,,"[1, 2, 2, 2]","['bounding box', 'other', 'bounding box', 'visual']","[['wheel'], ['wheel'], ['wheel'], ['wheel']]",False,False,
105,105,2347527,3052675,cow,,,,http://object-naming-amore.upf.edu//2347527_3052675_supercat_unique.png,,"[2, 2, 2, 0]","['visual', 'visual', 'visual', nan]","[['cow', 'giraffe', 'tongue', 'hoat'], ['cow', 'giraffe'], ['cow', 'giraffe', 'hoat'], ['cow', 'giraffe']]",False,False,
106,106,2347527,3052675,giraffe,1.0,,,http://object-naming-amore.upf.edu//2347527_3052675_supercat_unique.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['cow', 'giraffe', 'tongue', 'hoat'], ['cow', 'giraffe'], ['cow', 'giraffe', 'hoat'], ['cow', 'giraffe']]",True,False,vg_majority
107,107,2347527,3052675,hoat,0.5,0.5,,http://object-naming-amore.upf.edu//2347527_3052675_supercat_unique.png,random,"[2, 2, 2, 2]","['visual', 'other', 'visual', 'other']","[['cow', 'giraffe', 'tongue', 'hoat'], ['hoat'], ['cow', 'giraffe', 'hoat'], ['hoat']]",True,True,random
108,108,2347527,3052675,tongue,,,0.0,http://object-naming-amore.upf.edu//2347527_3052675_supercat_unique.png,,"[2, 0, 0, 0]","['bounding box', nan, nan, nan]","[['cow', 'giraffe', 'tongue', 'hoat'], ['tongue'], ['tongue'], ['tongue']]",False,False,
109,109,2349149,1903388,cat,1.0,,,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['kitten', 'cat'], ['kitten', 'cat'], ['kitten', 'cat'], ['kitten', 'cat']]",True,False,vg_majority
110,110,2349149,1903388,eye,0.5,1.0,,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,alternative,"[2, 2, 2, 2]","['visual', 'visual', 'bounding box', 'other']","[['eye'], ['eye'], ['eye'], ['eye']]",True,True,alternative
111,111,2349149,1903388,kitten,,,,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['kitten', 'cat'], ['kitten', 'cat'], ['kitten', 'cat'], ['kitten', 'cat']]",False,False,
112,112,2349227,2299218,section,0.75,1.0,,http://object-naming-amore.upf.edu//2349227_2299218_singleton_obj.png,alternative,"[2, 2, 2, 2]","['other', 'other', 'other', 'visual']","[['section'], ['section'], ['section'], ['section']]",True,True,alternative
113,113,2349227,2299218,shirt,1.0,,,http://object-naming-amore.upf.edu//2349227_2299218_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['shirt'], ['shirt', 'tie'], ['shirt', 'tie'], ['shirt']]",True,False,vg_majority
114,114,2349227,2299218,tie,,,0.0,http://object-naming-amore.upf.edu//2349227_2299218_singleton_obj.png,,"[0, 1, 2, 1]","[nan, 'bounding box', 'bounding box', 'bounding box']","[['tie'], ['shirt', 'tie'], ['shirt', 'tie'], ['tie']]",False,False,
115,115,2351023,3061971,baseball player,,,,http://object-naming-amore.upf.edu//2351023_3061971_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player']]",False,False,
116,116,2351023,3061971,batter,,,,http://object-naming-amore.upf.edu//2351023_3061971_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player']]",False,False,
117,117,2351023,3061971,btater,1.0,1.0,,http://object-naming-amore.upf.edu//2351023_3061971_supercat_ambiguous.png,typo-batter,"[1, 1, 1, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player']]",True,True,typo
118,118,2351023,3061971,man,,,,http://object-naming-amore.upf.edu//2351023_3061971_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player']]",False,False,
119,119,2351023,3061971,player,,,,http://object-naming-amore.upf.edu//2351023_3061971_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player'], ['baseball player', 'man', 'batter', 'btater', 'player']]",False,False,
120,120,2351869,1706343,bread,,,1.0,http://object-naming-amore.upf.edu//2351869_1706343_singleton_obj.png,,"[0, 1, 2, 0]","[nan, 'visual', 'bounding box', nan]","[['bun', 'sandwivh', 'sub', 'bread', 'sandwich', 'hotdog', 'food'], ['bun', 'bread'], ['bun', 'bread'], ['bun', 'bread']]",False,False,
121,121,2351869,1706343,bun,,,1.0,http://object-naming-amore.upf.edu//2351869_1706343_singleton_obj.png,,"[0, 0, 2, 0]","[nan, nan, 'bounding box', nan]","[['bun', 'sandwivh', 'sub', 'bread', 'sandwich', 'hotdog', 'food'], ['bun', 'bread'], ['bun', 'bread'], ['bun', 'bread']]",False,False,
122,122,2351869,1706343,food,,,,http://object-naming-amore.upf.edu//2351869_1706343_singleton_obj.png,,"[0, 1, 0, 0]","[nan, 'bounding box', nan, nan]","[['bun', 'sandwivh', 'sub', 'bread', 'sandwich', 'hotdog', 'food'], ['food'], ['sandwivh', 'sandwich', 'hotdog', 'food'], ['food']]",False,False,
123,123,2351869,1706343,hotdog,,,0.0,http://object-naming-amore.upf.edu//2351869_1706343_singleton_obj.png,,"[0, 1, 2, 0]","[nan, 'bounding box', 'bounding box', nan]","[['bun', 'sandwivh', 'sub', 'bread', 'sandwich', 'hotdog', 'food'], ['hotdog'], ['sandwivh', 'sandwich', 'hotdog', 'food'], ['sandwivh', 'sub', 'sandwich', 'hotdog']]",False,False,
124,124,2351869,1706343,sandwich,,,,http://object-naming-amore.upf.edu//2351869_1706343_singleton_obj.png,,"[1, 1, 2, 0]","['linguistic', 'visual', 'visual', nan]","[['bun', 'sandwivh', 'sub', 'bread', 'sandwich', 'hotdog', 'food'], ['sandwivh', 'sandwich'], ['sandwivh', 'sandwich', 'hotdog', 'food'], ['sandwivh', 'sub', 'sandwich', 'hotdog']]",False,False,
125,125,2351869,1706343,sandwivh,1.0,1.0,,http://object-naming-amore.upf.edu//2351869_1706343_singleton_obj.png,typo-sandwich,"[1, 1, 2, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['bun', 'sandwivh', 'sub', 'bread', 'sandwich', 'hotdog', 'food'], ['sandwivh', 'sandwich'], ['sandwivh', 'sandwich', 'hotdog', 'food'], ['sandwivh', 'sub', 'sandwich', 'hotdog']]",True,True,typo
126,126,2351869,1706343,sub,,,,http://object-naming-amore.upf.edu//2351869_1706343_singleton_obj.png,,"[1, 1, 2, 0]","['linguistic', 'visual', 'other', nan]","[['bun', 'sandwivh', 'sub', 'bread', 'sandwich', 'hotdog', 'food'], ['sub'], ['sub'], ['sandwivh', 'sub', 'sandwich', 'hotdog']]",False,False,
127,127,2354552,2038175,bridge,,,,http://object-naming-amore.upf.edu//2354552_2038175_supercat_ambiguous.png,,"[0, 0, 1, 1]","[nan, nan, 'bounding box', 'bounding box']","[['bridge'], ['bridge'], ['bridge'], ['bridge']]",False,False,
128,128,2354552,2038175,building,,,,http://object-naming-amore.upf.edu//2354552_2038175_supercat_ambiguous.png,,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['buildnig', 'building', 'castle', 'palace'], ['buildnig', 'building', 'castle', 'palace'], ['buildnig', 'building'], ['buildnig', 'building', 'castle', 'palace']]",False,False,
129,129,2354552,2038175,buildnig,1.0,1.0,,http://object-naming-amore.upf.edu//2354552_2038175_supercat_ambiguous.png,typo-building,"[1, 1, 1, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['buildnig', 'building', 'castle', 'palace'], ['buildnig', 'building', 'castle', 'palace'], ['buildnig', 'building'], ['buildnig', 'building', 'castle', 'palace']]",True,True,typo
130,130,2354552,2038175,castle,,,,http://object-naming-amore.upf.edu//2354552_2038175_supercat_ambiguous.png,,"[0, 2, 1, 0]","[nan, 'visual', 'visual', nan]","[['buildnig', 'building', 'castle', 'palace'], ['buildnig', 'building', 'castle', 'palace'], ['castle', 'palace'], ['buildnig', 'building', 'castle', 'palace']]",False,False,
131,131,2354552,2038175,palace,0.75,1.0,,http://object-naming-amore.upf.edu//2354552_2038175_supercat_ambiguous.png,syn-castle,"[0, 2, 0, 0]","[nan, 'visual', nan, nan]","[['buildnig', 'building', 'castle', 'palace'], ['buildnig', 'building', 'castle', 'palace'], ['castle', 'palace'], ['buildnig', 'building', 'castle', 'palace']]",True,True,syn
132,132,2356311,2693583,bean,1.0,1.0,,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,syn-beans,"[0, 0, 1, 1]","[nan, nan, 'bounding box', 'linguistic']","[['vegetable', 'green bean', 'bean', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans']]",True,True,syn
133,133,2356311,2693583,beans,,,,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,,"[0, 0, 1, 1]","[nan, nan, 'bounding box', 'linguistic']","[['vegetable', 'green bean', 'bean', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans']]",False,False,
134,134,2356311,2693583,flower,,,,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,,"[2, 2, 1, 1]","['other', 'linguistic', 'bounding box', 'bounding box']","[['flower'], ['flower', 'tuna', 'plate'], ['flower', 'plate'], ['flower']]",False,False,
135,135,2356311,2693583,food,,,,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,,"[0, 1, 1, 0]","[nan, 'linguistic', 'bounding box', nan]","[['food'], ['food'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans']]",False,False,
136,136,2356311,2693583,green bean,,,,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,,"[0, 0, 1, 0]","[nan, nan, 'bounding box', nan]","[['vegetable', 'green bean', 'bean', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans']]",False,False,
137,137,2356311,2693583,green beans,,,,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,,"[0, 0, 1, 0]","[nan, nan, 'bounding box', nan]","[['vegetable', 'green bean', 'bean', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans']]",False,False,
138,138,2356311,2693583,plate,,,,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,,"[1, 2, 1, 1]","['visual', 'linguistic', 'bounding box', 'bounding box']","[['plate'], ['flower', 'tuna', 'plate'], ['flower', 'plate'], ['plate']]",False,False,
139,139,2356311,2693583,tuna,0.75,,,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,alternative,"[2, 2, 2, 1]","['bounding box', 'linguistic', 'other', 'bounding box']","[['tuna'], ['flower', 'tuna', 'plate'], ['tuna'], ['tuna']]",True,False,alternative
140,140,2356311,2693583,vegetable,,,,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,,"[0, 0, 1, 0]","[nan, nan, 'bounding box', nan]","[['vegetable', 'green bean', 'bean', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans'], ['vegetable', 'green bean', 'bean', 'food', 'beans', 'green beans']]",False,False,
141,141,2357040,815529,necktie,1.0,1.0,,http://object-naming-amore.upf.edu//2357040_815529_supercat_ambiguous.png,syn-tie,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['necktie', 'nectie', 'tie'], ['necktie', 'nectie', 'tie'], ['necktie', 'nectie', 'tie'], ['necktie', 'nectie', 'tie']]",True,True,syn
142,142,2357040,815529,nectie,1.0,1.0,,http://object-naming-amore.upf.edu//2357040_815529_supercat_ambiguous.png,typo-necktie,"[1, 1, 1, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['necktie', 'nectie', 'tie'], ['necktie', 'nectie', 'tie'], ['necktie', 'nectie', 'tie'], ['necktie', 'nectie', 'tie']]",True,True,typo
143,143,2357040,815529,tie,1.0,,,http://object-naming-amore.upf.edu//2357040_815529_supercat_ambiguous.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['necktie', 'nectie', 'tie'], ['necktie', 'nectie', 'tie'], ['necktie', 'nectie', 'tie'], ['necktie', 'nectie', 'tie']]",True,False,vg_majority
144,144,2357048,2842892,animal,,,,http://object-naming-amore.upf.edu//2357048_2842892_singleton_obj.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['cow', 'horse', 'animal'], ['animal'], ['cow', 'horse', 'animal'], ['cow', 'horse', 'animal']]",False,False,
145,145,2357048,2842892,cow,0.75,,,http://object-naming-amore.upf.edu//2357048_2842892_singleton_obj.png,vg_majority,"[0, 0, 2, 0]","[nan, nan, 'visual', nan]","[['cow', 'horse', 'animal'], ['cow', 'horse'], ['cow', 'horse', 'animal'], ['cow', 'horse', 'animal']]",True,False,vg_majority
146,146,2357048,2842892,horse,,,,http://object-naming-amore.upf.edu//2357048_2842892_singleton_obj.png,,"[2, 1, 0, 0]","['visual', 'visual', nan, nan]","[['cow', 'horse', 'animal'], ['cow', 'horse'], ['cow', 'horse', 'animal'], ['cow', 'horse', 'animal']]",False,False,
147,147,2357048,2842892,stamp,0.75,1.0,,http://object-naming-amore.upf.edu//2357048_2842892_singleton_obj.png,alternative,"[2, 2, 2, 2]","['other', 'other', 'visual', 'other']","[['stamp'], ['stamp'], ['stamp'], ['stamp']]",True,True,alternative
148,148,2357516,811425,car,0.75,,,http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png,vg_majority,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['car', 'truck', 'vehicle'], ['car', 'truck', 'vehicle'], ['car', 'truck', 'vehicle'], ['car', 'truck', 'vehicle']]",True,False,vg_majority
149,149,2357516,811425,grass,0.75,1.0,,http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png,alternative,"[1, 1, 0, 2]","['bounding box', 'bounding box', nan, 'bounding box']","[['grass'], ['grass'], ['grass'], ['grass']]",True,True,alternative
150,150,2357516,811425,mirror,,,1.0,http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png,,"[1, 1, 0, 2]","['bounding box', 'bounding box', nan, 'bounding box']","[['mirror'], ['mirror'], ['mirror'], ['mirror']]",False,False,
151,151,2357516,811425,truck,,,,http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png,,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['car', 'truck', 'vehicle'], ['car', 'truck', 'vehicle'], ['car', 'truck', 'vehicle'], ['car', 'truck', 'vehicle']]",False,False,
152,152,2357516,811425,vehicle,,,,http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['car', 'truck', 'vehicle'], ['car', 'truck', 'vehicle'], ['car', 'truck', 'vehicle'], ['car', 'truck', 'vehicle']]",False,False,
153,153,2357727,3037329,bat,,,,http://object-naming-amore.upf.edu//2357727_3037329_singleton_obj.png,,"[1, 1, 0, 0]","['bounding box', 'bounding box', nan, nan]","[['bat'], ['bat'], ['bat'], ['bat']]",False,False,
154,154,2357727,3037329,dugout,0.75,,,http://object-naming-amore.upf.edu//2357727_3037329_singleton_obj.png,vg_majority,"[0, 0, 2, 0]","[nan, nan, 'bounding box', nan]","[['dugout', 'fence'], ['dugout'], ['dugout'], ['dugout']]",True,False,vg_majority
155,155,2357727,3037329,fence,,,1.0,http://object-naming-amore.upf.edu//2357727_3037329_singleton_obj.png,,"[0, 1, 2, 0]","[nan, 'bounding box', 'bounding box', nan]","[['dugout', 'fence'], ['fence'], ['fence'], ['fence']]",False,False,
156,156,2357727,3037329,gloves,0.5,1.0,,http://object-naming-amore.upf.edu//2357727_3037329_singleton_obj.png,alternative,"[1, 1, 0, 0]","['bounding box', 'bounding box', nan, nan]","[['gloves'], ['gloves'], ['gloves'], ['gloves']]",True,True,alternative
157,157,2358656,800444,back,,,,http://object-naming-amore.upf.edu//2358656_800444_supercat_unique.png,,"[0, 1, 1, 1]","[nan, 'bounding box', 'bounding box', 'bounding box']","[['back'], ['back'], ['back'], ['back']]",False,False,
158,158,2358656,800444,clothing,,,,http://object-naming-amore.upf.edu//2358656_800444_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['clothing', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt']]",False,False,
159,159,2358656,800444,coat,,,,http://object-naming-amore.upf.edu//2358656_800444_supercat_unique.png,,"[1, 1, 2, 1]","['visual', 'linguistic', 'visual', 'linguistic']","[['coat'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt']]",False,False,
160,160,2358656,800444,comics,0.25,1.0,,http://object-naming-amore.upf.edu//2358656_800444_supercat_unique.png,random,"[2, 2, 2, 2]","['visual', 'other', 'visual', 'visual']","[['comics'], ['comics'], ['comics'], ['comics']]",False,True,random
161,161,2358656,800444,scarf,,,,http://object-naming-amore.upf.edu//2358656_800444_supercat_unique.png,,"[0, 1, 0, 1]","[nan, 'visual', nan, 'bounding box']","[['scarf'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt']]",False,False,
162,162,2358656,800444,shirt,,,,http://object-naming-amore.upf.edu//2358656_800444_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['clothing', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt']]",False,False,
163,163,2358656,800444,t-shirt,,,,http://object-naming-amore.upf.edu//2358656_800444_supercat_unique.png,,"[0, 0, 2, 0]","[nan, nan, 'visual', nan]","[['clothing', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt']]",False,False,
164,164,2358656,800444,vest,,,,http://object-naming-amore.upf.edu//2358656_800444_supercat_unique.png,,"[0, 0, 2, 0]","[nan, nan, 'visual', nan]","[['clothing', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt'], ['coat', 'clothing', 'scarf', 't-shirt', 'vest', 'shirt']]",False,False,
165,165,2358962,797293,bike,,,1.0,http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png,,"[1, 1, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['bike'], ['bike', 'wheel'], ['bike'], ['bike', 'wheel']]",False,False,
166,166,2358962,797293,carpet,,,,http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['carpet', 'rug', 'floor'], ['carpet', 'rug'], ['carpet', 'rug'], ['carpet', 'rug', 'floor']]",False,False,
