	HITId	AssignmentId	WorkerId	WorkTimeInSeconds	url	vg_obj_name	mn_obj_name	comments	same_object	correct_name	ambiguous_bbox
112	3OID399FXG7MUEQLGBFTYYYY0AUFDA	3W2LOLRXLBFTYUZYPP6C7J2NTSVKRP	A224CWDR7XXF53	27	http://object-naming-amore.upf.edu//2409288_244965_singleton_obj.png	car	canopy		No	1	Yes
113	3909MD9T2ZHRMK4LC6QD4GGJ0MVFE3	3SNLUL3WO4NWYS9XEJDIRU2MPR6LUZ	A224CWDR7XXF53	17	http://object-naming-amore.upf.edu//2409288_244965_singleton_obj.png	car	building		No	1	no
114	3BVS8WK9Q0VDP8UR3NU865NQDHAIBX	3TUI152ZZBNRGSYC40BUXEWJO0SQ1Q	A224CWDR7XXF53	37	http://object-naming-amore.upf.edu//2354552_2038175_supercat_ambiguous.png	palace	building		Yes	2	
115	3IKDQS3DQE0WZDMXHNQ3HPT8V2AIC4	39L1G8WVWQRZ9RSA6PZYK638E8S13C	A224CWDR7XXF53	9	http://object-naming-amore.upf.edu//2398442_425300_supercat_unique.png	bridge	arch		Yes	2	
116	3K1H3NEY7LZS8EMGRVLBGJYA1PUGDA	351SEKWQS0HUN8GWS0O8H7DN3WZDMH	A224CWDR7XXF53	26	http://object-naming-amore.upf.edu//2371526_3247948_singleton_obj.png	plane	road		No	1	no
117	3AC6MFV69KI9BBMN3JSQSBTE47HHZ9	3PEIJLRY6TT4QQFRN2V7KCI6HGOWXS	A224CWDR7XXF53	13	http://object-naming-amore.upf.edu//2398442_425300_supercat_unique.png	bridge	tunnel		Yes	1	
118	3NQUW096N68WRGN0Q6DP7FKS6L1L94	3EF8EXOTT1VAU5UZ9ARL0DKXA5E1JO	A224CWDR7XXF53	14	http://object-naming-amore.upf.edu//2371526_3247948_singleton_obj.png	plane	runway	Vg name wrong	No	2	no
119	3B286OTISEH41995FRFCNVIK8EEAJ6	386CSBG1OZMMNEZ9A6NBSAN0WB96Q5	A224CWDR7XXF53	29	http://object-naming-amore.upf.edu//2398442_425300_supercat_unique.png	bridge	overpass		Yes	2	no
120	3RWSQDNYL9MJSY4H7HAJMY1JCNAFFL	3YHH42UU5BFGI6XHGCZY2NEF92D0LM	A224CWDR7XXF53	13	http://object-naming-amore.upf.edu//2371526_3247948_singleton_obj.png	plane	racetrack	VG name wrong	No	2	no
121	3L60IFZKF3INKQMTXXMJS4P98H0HHJ	3NS0A6KXC48XYZP69FFAVUCTVS0GZE	A224CWDR7XXF53	10	http://object-naming-amore.upf.edu//2371526_3247948_singleton_obj.png	plane	asphalt		No	2	no
122	3IYI9285WS0SUO63Z5B3TQ888HZCJA	3WETL7AQWT8YX9TT7C1ANWGPQOS53T	A224CWDR7XXF53	10	http://object-naming-amore.upf.edu//2367473_1781262_singleton_obj.png	dugout	fence		No	-3	Yes
123	37PGLWGSJT6EIBYL9071586G0BJIKH	3WR9XG3T63BY29QGVJLQVLMRVUB47K	A224CWDR7XXF53	106	http://object-naming-amore.upf.edu//2371526_3247948_singleton_obj.png	plane	lot		No	2	no
124	3KI0JD2ZU1IAUCW0O59340BPL0O675	37ZHEEHM6WMDKD7CV5G7LGULHUS37B	A224CWDR7XXF53	12	http://object-naming-amore.upf.edu//2371526_3247948_singleton_obj.png	plane	pavement	VG name wrong	No	2	no
125	3D4BBDG7ZHWH9A4EWKJGDJRJCKD3CP	3NKQQ8O39Y5D0GL512FU8HUHGI4DUB	A224CWDR7XXF53	17	http://object-naming-amore.upf.edu//2367473_1781262_singleton_obj.png	dugout	man		No	-3	Yes
126	3D4BBDG7ZHWH9A4EWKJGDJRJCKD3CP	3NLZY2D53PP46Z2GXATDHT5XM6ULQO	A91P6MTYV299S	11	http://object-naming-amore.upf.edu//2367473_1781262_singleton_obj.png	dugout	man		No	-3	no
127	3HKIF5DF6YXG5O9ZFFG9UNFKA4FG9T	3TVRFO09GKFOFW3SJOO5B11QJ9XXLD	A224CWDR7XXF53	15	http://object-naming-amore.upf.edu//2371526_3247948_singleton_obj.png	plane	tarmac	VG name incoorrect	No	2	no
128	335HHSX8CD568AHRB13T1JABGP7DH6	3GDTJDAPVUBI6DK5BSDSVFZMS5YM8G	A91P6MTYV299S	9	http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png	cathedral	tower		No	-3	Yes
129	335HHSX8CD568AHRB13T1JABGP7DH6	3SBEHTYCWN3BP0LW3HDU2ZG74BNIYG	A224CWDR7XXF53	9	http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png	cathedral	tower		Yes	2	
130	3M47JKRKCX1EUQ1JYA19I07KWKU68S	3G5F9DBFOPXUPBF7SO8PVOBYMH3VHO	A224CWDR7XXF53	31	http://object-naming-amore.upf.edu//2355185_2071636_singleton_obj.png	plane	road		No	1	no
131	3K1H3NEY7LZS8EMGRVLBGJYA1PUDG7	3H0W84IWBK2QCU7OT3V99OPI9V2ER2	A224CWDR7XXF53	9	http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png	cathedral	church		Yes	2	
132	32PT7WK7DMFRE2ASWGERXP91XKP3DP	3CCZ6YKWR7JKCBI9OL2KE9JBQGW958	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png	cathedral	clock tower		Yes	2	
133	3JTPR5MTZSC26N362GO7GZ2BVPDK59	3PJ71Z61R42LOTHQNY08BJ6UE0219T	A224CWDR7XXF53	12	http://object-naming-amore.upf.edu//2355185_2071636_singleton_obj.png	plane	airfield	Vg name wrong	No	2	
134	3N7PQ0KLI5PW68OSSBPB37RMXWQ3EI	3V0Z7YWSIY0QALCP935I8K5WXYZ2VR	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png	cathedral	building		Yes	2	
135	3DZKABX2ZI51LJ6XGUPMWEJ2346CVV	3A4NIXBJ76ZDLK4O5HMW0KLSC53LM7	A224CWDR7XXF53	8	http://object-naming-amore.upf.edu//2355185_2071636_singleton_obj.png	plane	field		No	2	no
136	3DZKABX2ZI51LJ6XGUPMWEJ2346CVV	3J88R45B2GYE6HIQBGHCSIAAOJIPXN	A91P6MTYV299S	10	http://object-naming-amore.upf.edu//2355185_2071636_singleton_obj.png	plane	field		No	2	
137	3R0WOCG21M9BDWNBB0ASKYZ1AX9DU7	3O6CYIULED1C9MLWIXKK05J2NY2WUV	A224CWDR7XXF53	56	http://object-naming-amore.upf.edu//2355185_2071636_singleton_obj.png	plane	runway		No	2	no
138	3R0WOCG21M9BDWNBB0ASKYZ1AX9DU7	3OCHAWUVGOKDVQLAYOC4W1OBU9CKXH	A91P6MTYV299S	65	http://object-naming-amore.upf.edu//2355185_2071636_singleton_obj.png	plane	runway		No	-3	no
139	3X52SWXE0X5E086264UIIG2GAD8CW5	30JNVC0OR9K2K3JQ6PEFP1CQ5PWQHX	A224CWDR7XXF53	30	http://object-naming-amore.upf.edu//2355185_2071636_singleton_obj.png	plane	airplane	VG wrong as well	Yes	-2	no
140	33NKDW9FFXITP8BSG9Q4KZGNJFECXY	3RUIQRXJBBOTF2M355LH0763C0DLL5	A224CWDR7XXF53	13	http://object-naming-amore.upf.edu//2355185_2071636_singleton_obj.png	plane	landing strip		No	2	no
141	3ZQX1VYFTD54JW7NY6N3Z0TBHKO8OJ	3RANCT1ZVFHKLJNLN6OODR6HDXSBU2	A224CWDR7XXF53	16	http://object-naming-amore.upf.edu//2355185_2071636_singleton_obj.png	plane	tarmac		No	0	no
142	3M4KL7H8KVNWJQHYZPSU3QKCIEO618	3X1FV8S5JXRGPFKW8IQ7AOZX7HQVGP	A224CWDR7XXF53	34	http://object-naming-amore.upf.edu//713704_3796731_singleton_obj.png	house	room		No	-3	Yes
143	3MDWE879UH2KE71OZTOVTCONURNB97	3BEFOD78W6THNCX3ZPNFE3JHQJ2M49	A91P6MTYV299S	14	http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png	restaurant	store		Yes	1	
144	3MDWE879UH2KE71OZTOVTCONURNB97	3IXQG4FA2TYM1RZIPVTXHVJ30CJ9BA	A224CWDR7XXF53	20	http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png	restaurant	store		Yes	0	
145	3J6BHNX0U9S6WC9C6GKTAG2XMADKNZ	32SCWG5HIH41N2YUAT8MS5XQRFN6PE	A224CWDR7XXF53	29	http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png	restaurant	window		No	2	Yes
146	3E22YV8GG167736SJ8P16XOWGKJNP3	3COPXFW7XBC8MHJJCX2N2O28SA7KPX	A224CWDR7XXF53	16	http://object-naming-amore.upf.edu//2373931_1674850_singleton_obj.png	motorcycle	bike		Yes	1	
147	3N5YJ55YXG30KZ0QUP74G2Z1HYJANA	3TPZPLC3M0C2QJBCRRAOL2L6HOY3PI	A224CWDR7XXF53	15	http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png	restaurant	bar		Yes	2	
148	33P2GD6NRNSEMGN13IPG5W510Y4HKN	3X65QVEQI0N0CYSXSSSIXOGGIR0CLH	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2390562_3827922_singleton_obj.png	airplane	plane		Yes	2	
149	3IHWR4LC7DDUNAWK0BAYF3XP5BP8IO	31HQ4X3T3SAGJFHTPEIICTKY4ULLSJ	A224CWDR7XXF53	27	http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png	restaurant	building		Yes	1	Yes
150	3AJA9FLWSCY32P678PG4PVEBSF2FIC	3A0EX8ZRN8O12S7QX7LDGCCU9L3BY0	A224CWDR7XXF53	70	http://object-naming-amore.upf.edu//1592751_2786882_singleton_obj.png	car	wheel	BWT: wheels plural, slang:a wheeled vehicle especially:AUTOMOBILE (merriam webster)	Not sure	-1	no
151	3AJA9FLWSCY32P678PG4PVEBSF2FIC	3OVHNO1VE61UMFFF7PE2P99WI0DDZU	A91P6MTYV299S	11	http://object-naming-amore.upf.edu//1592751_2786882_singleton_obj.png	car	wheel		No	-3	no
152	3CZH926SICEHO47WSPUUDCJSBWME4E	31QTRG6Q2TD36M80GC3EBWHJQPCPYT	A91P6MTYV299S	8	http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png	restaurant	store front		Yes	2	
153	3CZH926SICEHO47WSPUUDCJSBWME4E	3UOUJI6MTDERYMQMS2G62OX9W0LUXZ	A224CWDR7XXF53	19	http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png	restaurant	store front		Yes	1	Yes
154	3UEDKCTP9VQHTRHPQ934EJG7MV8K7O	38YMOXR4MUZR7BVVMFMHKZ5MKC2W6B	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2374968_724236_singleton_obj.png	plane	airplane		Yes	2	
155	344M16OZKIF3ACH2AU9QCLPS2DHNEI	308XBLVESI4S5RV4JCTJ8GJX6YIBRS	A91P6MTYV299S	7	http://object-naming-amore.upf.edu//2411688_3566937_supercat_unique.png	garage	shop		Yes	2	
156	344M16OZKIF3ACH2AU9QCLPS2DHNEI	38JBBYETQOAJBO5QIRZW1VE8HHHE4I	A224CWDR7XXF53	10	http://object-naming-amore.upf.edu//2411688_3566937_supercat_unique.png	garage	shop		Yes	2	
157	3XABXM4AJ15748K3DJF7O5OBWL68QR	3VSOLARPKB9HYWV5A2ERZCLRCKG39N	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2410999_3814271_singleton_obj.png	airplane	plane		Yes	2	
158	3IH9TRB0FBZCCACZ1Q1J0TAHR5JI1E	3KYQYYSHYV7INB185G3L9B2SYWEDOW	A224CWDR7XXF53	31	http://object-naming-amore.upf.edu//2411688_3566937_supercat_unique.png	garage	door		No	-1	Not_sure
159	3L55D8AUFAXIPD12L5C63DNWLL8CY4	38YMOXR4MUZR7BVVMFMHKZ5MKCT6WC	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2340559_3261006_singleton_obj.png	plane	airplane		Yes	2	
160	3SD15I2WD2USTTVDMT6DRJZ9GY2630	3JRJSWSMQHLYTSMMIDUDRQM23HFE3R	A91P6MTYV299S	12	http://object-naming-amore.upf.edu//2411688_3566937_supercat_unique.png	garage	motorcycle		No	-3	no
161	33Q5P9PUSPMIU3B7HREPHKWYRFCCZV	3EWIJTFFVO72C0NPZQCUPSOV051E02	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2370015_607119_singleton_obj.png	plane	airplane		Yes	2	
162	3W0KKJIARR9LT5M80EVASJC2XFEK8B	3H7XDTSHKCRT44K1YSV3WQIBEQPGWH	A91P6MTYV299S	10	http://object-naming-amore.upf.edu//2377664_564264_singleton_obj.png	bench	chair		Yes	0	
163	3W0KKJIARR9LT5M80EVASJC2XFEK8B	3U088ZLJVKTWT09GKQ60BYVV79H0WF	A224CWDR7XXF53	21	http://object-naming-amore.upf.edu//2377664_564264_singleton_obj.png	bench	chair		Yes	1	
164	3SX4X51T809I2K02V47HVRZ678OAOP	3NG53N1RLVJORGHI385KCJTHXAQ8PF	A224CWDR7XXF53	14	http://object-naming-amore.upf.edu//2411688_3566937_supercat_unique.png	garage	storefront		Yes	2	
165	3O2Y2UIUCQUU8KWV8S1G2BTOKJRFKN	3II4UPYCOJ7L8NEOKTVPYGXSDXWDQ4	A224CWDR7XXF53	14	http://object-naming-amore.upf.edu//2384406_1309841_supercat_unique.png	bed	book		No	-2	no
166	31MCUE39BKMUQMKJY6FZ3ACYAC53GZ	3S96KQ6I9M4Y036G1XPK3L8FX4XDTK	A224CWDR7XXF53	14	http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png	hotel	bed		No	-3	Yes
167	3MQKOF1EE2OO50CG60PT2MKYVDKDW6	3JMSRU9HQIUI51O52N0JALELU1OVEL	A224CWDR7XXF53	10	http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png	hotel	bed sheet		No	-3	Yes
168	3G4VVJO6PZG6ZXLPMVXLE57SMPEKPV	3M23Y66PO27Y0UEM2ACGNA21EZU6SU	A224CWDR7XXF53	36	http://object-naming-amore.upf.edu//2348515_881559_supercat_unique.png	hotel	wall		No	-2	Yes
169	3E9VAUV7BWEUWY441RGFXIX8LINAY0	386PBUZZXFXNKCY32K94KSTB8B8LJ3	A224CWDR7XXF53	19	http://object-naming-amore.upf.edu//2406793_290252_seed_ambiguous.png	curtain	window		No	2	Yes
170	3ZTE0JGGCES6VZX0FI381MPU7B9COT	3PEIJLRY6TT4QQFRN2V7KCI6HGJWXN	A224CWDR7XXF53	23	http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png	restaurant	store		No	-3	Not_sure
171	3S8APUMBJXJTFHS12FON38AYXPIFB3	3RKNTXVS3MYGLBOE2MXA5COHW2H4AB	A224CWDR7XXF53	30	http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png	restaurant	pizza hut		Yes	1	Yes
172	3K3IX1W4S6R0NKC3A4KWKR4WHDKAP6	3L2IS5HSFAIMMSCIQWTX4M6BUMBUNF	A224CWDR7XXF53	9	http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png	restaurant	house		Yes	2	
173	3XUSYT70IT1VXABVDTW8VRBUU85D04	3TMFV4NEP8EEBPEJFUJF4D1DQ7I8WZ	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2416721_1057086_supercat_unique.png	counter	kitchen counter		Yes	2	
174	32204AGAABC9KURIDR4174D8THNHGK	3BDCF01OGXUDF1T2OKA7UF8ZLF9YL2	A224CWDR7XXF53	52	http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png	restaurant	shop		No	-2	Not_sure
175	31N9JPQXIPIFUM840VHWXOM5UT9HNS	37W3JXSD668TQV51SYH93QPFJMIWYY	A224CWDR7XXF53	11	http://object-naming-amore.upf.edu//2416721_1057086_supercat_unique.png	counter	countertop		Yes	2	
176	31N9JPQXIPIFUM840VHWXOM5UT9HNS	3MD9PLUKKIE38R6SWJS5LELQW4FNZM	A91P6MTYV299S	17	http://object-naming-amore.upf.edu//2416721_1057086_supercat_unique.png	counter	countertop		Yes	2	
177	3ZXV7Q5FJBOCPMK7GFKIESGGFAIFCA	3C44YUNSI1P08BD9KGG0YB7I81ADPD	A224CWDR7XXF53	12	http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png	restaurant	building		Yes	2	
178	3JMQI2OLFZ5YI632EZY6637721GNDP	3FE7TXL1LINY5DG8N4B82X6OG66Q27	A224CWDR7XXF53	45	http://object-naming-amore.upf.edu//2417054_3245468_seed_ambiguous.png	cabinet	t-shirt		No	-2	no
179	307L9TDWJYS00E15LASUTULVBORN3R	3S96KQ6I9M4Y036G1XPK3L8FX4VDTI	A224CWDR7XXF53	19	http://object-naming-amore.upf.edu//2322040_3572674_singleton_obj.png	restaurant	store		Yes	1	
180	3T6SSHJUZFANCG8X9XMPSSR387UII6	3BDCF01OGXUDF1T2OKA7UF8ZLFBLYR	A91P6MTYV299S	26	http://object-naming-amore.upf.edu//2417054_3245468_seed_ambiguous.png	cabinet	hutch		Yes	2	
181	3T6SSHJUZFANCG8X9XMPSSR387UII6	3SLE99ER0ND17IHVTTNWUJLWFF7BZR	A224CWDR7XXF53	15	http://object-naming-amore.upf.edu//2417054_3245468_seed_ambiguous.png	cabinet	hutch		Yes	2	
182	36FFXPMST9OXC78G1AH9CDMAK3EHO7	3K772S5NP8BDN0TLXYJFVKNCMM4EH5	A224CWDR7XXF53	42	http://object-naming-amore.upf.edu//2316022_2921754_singleton_obj.png	armchair	sofa	Not sure suwhat the box is showing;	Yes	0	Not_sure
183	3QHITW7OYO9LNWDIAHZLKWU6M96AQX	39GXDJN2OTE1W0EEPKEJIBIZJYG8VP	A224CWDR7XXF53	12	http://object-naming-amore.upf.edu//2322040_3572674_singleton_obj.png	restaurant	wheel		No	-3	no
184	31JUPBOORN4WDB4QLE7B7JPHMFJ8L2	3QILPRALQ5VOOV55NTSS8UOMXVP8NJ	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2322040_3572674_singleton_obj.png	restaurant	cycle		No	-3	no
185	3S829FDFT213U0H6G5LF45Y54FQDXZ	3WRFBPLXRAO2NYZZBCXWHDGBH9K3N9	A224CWDR7XXF53	45	http://object-naming-amore.upf.edu//2322040_3572674_singleton_obj.png	restaurant	building		Not sure	-1	Not_sure
186	3BDORL6HKKD9SCPG7AKCVHUZIYTCR2	38JBBYETQOAJBO5QIRZW1VE8HHF4E6	A224CWDR7XXF53	17	http://object-naming-amore.upf.edu//2322040_3572674_singleton_obj.png	restaurant	store front		Yes	2	no
187	3M0556243SKVGQHY55TWU3ASEEWNF0	3W92K5RLWUHI9IVCRM7G6R88H8KV5F	A224CWDR7XXF53	8	http://object-naming-amore.upf.edu//2316022_2921754_singleton_obj.png	armchair	chair		Yes	1	
188	3YGYP136419SJGM7W0TQBSOBH27NRV	3DEL4X4EL6L8FVAR23DV593MSO1XY5	A224CWDR7XXF53	43	http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png	shelter	awning		Yes	0	no
189	3P6ENY9P79WNGLXD3F44SGQO8UFIHD	3PDJHANYK5G9AL06RG0HJWVZ5OGH6N	A224CWDR7XXF53	11	http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png	shelter	depot		Yes	1	
190	3TL87MO8CMP5SQEDTSDHHB639JWFLQ	3XUHV3NRVKYDRH0SMXQCRQHZ9TF5H5	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2316022_2921754_singleton_obj.png	armchair	couch		Yes	2	
191	31KPKEKW4AD2IDDBZX5201NURNTB0V	30JNVC0OR9K2K3JQ6PEFP1CQ5PSHQK	A224CWDR7XXF53	9	http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png	carpet	bike		No	-3	no
192	34HEO7RUG6ULZXSINWOLPM4BIV8ARY	39GXDJN2OTE1W0EEPKEJIBIZJYR8V0	A224CWDR7XXF53	21	http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png	shelter	bridge		Yes	-2	
193	3N3WJQXELSQLRW215XYAXSCE0FRL2C	3X4JMASXCM945XB5PZA4OKIAX8Z0BZ	A224CWDR7XXF53	8	http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png	carpet	wheel		No	-3	no
194	3B9J25CZ25DLTRPTMZKHLRZV40CCSQ	39LOEL67OS5HKRCV5A8DZGQGSEY38Y	A224CWDR7XXF53	51	http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png	shelter	bus stop		No	2	Yes
195	3B9J25CZ25DLTRPTMZKHLRZV40CCSQ	3SNLUL3WO4NWYS9XEJDIRU2MPR0LUT	A91P6MTYV299S	17	http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png	shelter	bus stop		Yes	2	
196	3NFWQRSHVEEP6Y0CI1G14J1VD2AFGK	3PMBY0YE2735BWRO3VPSSFPLIXGC9H	A224CWDR7XXF53	27	http://object-naming-amore.upf.edu//2343870_3370396_singleton_obj.png	shelter	bus		No	-2	Not_sure
197	34D9ZRXCYRUX0CSV2LOQFW974XRASM	3WMINLGALB3JGF1TV13SOA05OFYCAW	A224CWDR7XXF53	27	http://object-naming-amore.upf.edu//2410526_215380_singleton_obj.png	grill	clock		No	-2	no
198	3QO7EE372ONQ66IAGVZHF7EC4RRBQT	3QILPRALQ5VOOV55NTSS8UOMXVE8N8	A224CWDR7XXF53	13	http://object-naming-amore.upf.edu//2410526_215380_singleton_obj.png	grill	window		No	-3	no
199	30IRMPJWDZJRBA14ZN1AJ077N72KRN	3ZV9H2YQQD7SAS8D3DOJDWT2AL13WD	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2410526_215380_singleton_obj.png	grill	bars		Yes	2	
200	374UMBUHN5PM8R28BZP7VWVH6JQCTF	3II4UPYCOJ7L8NEOKTVPYGXSDX3QDO	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2410526_215380_singleton_obj.png	grill	tower		No	-3	no
201	3P7RGTLO6EDZCTFNXCFOOAIXN3EKAF	3GD6L00D3SX0VD0KC74DG5CEEZYM12	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2333343_3140573_singleton_obj.png	counter	stove top		Yes	2	
202	306996CF6WK2P2YTVG92E664WFZB1Y	3MB8LZR5BFTIVW4LK59GL7TON08LK2	A224CWDR7XXF53	19	http://object-naming-amore.upf.edu//2333343_3140573_singleton_obj.png	counter	gas stove		No	-3	no
203	3AQN9REUTFGSU57GL17HNJ5E6LKDY5	3K2755HG5S3OHYOF6DKVMHTE6VNFDC	A224CWDR7XXF53	20	http://object-naming-amore.upf.edu//2333343_3140573_singleton_obj.png	counter	stove		No	-1	no
204	3IJ95K7NDXC1UQDTGPZECOA4FTWNGZ	34S9DKFK73P331WN0XQM77COQA9YN4	A224CWDR7XXF53	16	http://object-naming-amore.upf.edu//2333343_3140573_singleton_obj.png	counter	countertop		Yes	2	
205	3ACRLU860NE193S5744HLQPYLO3BEH	3PPTZCWALQKOBOJKCBKMP8GV1FDZQW	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2410526_215380_singleton_obj.png	grill	building		No	-3	no
206	34ZTTGSNJXO0XJLWGN9D1IHAZ4WHQF	3G2UL9A02DECHWUUE7E5SJ65RLU67K	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png	desk	table		Yes	2	
207	3I01FDIL6M82TKE9SG0MEF49R6PD2O	3L0KT67Y8EG0JEOS8T7861MUD9MYSL	A224CWDR7XXF53	16	http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png	desk	countertop		Yes	2	
208	371DNNCG442KWOCVUN92TAZYGS58T5	3QRYMNZ7FYH7MFXTQR3NZQK9B8TNT6	A91P6MTYV299S	11	http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png	desk	laptop		No	-3	no
209	371DNNCG442KWOCVUN92TAZYGS58T5	3X0H8UUIT1OWU9TSTSPKL41E21ZWSX	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png	desk	laptop		No	-3	no
210	31N9JPQXIPIFUM840VHWXOM5UT9NHY	3BV8HQ2ZZW1U0YSSLAQP2A8VST06AB	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png	desk	counter		Yes	2	
211	3V7ICJJAZAGJH1VCIYS4C4D78Z9B4B	3EFVCAY5L39S55EK8V00FN75OB9J8F	A224CWDR7XXF53	9	http://object-naming-amore.upf.edu//2390152_499973_singleton_obj.png	pan	frying pan		Yes	2	
212	37SOB9Z0SSXACEYK9XCFG2H66TRL3N	3TVSS0C0E10X9967ISUAV9X04KVWT4	A224CWDR7XXF53	14	http://object-naming-amore.upf.edu//2390152_499973_singleton_obj.png	pan	food		No	-3	no
213	3P6ENY9P79WNGLXD3F44SGQO8UFHIC	3R2UR8A0IAGWLH6PWG4X3I5KEE2XOU	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2410526_215380_singleton_obj.png	grill	fence		Yes	2	
214	3TKXBROM5TAJ7RS3RF7P4T63LMJIJI	3O6CYIULED1C9MLWIXKK05J2NY7WU0	A224CWDR7XXF53	21	http://object-naming-amore.upf.edu//2390152_499973_singleton_obj.png	pan	bowl		Yes	2	
215	3VJ4PFXFJ37DFPKZRQJQUXRVPUCAU2	3I2PTA7R3TUTMTKYCAHC2TSIX6TKQO	A224CWDR7XXF53	25	http://object-naming-amore.upf.edu//2353515_1824828_singleton_obj.png	resort	harbor		Yes	2	
216	32FESTC2NHQ184HXB4FH0SHJPXXCU6	35H6S234SA0XUSGBQEZ8UZS90FZ655	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2353515_1824828_singleton_obj.png	resort	port		Yes	2	
217	32PT7WK7DMFRE2ASWGERXP91XKPD3Z	3XUHV3NRVKYDRH0SMXQCRQHZ9T5H57	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2390152_499973_singleton_obj.png	pan	wok		Yes	2	
218	3UYRNV2KITZM1B7BXRNQKBT6RAJ8N4	3TU5ZICBRD19RSIX3LK9COJR2618QV	A224CWDR7XXF53	22	http://object-naming-amore.upf.edu//2353515_1824828_singleton_obj.png	resort	dock		Yes	1	
219	3RHLQY6EDT4CWYTWWUJA7U17BKLD4K	34T446B1C0ENF23B3Z6ZZ4OSFTOC07	A224CWDR7XXF53	15	http://object-naming-amore.upf.edu//2410677_211980_singleton_obj.png	curtain	toilet		No	-3	no
220	33CLA8O0MIBGVO9QYCAD3NF2FBLFRG	3YOH7BII097LR1GFY9BM8GRQEY7VKS	A224CWDR7XXF53	22	http://object-naming-amore.upf.edu//2410677_211980_singleton_obj.png	curtain	wallpaper		Yes	0	
221	3BCRDCM0ODUYPR3K7ZYC85GBRKOK6P	34PGFRQONOB3V6A26YG6T3AR6IDJWV	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2353515_1824828_singleton_obj.png	resort	marina		Yes	2	
222	3VDVA3ILIDFYGJ64B21GFHX1CSRG1K	3DI28L7YXAE2JP87V9GU3X755X7E15	A224CWDR7XXF53	11	http://object-naming-amore.upf.edu//2353515_1824828_singleton_obj.png	resort	water		No	-3	Not_sure
223	3EQVJH0T40LDPZDOXR386NSXJBVHTT	31Q0U3WYDPFHAATX812OXNFOJAE17H	A224CWDR7XXF53	35	http://object-naming-amore.upf.edu//2410677_211980_singleton_obj.png	curtain	sing		No	-3	no
224	3EQVJH0T40LDPZDOXR386NSXJBVHTT	3634BBTX0OU5P941YRL6DE9RY0RIFD	A91P6MTYV299S	34	http://object-naming-amore.upf.edu//2410677_211980_singleton_obj.png	curtain	sing		Not sure	0	Not_sure
