items,quality_control
"[['http://object-naming-amore.upf.edu//2365595_633007_singleton_obj.png', ['window', 'giraffe', 'cub']], ['http://object-naming-amore.upf.edu//2317513_3158481_singleton_obj.png', ['windos', 'car', 'truck']], ['http://object-naming-amore.upf.edu//2351327_861563_singleton_obj.png', ['train', 'post', 'bridge', 'overpass']], ['http://object-naming-amore.upf.edu//2371100_2468800_singleton_obj.png', ['vehicle', 'boat', 'vehiicle', 'train', 'truck']], ['http://object-naming-amore.upf.edu//2395935_665565_singleton_obj.png', ['bater', 'player', 'batter', 'man', 'stick', 'baseball player']], ['http://object-naming-amore.upf.edu//2374597_725859_singleton_obj.png', ['person', 'skater', 'skateboarder', 'boy', 'sateboarder', 'sky board']]]","['7b2277696e646f77223a20227365726966222c202267697261666665223a2022617269616c227d', '7b2277696e646f73223a2022636f7572696572227d', '7b22706f7374223a20227365726966227d', '7b227665686969636c65223a202273616e732d76656869636c65222c2022626f6174223a2022617269616c227d', '7b226261746572223a202273616e732d626174746572222c2022626174746572223a2022617269616c227d', '7b2273617465626f6172646572223a202273616e732d736b617465626f6172646572227d']"
"[['http://object-naming-amore.upf.edu//2336128_2815432_singleton_obj.png', ['comfoter', 'bed', 'comforter']], ['http://object-naming-amore.upf.edu//2387669_677429_supercat_unique.png', ['tet', 'tent', 'dog']], ['http://object-naming-amore.upf.edu//2384351_691981_singleton_obj.png', ['animal', 'goat', 'nose', 'cow']], ['http://object-naming-amore.upf.edu//2375456_3692330_singleton_obj.png', ['wiener', 'hangers', 'food', 'hotdog', 'bun']], ['http://object-naming-amore.upf.edu//2392584_478968_singleton_obj.png', ['vehicles', 'mirrors', 'truck', 'car', 'wheel', 'van']], ['http://object-naming-amore.upf.edu//2319842_3387596_supercat_unique.png', ['photo', 'bluse', 'blouse', 'jacket', 'dress', 'shirt']]]","['7b22636f6d666f746572223a202273616e732d636f6d666f72746572222c2022626564223a2022617269616c227d', '7b22746574223a202273616e732d74656e74222c202274656e74223a2022617269616c227d', '7b226e6f7365223a20227365726966222c2022636f77223a2022617269616c227d', '7b2268616e67657273223a2022636f7572696572222c20227769656e6572223a2022626f6c642d686f74646f67227d', '7b226d6972726f7273223a2022636f7572696572222c2022747275636b223a2022617269616c227d', '7b22626c757365223a202273616e732d626c6f757365227d']"
"[['http://object-naming-amore.upf.edu//2362652_2430831_seed_ambiguous.png', ['you', 'sofa', 'couch']], ['http://object-naming-amore.upf.edu//2349327_875623_singleton_obj.png', ['car', 'picture', 'wheel']], ['http://object-naming-amore.upf.edu//2391301_3827185_singleton_obj.png', ['hotel', 'building', 'resort', 'oakwood']], ['http://object-naming-amore.upf.edu//2320062_2785822_singleton_obj.png', ['umbrella', 'woman', 'man', 'person', 'girl']], ['http://object-naming-amore.upf.edu//2329031_3011671_supercat_unique.png', ['sandwich', 'food', 'oryx', 'hotdog', 'burger', 'bread']], ['http://object-naming-amore.upf.edu//2389834_1256670_singleton_obj.png', ['child', 'shoes', 'kid', 'boy', 'girl', 'person']]]","['7b22796f75223a2022636f7572696572222c2022736f6661223a2022626f6c642d636f756368227d', '7b2270696374757265223a20227365726966222c2022636172223a2022617269616c227d', '7b226f616b776f6f64223a2022636f7572696572227d', '7b226d616e223a20227365726966227d', '7b226f727978223a2022636f7572696572227d', '7b2273686f6573223a20227365726966222c20226b6964223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//2364047_759905_seed_ambiguous.png', ['bed', 'plaform', 'bed sheet']], ['http://object-naming-amore.upf.edu//2390528_1249459_supercat_unique.png', ['dess', 'chair', 'dress']], ['http://object-naming-amore.upf.edu//2372699_1892038_singleton_obj.png', ['cabinet', 'cupboard', 'hutch', 'dts']], ['http://object-naming-amore.upf.edu//2367595_2685596_singleton_obj.png', ['wokan', 'dog', 'woman', 'person', 'man']], ['http://object-naming-amore.upf.edu//2324526_987543_singleton_obj.png', ['bedspreaad', 'bedspread', 'bed', 'toy', 'pillow', 'blanket']], ['http://object-naming-amore.upf.edu//2356572_819226_singleton_obj.png', ['bathroom counter', 'counter', 'viel', 'countertop', 'vanity', 'table']]]","['7b22706c61666f726d223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b2264657373223a202273616e732d6472657373222c20226472657373223a2022617269616c227d', '7b22647473223a2022636f7572696572222c2022636162696e6574223a2022617269616c227d', '7b22776f6b616e223a202273616e732d776f6d616e222c2022776f6d616e223a2022617269616c227d', '7b2262656473707265616164223a202273616e732d626564737072656164222c2022626564223a2022617269616c227d', '7b227669656c223a2022636f7572696572222c2022636f756e746572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2417420_3702190_singleton_obj.png', ['uniform', 'baseball dugout', 'dugout']], ['http://object-naming-amore.upf.edu//2351404_1807896_seed_ambiguous.png', ['chair', 'lap top', 'shelf']], ['http://object-naming-amore.upf.edu//2395759_1203143_supercat_unique.png', ['wheel', 'cow', 'animal', 'aniimal']], ['http://object-naming-amore.upf.edu//2396413_444650_singleton_obj.png', ['gil', 'child', 'girl', 'kid', 'skier']], ['http://object-naming-amore.upf.edu//2385635_686677_supercat_ambiguous.png', ['pizza', 'pizza toppings', 'sauce', 'toppings', 'cheese', 'food']], ['http://object-naming-amore.upf.edu//2410247_222429_singleton_obj.png', ['vehicle', 'car', 'van', 'flags', 'bus', 'truck']]]","['7b22756e69666f726d223a20227365726966222c20226475676f7574223a2022617269616c227d', '7b227368656c66223a20227365726966222c20226368616972223a2022617269616c227d', '7b22616e69696d616c223a202273616e732d616e696d616c222c2022636f77223a2022617269616c227d', '7b2267696c223a202273616e732d6769726c222c20226b6964223a2022626f6c642d6368696c64227d', '7b227361756365223a20227365726966227d', '7b22666c616773223a20227365726966222c2022747275636b223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2348830_879494_supercat_unique.png', ['jacket', 'shirt', 'loafers']], ['http://object-naming-amore.upf.edu//2389776_1257257_singleton_obj.png', ['piza', 'pizza', 'table']], ['http://object-naming-amore.upf.edu//2405661_1106796_supercat_unique.png', ['t-shirt', 'coat', 'snow', 'jacket']], ['http://object-naming-amore.upf.edu//2349824_3596892_singleton_obj.png', ['washbasin', 'sink', 'counter', 'mitten', 'vanity']], ['http://object-naming-amore.upf.edu//2370861_1822206_singleton_obj.png', ['shoe', 'bunting', 'woman', 'person', 'girl', 'pant']], ['http://object-naming-amore.upf.edu//2373515_731913_supercat_ambiguous.png', ['people', 'human', 'socks', 'man', 'woman', 'players']]]","['7b226c6f6166657273223a2022636f7572696572227d', '7b2270697a61223a202273616e732d70697a7a61222c20227461626c65223a2022617269616c227d', '7b22736e6f77223a20227365726966222c20226a61636b6574223a2022617269616c227d', '7b226d697474656e223a2022636f7572696572227d', '7b2262756e74696e67223a2022636f7572696572227d', '7b22736f636b73223a20227365726966222c2022776f6d616e223a2022617269616c222c202268756d616e223a2022626f6c642d6d616e227d']"
"[['http://object-naming-amore.upf.edu//2315895_2859609_singleton_obj.png', ['name', 'boat', 'wood']], ['http://object-naming-amore.upf.edu//2349911_3902113_singleton_obj.png', ['moth', 'left', 'butterfly']], ['http://object-naming-amore.upf.edu//4911_1564400_singleton_obj.png', ['capet', 'floor', 'table', 'carpet']], ['http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png', ['truck', 'car', 'vhicle', 'mirror', 'vehicle']], ['http://object-naming-amore.upf.edu//2396714_441129_singleton_obj.png', ['mask', 'bat', 'dugout', 'helmet', 'pant', 'shoe']], ['http://object-naming-amore.upf.edu//2397933_1184904_supercat_ambiguous.png', ['pizza', 'toppings', 'pie', 'food', 'fork', 'sauce']]]","['7b226e616d65223a20227365726966222c2022626f6174223a2022617269616c227d', '7b226c656674223a20227365726966222c2022627574746572666c79223a2022617269616c227d', '7b226361706574223a202273616e732d636172706574222c2022636172706574223a2022617269616c227d', '7b22766869636c65223a202273616e732d76656869636c65222c2022636172223a2022617269616c227d', '7b226d61736b223a20227365726966222c20226475676f7574223a2022617269616c227d', '7b22666f726b223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2385230_1299364_singleton_obj.png', ['becnh', 'bench', 'chair']], ['http://object-naming-amore.upf.edu//2413669_168716_singleton_obj.png', ['airplane', 'plane', 'airpane']], ['http://object-naming-amore.upf.edu//2409200_246843_singleton_obj.png', ['cord', 'mixer', 'blender', 'juice']], ['http://object-naming-amore.upf.edu//2352770_1713361_seed_ambiguous.png', ['woman', 'girl', 'person', 'tie', 'ring']], ['http://object-naming-amore.upf.edu//2364476_3431071_seed_ambiguous.png', ['counter', 'sink', 'bathroom counter', 'counetrtop', 'vanity', 'countertop']], ['http://object-naming-amore.upf.edu//2354780_835603_singleton_obj.png', ['mirror', 'munster', 'car', 'class', 'window', 'rearview mirror']]]","['7b226265636e68223a202273616e732d62656e6368222c202262656e6368223a2022617269616c227d', '7b2261697270616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22636f7264223a20227365726966222c2022626c656e646572223a2022617269616c227d', '7b2272696e67223a20227365726966227d', '7b22636f756e657472746f70223a202273616e732d636f756e746572746f70222c2022636f756e746572223a2022617269616c227d', '7b226d756e73746572223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2320283_3131623_singleton_obj.png', ['tree', 'bird', 'pelican']], ['http://object-naming-amore.upf.edu//2411954_3805435_supercat_ambiguous.png', ['airplane', 'plane', 'arplane']], ['http://object-naming-amore.upf.edu//2377849_2588279_supercat_ambiguous.png', ['man', 'boy', 'tie', 'pattern']], ['http://object-naming-amore.upf.edu//2341686_3037531_seed_ambiguous.png', ['dont', 'table', 'floor', 'rug', 'carpet']], ['http://object-naming-amore.upf.edu//2417910_3475575_singleton_obj.png', ['countertop', 'shorts', 'counter', 'table', 'apples', 'drawer']], ['http://object-naming-amore.upf.edu//2370695_741368_supercat_unique.png', ['buckle', 'shirt', 'suit', 'clothing', 'jacket', 'coat']]]","['7b2274726565223a20227365726966222c202262697264223a2022617269616c227d', '7b226172706c616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b227061747465726e223a20227365726966227d', '7b22646f6e74223a2022636f7572696572222c2022636172706574223a2022617269616c222c2022727567223a2022626f6c642d636172706574227d', '7b22647261776572223a20227365726966222c2022636f756e746572223a2022617269616c227d', '7b226275636b6c65223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2404273_1117197_singleton_obj.png', ['tray', 'pizza', 'food']], ['http://object-naming-amore.upf.edu//2375607_2107630_supercat_unique.png', ['shirt', 't-shirt', 'letture']], ['http://object-naming-amore.upf.edu//2411179_315746_singleton_obj.png', ['wheels', 'jet', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2318675_3947384_singleton_obj.png', ['spot', 'cheese', 'pizza', 'food', 'sauce']], ['http://object-naming-amore.upf.edu//2393835_1216390_singleton_obj.png', ['player', 'person', 'tennis player', 'shirt', 'woman', 'athlete']], ['http://object-naming-amore.upf.edu//2402363_1137137_supercat_unique.png', ['carpet', 'bed', 'floor', 'ear', 'rug', 'cat']]]","['7b2274726179223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b226c657474757265223a2022636f7572696572222c20227368697274223a2022617269616c227d', '7b22776865656c73223a20227365726966222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2273706f74223a20227365726966227d', '7b227368697274223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b22656172223a20227365726966222c2022727567223a2022626f6c642d636172706574227d']"
"[['http://object-naming-amore.upf.edu//2406441_652269_supercat_unique.png', ['chair', 'umbrella', 'tent']], ['http://object-naming-amore.upf.edu//2348483_1737816_singleton_obj.png', ['led', 'zebra', 'animal']], ['http://object-naming-amore.upf.edu//2392053_1234501_singleton_obj.png', ['boy', 'child', 'kid', 'cihld']], ['http://object-naming-amore.upf.edu//2382200_698365_seed_ambiguous.png', ['phone', 'tie', 'coat', 'cellphone', 'jacket']], ['http://object-naming-amore.upf.edu//2333212_3315395_supercat_unique.png', ['gass', 'child', 'toddler', 'kid', 'baby', 'boy']], ['http://object-naming-amore.upf.edu//2404826_337519_seed_ambiguous.png', ['knee pad', 'player', 'catcehr', 'man', 'catcher', 'baseball player']]]","['7b226368616972223a20227365726966227d', '7b226c6564223a2022636f7572696572222c20227a65627261223a2022617269616c227d', '7b226369686c64223a202273616e732d6368696c64222c2022626f79223a2022617269616c222c20226368696c64223a2022626f6c642d6b6964227d', '7b2263656c6c70686f6e65223a20227365726966222c2022636f6174223a2022617269616c227d', '7b2267617373223a2022636f7572696572222c20226368696c64223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b2263617463656872223a202273616e732d63617463686572222c202263617463686572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2414061_160643_supercat_unique.png', ['cat', 'bench', 'aeg']], ['http://object-naming-amore.upf.edu//2403038_384084_singleton_obj.png', ['bird', 'crane', 'bidr']], ['http://object-naming-amore.upf.edu//2323815_3328221_supercat_ambiguous.png', ['bottle', 'wine bottle', 'hand', 'wine']], ['http://object-naming-amore.upf.edu//2337522_2569456_supercat_unique.png', ['man', 'person', 'tile', 't-shirt', 'guy']], ['http://object-naming-amore.upf.edu//2316228_3361294_singleton_obj.png', ['vehicle', 'van', 'car', 'mirror', 'feeling', 'suv']], ['http://object-naming-amore.upf.edu//2414827_151165_singleton_obj.png', ['boy', 'skateboarder', 'person', 'roflbot', 'skater', 'man']]]","['7b22616567223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b2262696472223a202273616e732d62697264222c202262697264223a2022617269616c227d', '7b2268616e64223a20227365726966222c2022626f74746c65223a2022617269616c227d', '7b2274696c65223a20227365726966227d', '7b226665656c696e67223a2022636f7572696572222c2022636172223a2022617269616c227d', '7b22726f666c626f74223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2339883_3338224_supercat_unique.png', ['pocket knife', 'knife', 'pcoket knife']], ['http://object-naming-amore.upf.edu//2364730_639372_supercat_unique.png', ['acme', 'jacket', 'shirt']], ['http://object-naming-amore.upf.edu//2373202_2474910_singleton_obj.png', ['deesk', 'table', 'desk', 'cup']], ['http://object-naming-amore.upf.edu//2352243_2950985_singleton_obj.png', ['van', 'truck', 'wheel', 'cloud', 'vehicle']], ['http://object-naming-amore.upf.edu//2343564_3706588_supercat_ambiguous.png', ['child', 'cake', 'hand', 'girl', 'toddler', 'baby']], ['http://object-naming-amore.upf.edu//2383516_532189_supercat_unique.png', ['shirt', 'couch', 'dog', 'croch', 'sofa', 'sweater']]]","['7b2270636f6b6574206b6e696665223a202273616e732d706f636b6574206b6e696665222c20226b6e696665223a2022617269616c227d', '7b2261636d65223a2022636f7572696572222c20227368697274223a2022617269616c227d', '7b22646565736b223a202273616e732d6465736b227d', '7b22636c6f7564223a20227365726966222c2022747275636b223a2022617269616c227d', '7b2268616e64223a20227365726966222c20226368696c64223a2022626f6c642d62616279227d', '7b2263726f6368223a2022636f7572696572222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d']"
"[['http://object-naming-amore.upf.edu//2402059_1140843_supercat_unique.png', ['dog', 'tie', 'bed']], ['http://object-naming-amore.upf.edu//2349282_1816476_singleton_obj.png', ['tqble', 'desk', 'table']], ['http://object-naming-amore.upf.edu//2348825_2642531_singleton_obj.png', ['train', 'pillar', 'railway', 'bridge']], ['http://object-naming-amore.upf.edu//2325291_3114783_singleton_obj.png', ['carrot', 'food', 'brocolli', 'bowl', 'pot']], ['http://object-naming-amore.upf.edu//2360255_2446214_singleton_obj.png', ['human', 'girl', 'person', 'child', 'shoe', 'panel']], ['http://object-naming-amore.upf.edu//2385888_1291775_seed_ambiguous.png', ['animal', 'steer', 'markings', 'cow', 'oxen', 'bull']]]","['7b22626564223a20227365726966222c2022646f67223a2022617269616c227d', '7b227471626c65223a202273616e732d7461626c65222c20226465736b223a2022617269616c227d', '7b2270696c6c6172223a20227365726966222c2022627269646765223a2022617269616c227d', '7b2262726f636f6c6c69223a20227365726966222c2022706f74223a2022617269616c227d', '7b2270616e656c223a20227365726966222c20226769726c223a2022617269616c227d', '7b226d61726b696e6773223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2402452_1135996_supercat_unique.png', ['food', 'rice', 'object']], ['http://object-naming-amore.upf.edu//2355779_2086091_singleton_obj.png', ['vehicle', 'swatch', 'train']], ['http://object-naming-amore.upf.edu//2358009_806920_singleton_obj.png', ['toy', 'key chain', 'counter', 'key cain']], ['http://object-naming-amore.upf.edu//2393990_468022_singleton_obj.png', ['vehicle', 'wheel', 'bike', 'motorcycle', 'handle']], ['http://object-naming-amore.upf.edu//2354540_837657_singleton_obj.png', ['gears', 'couch', 'chair', 'toy', 'bear', 'teddy bear']], ['http://object-naming-amore.upf.edu//2335395_2732347_supercat_ambiguous.png', ['bottle', 'jar', 'burner', 'mason jar', 'juice', 'smoothie']]]","['7b226f626a656374223a20227365726966222c202272696365223a2022617269616c227d', '7b22737761746368223a2022636f7572696572222c2022747261696e223a2022617269616c227d', '7b226b6579206361696e223a202273616e732d6b657920636861696e227d', '7b2268616e646c65223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b226765617273223a2022636f7572696572222c20226368616972223a2022617269616c227d', '7b226275726e6572223a20227365726966222c20226a6172223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2369420_611549_supercat_unique.png', ['train', 'patula', 'bridge']], ['http://object-naming-amore.upf.edu//2348804_879737_singleton_obj.png', ['aircraft', 'kite', 'buildings']], ['http://object-naming-amore.upf.edu//2371338_598320_singleton_obj.png', ['car', 'truck', 'trudk', 'vehicle']], ['http://object-naming-amore.upf.edu//2413726_167516_singleton_obj.png', ['man', 'woman', 'glasses', 'umbrella', 'person']], ['http://object-naming-amore.upf.edu//2342764_931011_supercat_ambiguous.png', ['coat', 'shirt', 'button', 'jacket', 'tress', 'blazer']], ['http://object-naming-amore.upf.edu//2417522_1057889_supercat_ambiguous.png', ['pizza', 'vegetable', 'pizza toppings', 'cheese', 'steeple', 'food']]]","['7b22706174756c61223a2022636f7572696572222c2022627269646765223a2022617269616c227d', '7b226275696c64696e6773223a20227365726966227d', '7b22747275646b223a202273616e732d747275636b222c2022747275636b223a2022617269616c227d', '7b22676c6173736573223a20227365726966227d', '7b22627574746f6e223a20227365726966227d', '7b2273746565706c65223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2417438_3363496_singleton_obj.png', ['mattress', 'bed', 'matttress']], ['http://object-naming-amore.upf.edu//1592412_3797865_singleton_obj.png', ['ship', 'people', 'boat']], ['http://object-naming-amore.upf.edu//2362809_2693914_seed_ambiguous.png', ['bread', 'delight', 'food', 'cake']], ['http://object-naming-amore.upf.edu//2345977_2303121_singleton_obj.png', ['woman', 'person', 'nose', 'girl', 'lady']], ['http://object-naming-amore.upf.edu//2351529_2968694_supercat_unique.png', ['couch', 'men', 'pant', 'man', 't-shirt', 'sofa']], ['http://object-naming-amore.upf.edu//2406539_293836_singleton_obj.png', ['skirt', 'dress', 'person', 'woman', 'sign', 'bag']]]","['7b226d6174747472657373223a202273616e732d6d61747472657373222c2022626564223a2022617269616c227d', '7b2270656f706c65223a20227365726966222c2022626f6174223a2022617269616c227d', '7b2264656c69676874223a2022636f7572696572227d', '7b226e6f7365223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b226d616e223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b227369676e223a20227365726966222c2022776f6d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2348981_1831397_singleton_obj.png', ['bathrom', 'animal', 'horse']], ['http://object-naming-amore.upf.edu//2402254_1138542_singleton_obj.png', ['food', 'paper', 'pizza']], ['http://object-naming-amore.upf.edu//2371403_597882_singleton_obj.png', ['chiild', 'kid', 'boy', 'child']], ['http://object-naming-amore.upf.edu//2345225_1042796_supercat_unique.png', ['man', 'tie', 'building', 'cab', 'house']], ['http://object-naming-amore.upf.edu//2407568_277315_seed_ambiguous.png', ['bed', 'carpet', 'rug', 'floor', 'carpte', 'box']], ['http://object-naming-amore.upf.edu//2411492_1079315_supercat_unique.png', ['sweater', 'jakcet', 'shirt', 'jacket', 'dress', 'coat']]]","['7b2262617468726f6d223a2022636f7572696572222c2022686f727365223a2022617269616c227d', '7b227061706572223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b22636869696c64223a202273616e732d6368696c64222c2022626f79223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b22746965223a20227365726966222c2022686f757365223a2022617269616c227d', '7b22636172707465223a202273616e732d636172706574222c2022727567223a2022617269616c222c2022636172706574223a2022626f6c642d727567227d', '7b226a616b636574223a202273616e732d6a61636b6574227d']"
"[['http://object-naming-amore.upf.edu//2352210_3584645_singleton_obj.png', ['man', 'nose', 'cat']], ['http://object-naming-amore.upf.edu//2318236_1012849_singleton_obj.png', ['pizza', 'pepperoni', 'food']], ['http://object-naming-amore.upf.edu//2340058_2005131_singleton_obj.png', ['sheep', 'goat', 'animal', 'animla']], ['http://object-naming-amore.upf.edu//2340995_2693270_singleton_obj.png', ['wheel', 'truck', 'car', 'window', 'pick up truck']], ['http://object-naming-amore.upf.edu//2340552_3316295_singleton_obj.png', ['maid', 'shirt', 'person', 'womna', 'lady', 'woman']], ['http://object-naming-amore.upf.edu//2374639_1979876_seed_ambiguous.png', ['woman', 'hakr', 'head', 'child', 'girl', 'hair']]]","['7b226e6f7365223a20227365726966222c2022636174223a2022617269616c227d', '7b227065707065726f6e69223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b22616e696d6c61223a202273616e732d616e696d616c222c20227368656570223a2022617269616c227d', '7b2277696e646f77223a20227365726966222c2022747275636b223a2022617269616c227d', '7b22776f6d6e61223a202273616e732d776f6d616e227d', '7b2268616b72223a202273616e732d68616972227d']"
"[['http://object-naming-amore.upf.edu//2373433_1704345_supercat_ambiguous.png', ['train', 'car', 'trrain']], ['http://object-naming-amore.upf.edu//2343236_3917554_seed_ambiguous.png', ['tub', 'logo', 'bathtub']], ['http://object-naming-amore.upf.edu//2409134_1089742_singleton_obj.png', ['sitting bench', 'bench', 'sittnig bench', 'chair']], ['http://object-naming-amore.upf.edu//2361863_2212454_singleton_obj.png', ['child', 'plate', 'ear', 'shoe', 'boy']], ['http://object-naming-amore.upf.edu//498263_3698898_singleton_obj.png', ['dustbin', 'drain', 'vanity', 'sink', 'counter', 'wash basin']], ['http://object-naming-amore.upf.edu//2394430_464180_singleton_obj.png', ['motorbike', 'bike', 'scooter', 'motorcycle', 'moped', 'sawed']]]","['7b2274727261696e223a202273616e732d747261696e227d', '7b226c6f676f223a20227365726966222c202262617468747562223a2022617269616c222c2022747562223a2022626f6c642d62617468747562227d', '7b22736974746e69672062656e6368223a202273616e732d73697474696e672062656e6368222c202262656e6368223a2022617269616c227d', '7b22656172223a20227365726966222c2022626f79223a2022617269616c227d', '7b22647261696e223a20227365726966227d', '7b227361776564223a2022636f7572696572222c202273636f6f746572223a2022617269616c222c20226d6f746f726379636c65223a2022626f6c642d6d6f746f7262696b65227d']"
"[['http://object-naming-amore.upf.edu//2362332_2583885_supercat_unique.png', ['shirt', 't-hsirt', 't-shirt']], ['http://object-naming-amore.upf.edu//2395025_1208649_singleton_obj.png', ['parf', 'train engine', 'train']], ['http://object-naming-amore.upf.edu//2382444_539091_singleton_obj.png', ['hoov', 'bull', 'goat', 'cow']], ['http://object-naming-amore.upf.edu//2363359_1809419_singleton_obj.png', ['vehicel', 'wheel', 'vehicle', 'taxi', 'car']], ['http://object-naming-amore.upf.edu//2412898_3131934_supercat_unique.png', ['aiirplane', 'toy', 'aircraft', 'model airplane', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2372173_593540_supercat_unique.png', ['meat', 'sub', 'bread', 'sandwich', 'bun', 'food']]]","['7b22742d6873697274223a202273616e732d742d7368697274222c20227368697274223a2022617269616c227d', '7b2270617266223a2022636f7572696572222c2022747261696e223a2022617269616c227d', '7b22686f6f76223a2022636f7572696572222c2022636f77223a2022617269616c227d', '7b227665686963656c223a202273616e732d76656869636c65227d', '7b2261696972706c616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226d656174223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2340984_3250768_singleton_obj.png', ['coat', 'shelve', 'jacket']], ['http://object-naming-amore.upf.edu//2316621_1052702_singleton_obj.png', ['ship', 'boat', 'blat']], ['http://object-naming-amore.upf.edu//2342109_937166_singleton_obj.png', ['vehicle', 'vehice', 'truck', 'van']], ['http://object-naming-amore.upf.edu//2368624_2520092_supercat_unique.png', ['dress', 'costume', 'woman', 'the', 'shirt']], ['http://object-naming-amore.upf.edu//2318204_1013255_seed_ambiguous.png', ['soccer player', 'player', 'person', 'athlete', 'atlete', 'man']], ['http://object-naming-amore.upf.edu//2375891_578306_singleton_obj.png', ['woman', 'human', 'yeast', 'person', 'girl', 'lady']]]","['7b227368656c7665223a20227365726966222c20226a61636b6574223a2022617269616c227d', '7b22626c6174223a202273616e732d626f6174222c2022626f6174223a2022617269616c227d', '7b22766568696365223a202273616e732d76656869636c65222c202276616e223a2022617269616c227d', '7b22746865223a2022636f7572696572222c20226472657373223a2022617269616c227d', '7b2261746c657465223a202273616e732d6174686c657465222c20226d616e223a2022617269616c227d', '7b227965617374223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2347930_1951747_seed_ambiguous.png', ['swtich', 'motorcycle', 'bike']], ['http://object-naming-amore.upf.edu//2342226_935890_supercat_unique.png', ['states', 'cat', 'dog']], ['http://object-naming-amore.upf.edu//2352332_1986752_singleton_obj.png', ['jet', 'plane', 'gear', 'airplane']], ['http://object-naming-amore.upf.edu//2380742_543823_singleton_obj.png', ['uniform', 'shirt', 'sideburns', 'jersey', 't-shirt']], ['http://object-naming-amore.upf.edu//2389474_504554_singleton_obj.png', ['vehicle', 'dog', 'car mirror', 'car', 'window', 'mirror']], ['http://object-naming-amore.upf.edu//2353294_2026516_singleton_obj.png', ['person', 'arms', 'batter', 'baseball player', 'man', 'player']]]","['7b22737774696368223a2022636f7572696572222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b22737461746573223a2022636f7572696572222c2022646f67223a2022617269616c227d', '7b2267656172223a20227365726966222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22736964656275726e73223a20227365726966222c2022742d7368697274223a2022626f6c642d6a6572736579227d', '7b2277696e646f77223a20227365726966227d', '7b2261726d73223a20227365726966227d']"
